<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#low</a>,🤔,2.27@@2.27,21511953984.0,201088.0,131072.0,✓,✗,57.19 ± 2.80 / 70.60 ± 2.07@@57.19,72.48 ± 2.76 / 45.85 ± 3.06@@72.48,42.54 ± 1.14 / 66.15 ± 1.04@@42.54,56.61 ± 1.43 / 34.18 ± 2.18@@56.61,16.6.0.dev0@@160600,16.6.0.dev0@@160600,16.6.0.dev0@@160600,16.6.0.dev0@@160600
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-5-sonnet-20241022 (zero-shot, val)</a>",📝,2.27@@2.27,?,?,200000.0,✓,✗,70.47 ± 1.65 / 79.35 ± 1.17@@70.47,70.71 ± 1.90 / 53.69 ± 1.70@@70.71,25.65 ± 1.73 / 50.14 ± 1.55@@25.65,67.95 ± 0.73 / 35.48 ± 1.04@@67.95,15.3.1@@150301,15.3.1.dev0@@150301,15.3.1@@150301,15.3.1@@150301
"<a href='https://platform.openai.com/docs/models/o4-mini'>o4-mini-2025-04-16 (zero-shot, val)</a>",🤔,2.28@@2.28,?,?,200000.0,✓,✗,70.34 ± 1.74 / 79.44 ± 1.17@@70.34,70.58 ± 2.08 / 45.39 ± 1.31@@70.58,25.40 ± 2.33 / 48.71 ± 1.91@@25.40,69.93 ± 0.84 / 45.99 ± 1.21@@69.93,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B</a>,🤔,2.28@@2.28,14768307200.0,151936.0,40960.0,✓,✗,65.64 ± 1.52 / 75.66 ± 1.23@@65.64,76.86 ± 0.51 / 53.05 ± 0.94@@76.86,28.75 ± 1.29 / 53.38 ± 0.69@@28.75,64.06 ± 13.38 / 47.47 ± 10.37@@64.06,15.8.1@@150801,15.8.1@@150801,15.8.1@@150801,15.8.1@@150801
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B#no-thinking</a>,📝,2.30@@2.30,14768307200.0,151936.0,40960.0,✓,✗,62.77 ± 1.77 / 74.78 ± 1.33@@62.77,72.80 ± 1.32 / 51.00 ± 1.60@@72.80,26.19 ± 1.63 / 54.27 ± 0.84@@26.19,73.04 ± 0.83 / 54.04 ± 1.90@@73.04,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen3-30B-A3B'>Qwen/Qwen3-30B-A3B#no-thinking</a>,📝,2.31@@2.31,30532122624.0,151936.0,40960.0,✓,✗,62.75 ± 1.63 / 73.91 ± 1.35@@62.75,74.60 ± 1.34 / 53.35 ± 1.87@@74.60,26.25 ± 1.09 / 55.04 ± 0.81@@26.25,70.19 ± 0.53 / 49.48 ± 1.13@@70.19,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/CohereForAI/c4ai-command-r-08-2024'>CohereForAI/c4ai-command-r-08-2024</a>,📝,2.31@@2.31,32296476672.0,256000.0,131072.0,✗,✗,56.07 ± 1.73 / 69.41 ± 1.42@@56.07,80.10 ± 0.74 / 57.67 ± 2.47@@80.10,27.31 ± 1.88 / 54.36 ± 2.55@@27.31,72.56 ± 0.48 / 51.91 ± 0.70@@72.56,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it</a>,📝,2.31@@2.31,27432406640.0,262144.0,8192.0,✓,✗,66.68 ± 1.09 / 77.02 ± 1.10@@66.68,75.58 ± 1.06 / 54.84 ± 2.26@@75.58,23.61 ± 3.29 / 57.25 ± 2.94@@23.61,71.39 ± 0.54 / 50.30 ± 1.27@@71.39,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500
<a href='https://hf.co/utter-project/EuroLLM-22B-2512'>utter-project/EuroLLM-22B-2512</a>,🧠,2.31@@2.31,22637328384.0,128000.0,32768.0,✓,✗,43.79 ± 3.52 / 59.13 ± 3.34@@43.79,66.98 ± 2.28 / 54.15 ± 2.44@@66.98,43.58 ± 6.18 / 67.01 ± 5.46@@43.58,71.54 ± 3.09 / 55.46 ± 3.05@@71.54,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07 (zero-shot, val)</a>",🤔,2.31@@2.31,?,100256.0,272000.0,✓,✗,67.60 ± 2.27 / 75.91 ± 1.72@@67.60,65.00 ± 1.46 / 38.79 ± 1.35@@65.00,29.24 ± 1.52 / 50.51 ± 1.55@@29.24,70.82 ± 1.39 / 47.10 ± 1.77@@70.82,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,2.31@@2.31,30532122624.0,151936.0,262144.0,✓,✗,64.01 ± 1.53 / 74.22 ± 1.26@@64.01,70.16 ± 1.96 / 49.27 ± 2.07@@70.16,29.17 ± 2.00 / 58.51 ± 1.66@@29.17,70.82 ± 0.62 / 49.81 ± 1.32@@70.82,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/RekaAI/reka-flash-3'>RekaAI/reka-flash-3</a>,🤔,2.32@@2.32,20905482240.0,100352.0,32768.0,✓,✗,65.90 ± 1.20 / 75.31 ± 1.09@@65.90,72.80 ± 1.17 / 41.66 ± 1.62@@72.80,24.26 ± 1.38 / 51.78 ± 1.56@@24.26,69.73 ± 0.67 / 51.60 ± 0.81@@69.73,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07#high (zero-shot, val)</a>",🤔,2.32@@2.32,?,100256.0,272000.0,✓,✗,66.51 ± 2.22 / 73.94 ± 1.92@@66.51,67.61 ± 1.71 / 41.08 ± 1.50@@67.61,27.64 ± 1.79 / 50.48 ± 1.36@@27.64,70.36 ± 1.19 / 46.87 ± 1.27@@70.36,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600
<a href='https://ollama.com/library/gemma3:27b-it-q4_K_M'>ollama_chat/gemma3:27b-it-q4_K_M (val)</a>,📝,2.33@@2.33,27400000000.0,262144.0,128000.0,✓,✗,65.74 ± 2.34 / 75.48 ± 1.54@@65.74,75.86 ± 1.84 / 61.97 ± 3.17@@75.86,17.89 ± 4.89 / 53.53 ± 2.48@@17.89,75.45 ± 1.46 / 55.83 ± 1.59@@75.45,15.3.0.dev0@@150300,15.3.0.dev0@@150300,15.3.0.dev0@@150300,15.3.0.dev0@@150300
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B</a>,🤔,2.35@@2.35,32762123264.0,151936.0,40960.0,✓,✗,65.22 ± 1.25 / 74.60 ± 1.17@@65.22,69.47 ± 1.28 / 50.71 ± 2.06@@69.47,27.49 ± 1.14 / 53.54 ± 0.73@@27.49,70.06 ± 0.81 / 54.11 ± 1.00@@70.06,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
<a href='https://hf.co/mistralai/Mistral-Nemo-Instruct-2407'>mistralai/Mistral-Nemo-Instruct-2407</a>,📝,2.35@@2.35,12247782400.0,131072.0,131072.0,✓,✗,61.20 ± 1.31 / 72.59 ± 1.66@@61.20,65.49 ± 2.12 / 49.77 ± 1.69@@65.49,31.77 ± 2.23 / 60.18 ± 3.63@@31.77,73.31 ± 0.65 / 56.12 ± 0.64@@73.31,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
<a href='https://hf.co/microsoft/phi-4'>microsoft/phi-4</a>,📝,2.35@@2.35,14659507200.0,100352.0,16384.0,✓,✗,65.10 ± 1.59 / 75.42 ± 1.54@@65.10,77.05 ± 1.37 / 59.13 ± 2.64@@77.05,41.68 ± 3.67 / 68.37 ± 3.57@@41.68,32.95 ± 1.41 / 0.00 ± 0.00@@32.95,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
<a href='https://hf.co/google/gemma-3n-E4B-it'>google/gemma-3n-E4B-it</a>,📝,2.36@@2.36,7849978192.0,262400.0,8192.0,✓,✗,61.97 ± 1.22 / 74.09 ± 1.01@@61.97,76.49 ± 1.27 / 52.98 ± 3.18@@76.49,23.55 ± 2.81 / 60.94 ± 1.82@@23.55,69.48 ± 0.77 / 46.77 ± 1.33@@69.48,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-pro'>gemini/gemini-2.5-pro (zero-shot, val)</a>",🤔,2.36@@2.36,?,256128.0,1048576.0,✓,✗,68.70 ± 1.61 / 75.33 ± 1.45@@68.70,65.77 ± 1.53 / 42.70 ± 1.47@@65.77,26.75 ± 2.31 / 51.85 ± 1.52@@26.75,68.58 ± 1.04 / 33.82 ± 0.95@@68.58,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
"<a href='https://platform.openai.com/docs/models/o3'>o3-2025-04-16 (zero-shot, val)</a>",🤔,2.37@@2.37,?,?,200000.0,✓,✗,71.00 ± 1.95 / 77.37 ± 1.71@@71.00,64.79 ± 1.53 / 42.45 ± 1.74@@64.79,23.18 ± 1.82 / 48.17 ± 1.45@@23.18,71.19 ± 1.27 / 46.67 ± 1.28@@71.19,15.8.1@@150801,15.7.2.dev0@@150702,15.7.2.dev0@@150702,15.7.2.dev0@@150702
<a href='https://hf.co/RekaAI/reka-flash-3.1'>RekaAI/reka-flash-3.1</a>,🤔,2.37@@2.37,20905482240.0,100352.0,98304.0,✓,✗,67.85 ± 1.58 / 76.65 ± 1.27@@67.85,75.28 ± 1.75 / 50.34 ± 2.40@@75.28,24.99 ± 1.32 / 50.63 ± 1.12@@24.99,60.72 ± 1.77 / 47.28 ± 1.18@@60.72,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,2.39@@2.39,70599864480.0,131072.0,65536.0,✗,✗,59.69 ± 1.05 / 71.52 ± 1.15@@59.69,63.95 ± 1.21 / 36.18 ± 2.06@@63.95,32.43 ± 2.48 / 64.52 ± 2.02@@32.43,67.36 ± 0.90 / 46.53 ± 0.87@@67.36,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/152334H/miqu-1-70b-sf'>152334H/miqu-1-70b-sf</a>,📝,2.39@@2.39,68976648192.0,32000.0,32764.0,✓,✗,60.69 ± 1.74 / 71.94 ± 1.54@@60.69,68.11 ± 1.75 / 47.01 ± 3.29@@68.11,32.89 ± 2.03 / 64.75 ± 1.74@@32.89,59.67 ± 2.37 / 34.52 ± 3.48@@59.67,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
<a href='https://hf.co/Qwen/Qwen2.5-72B-Instruct'>Qwen/Qwen2.5-72B-Instruct</a>,📝,2.39@@2.39,72706203648.0,152064.0,32768.0,✓,✗,48.59 ± 1.01 / 49.20 ± 0.59@@48.59,71.95 ± 2.88 / 50.19 ± 2.22@@71.95,35.42 ± 3.09 / 63.44 ± 2.93@@35.42,71.24 ± 1.02 / 46.90 ± 2.32@@71.24,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B#no-thinking</a>,📝,2.40@@2.40,8190735360.0,151936.0,40960.0,✓,✗,60.09 ± 1.40 / 72.82 ± 1.06@@60.09,70.23 ± 1.02 / 48.83 ± 2.28@@70.23,26.97 ± 1.22 / 53.61 ± 0.85@@26.97,70.62 ± 1.46 / 52.20 ± 1.64@@70.62,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B</a>,🤔,2.40@@2.40,8190735360.0,151936.0,40960.0,✓,✗,62.95 ± 2.08 / 74.09 ± 1.48@@62.95,76.98 ± 1.25 / 46.16 ± 1.90@@76.98,25.61 ± 1.28 / 53.44 ± 0.62@@25.61,62.62 ± 12.63 / 44.81 ± 9.59@@62.62,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#high</a>,🤔,2.40@@2.40,21511953984.0,201088.0,131072.0,✓,✗,61.11 ± 1.56 / 73.23 ± 1.07@@61.11,59.72 ± 1.68 / 40.14 ± 1.22@@59.72,39.28 ± 1.82 / 68.89 ± 0.86@@39.28,59.49 ± 0.82 / 39.43 ± 0.67@@59.49,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,2.41@@2.41,10731524096.0,32000.0,4096.0,✓,✗,51.57 ± 2.64 / 58.42 ± 3.78@@51.57,75.28 ± 1.45 / 61.62 ± 1.81@@75.28,24.13 ± 2.65 / 59.35 ± 2.71@@24.13,77.48 ± 0.73 / 60.37 ± 1.87@@77.48,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
"<a href='https://platform.openai.com/docs/models/gpt-5-nano'>gpt-5-nano-2025-08-07#high (zero-shot, val)</a>",🤔,2.41@@2.41,?,100256.0,272000.0,✓,✗,62.57 ± 2.47 / 73.01 ± 1.85@@62.57,73.68 ± 1.92 / 46.56 ± 1.77@@73.68,25.02 ± 2.10 / 47.06 ± 2.27@@25.02,65.83 ± 1.18 / 40.70 ± 1.24@@65.83,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600
<a href='https://hf.co/Qwen/Qwen3-4B-Thinking-2507'>Qwen/Qwen3-4B-Thinking-2507</a>,🤔,2.43@@2.43,4022468096.0,151936.0,262144.0,✓,✗,59.25 ± 1.81 / 68.00 ± 1.70@@59.25,79.51 ± 2.12 / 62.00 ± 2.27@@79.51,23.38 ± 1.09 / 50.30 ± 0.95@@23.38,63.54 ± 4.43 / 49.37 ± 3.19@@63.54,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#thinking (zero-shot, val)</a>",🤔,2.43@@2.43,?,256128.0,1048576.0,✓,✗,59.73 ± 2.78 / 67.58 ± 2.21@@59.73,66.57 ± 1.71 / 42.35 ± 1.35@@66.57,27.27 ± 2.77 / 51.40 ± 1.70@@27.27,69.97 ± 1.15 / 43.91 ± 1.39@@69.97,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/google/gemma-2-27b-it'>google/gemma-2-27b-it</a>,📝,2.43@@2.43,27227128320.0,256000.0,8192.0,✓,✗,66.15 ± 1.80 / 76.45 ± 1.55@@66.15,56.10 ± 2.25 / 38.75 ± 3.31@@56.10,28.62 ± 2.51 / 58.69 ± 1.95@@28.62,71.72 ± 0.58 / 50.57 ± 1.54@@71.72,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite-preview-06-17'>gemini/gemini-2.5-flash-lite-preview-06-17#thinking (zero-shot, val)</a>",🤔,2.43@@2.43,?,256128.0,1048576.0,✓,✗,59.73 ± 2.78 / 67.58 ± 2.21@@59.73,66.57 ± 1.71 / 42.35 ± 1.35@@66.57,27.27 ± 2.77 / 51.40 ± 1.70@@27.27,69.97 ± 1.15 / 43.91 ± 1.39@@69.97,15.11.0@@151100,15.11.0@@151100,15.11.0@@151100,15.11.0@@151100
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#thinking (zero-shot, val)</a>",🤔,2.44@@2.44,?,256128.0,1048576.0,✓,✗,61.23 ± 1.42 / 67.57 ± 1.18@@61.23,68.74 ± 1.53 / 42.30 ± 1.60@@68.74,23.80 ± 2.79 / 51.50 ± 1.78@@23.80,71.33 ± 0.93 / 51.41 ± 1.36@@71.33,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/google/gemma-3-12b-pt'>google/gemma-3-12b-pt</a>,🧠,2.44@@2.44,12187325040.0,262144.0,?,✓,✗,50.16 ± 2.66 / 64.68 ± 3.32@@50.16,64.74 ± 1.71 / 53.33 ± 1.51@@64.74,35.23 ± 4.17 / 60.53 ± 3.80@@35.23,71.09 ± 5.40 / 55.83 ± 4.58@@71.09,16.5.0.dev0@@160500,15.5.0@@150500,16.5.0.dev0@@160500,15.5.0@@150500
<a href='https://hf.co/meta-llama/Llama-3.1-8B'>meta-llama/Llama-3.1-8B</a>,🧠,2.44@@2.44,8030261248.0,128256.0,131072.0,✓,✗,49.99 ± 2.62 / 65.75 ± 2.51@@49.99,61.22 ± 4.62 / 52.44 ± 2.68@@61.22,38.41 ± 4.92 / 67.20 ± 3.05@@38.41,70.23 ± 2.13 / 52.33 ± 3.10@@70.23,16.5.0.dev0@@160500,15.6.1.dev0@@150601,16.5.0.dev0@@160500,15.6.1.dev0@@150601
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.0-flash-001'>gemini/gemini-2.0-flash-001 (zero-shot, val)</a>",📝,2.45@@2.45,?,256128.0,1048576.0,✓,✗,65.10 ± 2.49 / 74.27 ± 1.85@@65.10,62.92 ± 1.92 / 45.82 ± 1.69@@62.92,23.79 ± 4.42 / 52.97 ± 2.03@@23.79,72.79 ± 0.82 / 49.96 ± 1.66@@72.79,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500
"<a href='https://platform.openai.com/docs/models/gpt-5-nano'>gpt-5-nano-2025-08-07 (zero-shot, val)</a>",🤔,2.45@@2.45,?,100256.0,272000.0,✓,✗,62.43 ± 2.77 / 72.87 ± 2.17@@62.43,73.89 ± 1.22 / 49.93 ± 1.52@@73.89,23.41 ± 1.79 / 45.82 ± 1.95@@23.41,64.38 ± 1.05 / 38.30 ± 1.11@@64.38,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500
<a href='https://ollama.com/library/gemma3:12b-it-q4_K_M'>ollama_chat/gemma3:12b-it-q4_K_M (val)</a>,📝,2.45@@2.45,12200000000.0,262144.0,128000.0,✓,✗,60.23 ± 3.36 / 72.21 ± 2.04@@60.23,74.32 ± 2.15 / 56.75 ± 2.76@@74.32,17.02 ± 4.73 / 53.07 ± 3.22@@17.02,72.60 ± 1.14 / 52.44 ± 1.71@@72.60,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.3.0.dev0@@150300,15.3.0.dev0@@150300
<a href='https://hf.co/meta-llama/Llama-3.1-70B-Instruct'>meta-llama/Llama-3.1-70B-Instruct</a>,📝,2.45@@2.45,70553706496.0,128256.0,131072.0,✓,✗,49.89 ± 0.76 / 49.81 ± 0.37@@49.89,83.94 ± 1.12 / 59.95 ± 2.72@@83.94,21.42 ± 2.82 / 55.72 ± 2.29@@21.42,71.93 ± 1.17 / 47.78 ± 2.75@@71.93,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#no-thinking (zero-shot, val)</a>",📝,2.45@@2.45,?,256128.0,1048576.0,✓,✗,65.02 ± 1.86 / 72.07 ± 1.76@@65.02,64.61 ± 2.18 / 44.48 ± 2.19@@64.61,21.53 ± 2.27 / 48.29 ± 1.43@@21.53,73.53 ± 0.84 / 52.77 ± 0.83@@73.53,15.12.0.dev0@@151200,15.12.0.dev0@@151200,15.12.0.dev0@@151200,15.12.0.dev0@@151200
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT</a>,📝,2.45@@2.45,8030326784.0,128264.0,131072.0,✓,✗,51.42 ± 1.26 / 64.37 ± 1.20@@51.42,61.80 ± 3.15 / 54.75 ± 2.06@@61.80,38.85 ± 1.79 / 66.61 ± 1.44@@38.85,67.03 ± 2.15 / 48.23 ± 3.03@@67.03,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-5-haiku-20241022 (zero-shot, val)</a>",📝,2.45@@2.45,?,?,200000.0,✓,✗,54.69 ± 2.74 / 67.75 ± 2.10@@54.69,67.22 ± 1.75 / 44.64 ± 1.30@@67.22,29.96 ± 1.77 / 50.22 ± 1.71@@29.96,68.70 ± 1.18 / 38.73 ± 1.63@@68.70,15.3.1@@150301,15.3.1.dev0@@150301,15.3.1@@150301,15.3.1@@150301
<a href='https://hf.co/ThatsGroes/gemma-2-27b-it-FP8-Dynamic'>ThatsGroes/gemma-2-27b-it-FP8-Dynamic</a>,📝,2.46@@2.46,28410968576.0,256000.0,8192.0,✓,✗,66.77 ± 1.62 / 77.08 ± 1.36@@66.77,56.96 ± 1.93 / 37.40 ± 3.12@@56.96,26.81 ± 1.74 / 57.04 ± 1.74@@26.81,71.14 ± 0.72 / 49.95 ± 1.58@@71.14,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3.1-8B'>allenai/Llama-3.1-Tulu-3.1-8B</a>,📝,2.46@@2.46,8030326784.0,128264.0,131072.0,✓,✗,57.49 ± 1.92 / 70.10 ± 1.59@@57.49,61.51 ± 2.65 / 53.53 ± 1.56@@61.51,33.58 ± 2.04 / 65.31 ± 1.85@@33.58,65.40 ± 0.76 / 39.94 ± 1.65@@65.40,15.7.2.dev0@@150702,15.7.2.dev0@@150702,15.7.2.dev0@@150702,15.7.2.dev0@@150702
"<a href='https://platform.openai.com/docs/models/gpt-5'>gpt-5-2025-08-07#minimal (zero-shot, val)</a>",🤔,2.46@@2.46,?,100256.0,272000.0,✓,✗,65.47 ± 2.26 / 75.54 ± 1.60@@65.47,66.27 ± 2.17 / 41.95 ± 1.67@@66.27,19.81 ± 2.17 / 45.72 ± 1.54@@19.81,70.96 ± 1.16 / 44.52 ± 0.88@@70.96,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-preview-04-17'>gemini/gemini-2.5-flash-preview-04-17 (zero-shot, val)</a>",🤔,2.47@@2.47,?,256128.0,1048576.0,✓,✗,67.02 ± 2.12 / 75.66 ± 1.71@@67.02,55.48 ± 1.77 / 35.41 ± 1.44@@55.48,27.15 ± 2.47 / 52.24 ± 1.38@@27.15,73.29 ± 0.71 / 51.78 ± 1.04@@73.29,15.7.0.dev0@@150700,15.7.0.dev0@@150700,15.7.0.dev0@@150700,15.7.0.dev0@@150700
<a href='https://hf.co/meta-llama/Llama-3.3-70B-Instruct'>meta-llama/Llama-3.3-70B-Instruct</a>,📝,2.47@@2.47,70553706496.0,128256.0,131072.0,✓,✗,49.78 ± 0.61 / 49.73 ± 0.31@@49.78,83.25 ± 1.02 / 57.76 ± 2.17@@83.25,22.47 ± 2.13 / 55.30 ± 1.53@@22.47,66.82 ± 1.04 / 36.83 ± 1.77@@66.82,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,2.48@@2.48,22637328384.0,128000.0,4096.0,✓,✗,60.45 ± 1.53 / 72.28 ± 1.48@@60.45,54.94 ± 1.89 / 41.90 ± 2.14@@54.94,30.22 ± 3.43 / 63.14 ± 2.87@@30.22,71.20 ± 1.16 / 54.47 ± 1.25@@71.20,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/jhu-clsp/mmBERT-base'>jhu-clsp/mmBERT-base</a>,🔍,2.48@@2.48,307531778.0,256000.0,8192.0,✓,✗,38.88 ± 3.75 / 58.43 ± 2.43@@38.88,85.22 ± 1.54 / 74.91 ± 0.78@@85.22,39.57 ± 7.22 / 69.19 ± 3.64@@39.57,47.39 ± 1.62 / 31.45 ± 1.39@@47.39,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001
<a href='https://hf.co/meta-llama/Meta-Llama-3-70B-Instruct'>meta-llama/Meta-Llama-3-70B-Instruct</a>,📝,2.49@@2.49,70553706496.0,128256.0,8192.0,✓,✗,49.11 ± 0.82 / 49.45 ± 0.45@@49.11,80.71 ± 0.98 / 61.33 ± 1.82@@80.71,22.28 ± 1.86 / 54.39 ± 1.25@@22.28,69.48 ± 0.92 / 41.65 ± 2.28@@69.48,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
"xai/grok-3-beta (zero-shot, val)</a>",📝,2.49@@2.49,?,?,131072.0,✓,✗,63.29 ± 2.63 / 73.73 ± 1.86@@63.29,63.81 ± 0.88 / 41.90 ± 1.16@@63.81,22.01 ± 3.62 / 50.73 ± 1.80@@22.01,71.44 ± 1.22 / 40.27 ± 1.85@@71.44,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601
<a href='https://ollama.com/library/gemma3:12b-it-fp16'>ollama_chat/gemma3:12b-it-fp16 (val)</a>,📝,2.49@@2.49,12187325040.0,262144.0,128000.0,✓,✗,61.12 ± 1.89 / 72.96 ± 1.38@@61.12,74.46 ± 2.27 / 56.01 ± 2.36@@74.46,16.11 ± 4.32 / 53.38 ± 3.66@@16.11,73.11 ± 1.00 / 53.43 ± 1.30@@73.11,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
