model,generative_type,rank,parameters,vocabulary_size,context,commercial,merge,open,trained_from_scratch
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-0528-Qwen3-8B'>deepseek-ai/DeepSeek-R1-0528-Qwen3-8B</a>,🤔,3.08,8190735360,151936,131072,✓,✗,(✓),✓
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (val)</a>,📝,3.09,2274067232,248044,8192,✓,✗,(✓),✓
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512</a>,🧠,3.09,4251743232,131072,8192,✓,✗,(✓),✓
<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B (val)</a>,📝,3.10,32003216384,102400,131072,✗,✗,(✓),✗
<a href='https://hf.co/zai-org/GLM-4.5-Air'>zai-org/GLM-4.5-Air#no-thinking</a>,📝,3.10,110468824832,151552,131072,✓,✗,✗,✓
<a href='https://hf.co/jhu-clsp/mmBERT-base'>jhu-clsp/mmBERT-base</a>,🔍,3.11,307531778,256000,8192,✓,✗,(✓),✓
<a href='https://hf.co/Qwen/Qwen3.5-4B'>Qwen/Qwen3.5-4B (val)</a>,🤔,3.11,4659861248,248044,8192,✓,✗,(✓),✓
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct (val)</a>,📝,3.12,11168796672,32128,32768,✓,✓,(✓),✓
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,3.12,4300079472,262144,8192,✓,✗,(✓),✓
<a href='https://hf.co/meta-llama/Llama-4-Scout-17B-16E'>meta-llama/Llama-4-Scout-17B-16E</a>,📝,3.14,108641793536,200000,,✓,✗,(✓),✓
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro</a>,📝,3.14,3402836480,100352,131072,✓,✗,(✓),✗
<a href='https://hf.co/01-ai/Yi-1.5-34B'>01-ai/Yi-1.5-34B</a>,🧠,3.14,34388917248,64000,4096,✓,✗,(✓),✗
<a href='https://hf.co/norallm/normistral-11b-warm'>norallm/normistral-11b-warm</a>,🧠,3.14,11429893120,51200,1024000,✓,✗,(✓),✗
<a href='https://hf.co/allenai/OLMo-2-1124-13B-Instruct'>allenai/OLMo-2-1124-13B-Instruct</a>,📝,3.14,13716198400,100352,4096,✓,✗,(✓),✓
<a href='https://hf.co/Qwen/Qwen3-4B-Instruct-2507'>Qwen/Qwen3-4B-Instruct-2507</a>,📝,3.15,4022468096,151936,262144,✓,✗,✗,✓
<a href='https://hf.co/meta-llama/Llama-2-70b-hf'>meta-llama/Llama-2-70b-hf</a>,🧠,3.16,68976653312,32000,4096,✓,✗,(✓),✓
<a href='https://hf.co/NbAiLab/nb-roberta-base-ncc-plus-scandi-2e4'>NbAiLab/nb-roberta-base-ncc-plus-scandi-2e4</a>,🔍,3.16,278045186,250002,514,✓,✗,(✓),✗
<a href='https://hf.co/NbAiLab/nb-roberta-base-scandi-1e4'>NbAiLab/nb-roberta-base-scandi-1e4</a>,🔍,3.16,278295700,250002,514,✓,✗,(✓),✗
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,3.16,8030261248,128256,131072,✓,✗,(✓),✗
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Llama-70B'>deepseek-ai/DeepSeek-R1-Distill-Llama-70B</a>,🤔,3.17,70553706496,128256,131072,✓,✗,(✓),✓
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,3.18,32233522176,100278,65536,✓,✗,(✓),✓
<a href='https://hf.co/CohereForAI/aya-23-35B'>CohereForAI/aya-23-35B</a>,📝,3.18,34980831232,256000,8192,✗,✗,(✓),✗
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,3.19,4300079472,262144,8192,✓,✗,(✓),✓
<a href='https://hf.co/ibm-granite/granite-34b-code-base'>ibm-granite/granite-34b-code-base</a>,🧠,3.19,33715603456,49152,8192,✓,✗,(✓),✗
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2</a>,🤔,3.20,8888227328,131072,131072,✓,✗,✗,✓
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,3.20,22637328384,128000,4096,✓,✗,(✓),✓
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct</a>,📝,3.20,11168796672,32128,32768,✓,✗,(✓),✓
<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B (val)</a>,📝,3.21,2614341888,256000,8192,✗,✗,(✓),✗
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,3.21,31577937344,131072,262144,✓,✗,✗,✓
<a href='https://hf.co/NbAiLab/nb-roberta-base-scandi'>NbAiLab/nb-roberta-base-scandi</a>,🔍,3.21,278295700,250002,514,✓,✗,(✓),✗
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,3.22,140642306,256000,8192,✓,✗,(✓),✓
"<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (zero-shot, val)</a>",📝,3.22,,,1047576,✓,✗,✗,✓
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,3.22,,128000,4096,✓,✗,(✓),✓
<a href='https://hf.co/google/gemma-4-26B-A4B'>google/gemma-4-26B-A4B (val)</a>,🧠,3.23,25805936206,262144,8192,✓,✗,(✓),✓
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16 (val)</a>,🧠,3.24,31577937344,131072,262144,✓,✗,✗,✓
<a href='https://hf.co/google/gemma-7b'>google/gemma-7b</a>,🧠,3.24,8537680896,256000,8192,✓,✗,(✓),✓
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#high</a>,🤔,3.24,21511953984,201088,131072,✓,✗,✗,✓
<a href='https://hf.co/bineric/lynx-instruct-30b'>bineric/lynx-instruct-30b#thinking</a>,🤔,3.25,30532122624,151936,262144,✓,✗,✗,✓
<a href='https://hf.co/bineric/lynx-instruct-30b'>bineric/lynx-instruct-30b#no-thinking</a>,📝,3.28,30532122624,151936,262144,✓,✗,✗,✓
<a href='https://hf.co/ai21labs/Jamba-v0.1'>ai21labs/Jamba-v0.1</a>,🧠,3.28,51570323328,65536,262144,✓,✗,(✓),✗
<a href='https://hf.co/mistralai/Voxtral-Mini-3B-2507'>mistralai/Voxtral-Mini-3B-2507</a>,📝,3.28,4676271104,131072,,✓,✗,(✓),✓
<a href='https://hf.co/utter-project/EuroLLM-22B-2512'>utter-project/EuroLLM-22B-2512</a>,🧠,3.28,22637328384,128000,32768,✓,✗,(✓),✓
<a href='https://hf.co/LumiOpen/Viking-33B'>LumiOpen/Viking-33B</a>,🧠,3.30,33119034368,131072,4096,✓,✗,✗,✓
<a href='https://hf.co/TildeAI/TildeOpen-30b'>TildeAI/TildeOpen-30b#slow-tokenizer</a>,🧠,3.30,30677882880,131072,65536,✓,✗,✗,✓
<a href='https://hf.co/NbAiLab/nb-roberta-base-ncc-plus-scandi-1e4'>NbAiLab/nb-roberta-base-ncc-plus-scandi-1e4</a>,🔍,3.31,278045186,250002,514,✓,✗,(✓),✗
<a href='https://hf.co/arcee-ai/Trinity-Mini'>arcee-ai/Trinity-Mini (val)</a>,🤔,3.32,26123974400,200192,131072,✗,✗,(✓),✗
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,🧠,3.32,2274067232,248044,8192,✓,✗,(✓),✓
<a href='https://hf.co/ibm-granite/granite-20b-code-base'>ibm-granite/granite-20b-code-base</a>,🧠,3.33,20066993152,49152,8192,✓,✗,(✓),✗
<a href='https://hf.co/NbAiLab/borealis-4b-instruct-preview'>NbAiLab/borealis-4b-instruct-preview</a>,📝,3.33,4300079472,262144,8192,✓,✗,(✓),✗
<a href='https://hf.co/ibm-granite/granite-4.0-h-micro'>ibm-granite/granite-4.0-h-micro</a>,📝,3.33,3191396096,100352,131072,✓,✗,(✓),✗
<a href='https://hf.co/allenai/OLMo-2-1124-7B-Instruct'>allenai/OLMo-2-1124-7B-Instruct</a>,📝,3.33,7298617344,100352,4096,✓,✗,(✓),✓
<a href='https://hf.co/ltg/norbert3-large'>ltg/norbert3-large</a>,🔍,3.34,354406402,50000,512,✓,✗,(✓),✗
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct</a>,📝,3.34,4757260288,32000,32768,✓,✗,(✓),✓
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,3.34,9152319488,128000,4096,✓,✗,(✓),✓
<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny</a>,📝,3.36,6939037248,100352,131072,✓,✗,(✓),✗
<a href='https://hf.co/01-ai/Yi-1.5-9B'>01-ai/Yi-1.5-9B</a>,🧠,3.36,8829407232,64000,4096,✓,✗,(✓),✗
<a href='https://hf.co/THUDM/GLM-4.1V-9B-Thinking'>THUDM/GLM-4.1V-9B-Thinking</a>,🤔,3.37,10292777472,151552,65536,✓,✗,(✓),✗
<a href='https://hf.co/ibm-granite/granite-3.0-8b-base'>ibm-granite/granite-3.0-8b-base</a>,🧠,3.37,8170835968,49152,4096,✓,✗,(✓),✗
<a href='https://hf.co/speakleash/Bielik-11B-v3-Base-20250730'>speakleash/Bielik-11B-v3-Base-20250730</a>,🧠,3.37,11168796672,32128,32768,✓,✗,(✓),✓
<a href='https://hf.co/allenai/Olmo-3-1025-7B'>allenai/Olmo-3-1025-7B</a>,🧠,3.38,7298011136,100278,65536,✓,✗,(✓),✓
<a href='https://hf.co/BSC-LT/ALIA-40b'>BSC-LT/ALIA-40b</a>,🧠,3.40,40433885184,256000,32768,✓,✗,(✓),✓
<a href='https://hf.co/ibm-granite/granite-34b-code-instruct'>ibm-granite/granite-34b-code-instruct</a>,📝,3.40,33715603456,49152,8192,✓,✗,(✓),✗
<a href='https://hf.co/AI-Sweden-Models/roberta-large-1160k'>AI-Sweden-Models/roberta-large-1160k</a>,🔍,3.43,355412057,50265,512,✓,✗,(✓),✗
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B</a>,🤔,3.44,3075098624,128256,65536,✓,✗,✗,✓
<a href='https://hf.co/mistralai/Ministral-3-3B-Reasoning-2512'>mistralai/Ministral-3-3B-Reasoning-2512</a>,📝,3.45,,,,✓,✗,(✓),✓
<a href='https://hf.co/allenai/OLMo-2-1124-7B'>allenai/OLMo-2-1124-7B</a>,🧠,3.46,7298617344,100352,4096,✓,✗,(✓),✓
<a href='https://hf.co/CohereLabs/tiny-aya-global'>CohereLabs/tiny-aya-global (val)</a>,📝,3.49,3349227520,262144,500000,✗,✗,(✓),✓
<a href='https://hf.co/CohereLabs/tiny-aya-water'>CohereLabs/tiny-aya-water (val)</a>,📝,3.49,3349227520,262144,500000,✗,✗,(✓),✓
<a href='https://hf.co/allenai/OLMo-2-1124-13B'>allenai/OLMo-2-1124-13B</a>,🧠,3.50,13716198400,100352,4096,✓,✗,(✓),✓
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-32B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-32B</a>,🤔,3.50,32763876352,152064,131072,✓,✗,(✓),✓
<a href='https://hf.co/ltg/norbert3-base'>ltg/norbert3-base</a>,🔍,3.51,124032002,50000,512,✓,✗,(✓),✗
<a href='https://hf.co/FacebookAI/xlm-roberta-large'>FacebookAI/xlm-roberta-large</a>,🔍,3.51,561192082,250002,512,✓,✗,(✓),✓
<a href='https://hf.co/meta-llama/Llama-2-70b-chat-hf'>meta-llama/Llama-2-70b-chat-hf</a>,📝,3.52,68976653312,32000,4096,✓,✗,(✓),✓
<a href='https://hf.co/mistralai/Ministral-3-3B-Instruct-2512'>mistralai/Ministral-3-3B-Instruct-2512</a>,📝,3.52,,,,✓,✗,(✓),✓
<a href='https://hf.co/ibm-granite/granite-20b-code-instruct'>ibm-granite/granite-20b-code-instruct</a>,📝,3.52,20066993152,49152,8192,✓,✗,(✓),✗
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B</a>,📝,3.53,2031739904,151936,40960,✓,✗,✗,✓
<a href='https://hf.co/CohereLabs/tiny-aya-base'>CohereLabs/tiny-aya-base (val)</a>,🧠,3.53,3349227520,262144,500000,✗,✗,(✓),✓
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think</a>,🤔,3.53,7298011136,100278,65536,✗,✗,(✓),✓
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think (val)</a>,🤔,3.55,7298011136,100278,65536,✗,✗,(✓),✓
<a href='https://hf.co/mideind/IceBERT-xlmr-ic3'>mideind/IceBERT-xlmr-ic3</a>,🔍,3.57,278545702,250002,514,✓,✗,(✓),✗
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,3.59,8053338176,131072,65536,✓,✗,(✓),✗
<a href='https://hf.co/mideind/IceBERT-large'>mideind/IceBERT-large</a>,🔍,3.59,406390946,50000,514,✓,✗,(✓),✗
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,3.60,1543714304,151936,32768,✓,✗,(✓),✓
<a href='https://hf.co/DGurgurov/xlm-r_dan-latn'>DGurgurov/xlm-r_dan-latn</a>,🔍,3.63,278295186,250002,512,✓,✗,(✓),✗
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT</a>,📝,3.63,7298011136,100278,65536,✗,✗,(✓),✓
<a href='https://hf.co/arcee-ai/AFM-4.5B-Base'>arcee-ai/AFM-4.5B-Base</a>,🧠,3.63,4619184640,128004,65536,✓,✗,(✓),✗
<a href='https://hf.co/AI-Sweden-Models/bert-large-nordic-pile-1M-steps'>AI-Sweden-Models/bert-large-nordic-pile-1M-steps</a>,🔍,3.64,369425410,64000,512,✓,✗,(✓),✗
<a href='https://hf.co/NbAiLab/notram-bert-norwegian-cased-080321'>NbAiLab/notram-bert-norwegian-cased-080321</a>,🔍,3.65,178567165,119547,512,✓,✗,(✓),✗
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO</a>,📝,3.65,7298011136,100278,65536,✗,✗,(✓),✓
<a href='https://hf.co/common-pile/comma-v0.1-2t'>common-pile/comma-v0.1-2t</a>,🧠,3.67,7002656768,64256,16384,✓,✗,(✓),✗
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B-Base'>HuggingFaceTB/SmolLM3-3B-Base</a>,🧠,3.67,3075098624,128256,65536,✓,✗,✗,✓
<a href='https://hf.co/ltg/norbert3-small'>ltg/norbert3-small</a>,🔍,3.67,40634882,50000,512,✓,✗,(✓),✗
<a href='https://hf.co/vesteinn/ScandiBERT-no-faroese'>vesteinn/ScandiBERT-no-faroese</a>,🔍,3.69,124498007,50005,514,✓,✗,(✓),✓
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking</a>,📝,3.70,2031739904,151936,40960,✓,✗,✗,✓
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct'>allenai/Olmo-3-7B-Instruct</a>,📝,3.71,7298011136,100278,65536,✗,✗,(✓),✓
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B</a>,📝,3.72,4619189760,128005,65536,✓,✗,(✓),✗
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,3.72,3606752256,128256,131072,✓,✗,(✓),✗
<a href='https://hf.co/KBLab/megatron-bert-large-swedish-cased-165k'>KBLab/megatron-bert-large-swedish-cased-165k</a>,🔍,3.73,369621120,64128,512,✓,✗,(✓),✗
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking</a>,📝,3.74,3075098624,128256,65536,✓,✗,✗,✓
"<a href='https://platform.openai.com/docs/models/gpt-5-nano'>gpt-5-nano-2025-08-07#minimal (zero-shot, val)</a>",🤔,3.74,,100256,272000,✓,✗,✗,✓
<a href='https://hf.co/google/gemma-2-2b-it'>google/gemma-2-2b-it</a>,📝,3.74,2614341888,256000,8192,✓,✗,(✓),✓
<a href='https://hf.co/NbAiLab/nb-bert-large'>NbAiLab/nb-bert-large</a>,🔍,3.74,356191570,50000,512,✓,✗,(✓),✗
<a href='https://hf.co/neuralmagic/Sparse-Llama-3.1-8B-2of4'>neuralmagic/Sparse-Llama-3.1-8B-2of4</a>,🧠,3.74,8030261248,128256,131072,✓,✗,(✓),✗
<a href='https://hf.co/google/gemma-4-E4B'>google/gemma-4-E4B (val)</a>,🧠,3.75,7996157418,262144,8192,✓,✗,(✓),✓
<a href='https://hf.co/NbAiLab/nb-roberta-base-ncc'>NbAiLab/nb-roberta-base-ncc</a>,🔍,3.75,278295700,250002,514,✓,✗,(✓),✗
<a href='https://hf.co/KBLab/megatron-bert-base-swedish-cased-600k'>KBLab/megatron-bert-base-swedish-cased-600k</a>,🔍,3.77,135357824,64128,512,✓,✗,(✓),✗
<a href='https://hf.co/EuroBERT/EuroBERT-610m'>EuroBERT/EuroBERT-610m</a>,🔍,3.77,755625600,128256,8192,✓,✗,(✓),✓
<a href='https://hf.co/Qwen/Qwen3.5-0.8B'>Qwen/Qwen3.5-0.8B (val)</a>,📝,3.77,873436192,248044,8192,✓,✗,(✓),✓
<a href='https://hf.co/Qwen/Qwen1.5-14B'>Qwen/Qwen1.5-14B</a>,📝,3.78,14167290880,152064,32768,✓,✗,(✓),✓
<a href='https://hf.co/DiscoResearch/DiscoLM-70b'>DiscoResearch/DiscoLM-70b</a>,🧠,3.78,68977172480,32032,8192,✗,✗,(✓),✗
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B</a>,📝,3.79,2569272320,65536,128000,✗,✗,(✓),✓
<a href='https://hf.co/mideind/IceBERT-ic3'>mideind/IceBERT-ic3</a>,🔍,3.80,162944162,50000,514,✓,✗,(✓),✗
<a href='https://hf.co/EuroBERT/EuroBERT-210m'>EuroBERT/EuroBERT-210m</a>,🔍,3.82,310266624,128256,8192,✓,✗,(✓),✓
<a href='https://hf.co/answerdotai/ModernBERT-large'>answerdotai/ModernBERT-large</a>,🔍,3.83,395881664,50368,8192,✓,✗,(✓),✓
<a href='https://hf.co/Qwen/Qwen3.5-0.8B-Base'>Qwen/Qwen3.5-0.8B-Base (val)</a>,🧠,3.83,873436192,248044,8192,✓,✗,(✓),✓
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct (val)</a>,🤔,3.83,4221757440,120818,262144,✓,✗,(✓),✓
<a href='https://hf.co/TurkuNLP/finnish-modernbert-large'>TurkuNLP/finnish-modernbert-large</a>,🔍,3.83,401260864,55616,16000,✓,✗,(✓),✗
<a href='https://hf.co/vesteinn/DanskBERT'>vesteinn/DanskBERT</a>,🔍,3.84,124548012,50005,514,✓,✗,(✓),✓
<a href='https://hf.co/KBLab/megatron-bert-base-swedish-cased-125k'>KBLab/megatron-bert-base-swedish-cased-125k</a>,🔍,3.84,135357824,64128,512,✓,✗,(✓),✗
<a href='https://hf.co/NbAiLab/borealis-1b-instruct-preview'>NbAiLab/borealis-1b-instruct-preview (val)</a>,📝,3.84,999885952,262144,32768,✓,✗,(✓),✗
<a href='https://hf.co/mideind/IceBERT'>mideind/IceBERT</a>,🔍,3.85,162944162,50000,514,✓,✗,(✓),✗
<a href='https://hf.co/NbAiLab/nb-bert-ncc-male2female'>NbAiLab/nb-bert-ncc-male2female</a>,🔍,3.85,177975035,119547,512,✓,✗,(✓),✗
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview</a>,📝,3.85,6120003328,200192,131072,✓,✗,(✓),✗
<a href='https://hf.co/neurocode/IsRoBERTa'>neurocode/IsRoBERTa</a>,🔍,3.85,83452418,52000,514,✓,✗,(✓),✗
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.86,999885952,262144,32768,✓,✗,(✓),✓
<a href='https://hf.co/vesteinn/XLMR-ENIS'>vesteinn/XLMR-ENIS</a>,🔍,3.87,124548012,50005,514,✓,✗,(✓),✗
<a href='https://hf.co/NbAiLab/nb-bert-base'>NbAiLab/nb-bert-base</a>,🔍,3.87,178567165,119547,512,✓,✗,(✓),✗
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-14B</a>,🤔,3.87,14770033664,152064,131072,✓,✗,(✓),✓
<a href='https://hf.co/ltg/norbert3-xs'>ltg/norbert3-xs</a>,🔍,3.88,14972162,50000,512,✓,✗,(✓),✗
<a href='https://hf.co/KBLab/bert-base-swedish-cased-new'>KBLab/bert-base-swedish-cased-new</a>,🔍,3.89,135259392,64000,512,✓,✗,(✓),✗
<a href='https://hf.co/TurkuNLP/finnish-modernbert-large-seq-len-1024-117300-annealed'>TurkuNLP/finnish-modernbert-large-seq-len-1024-117300-annealed</a>,🔍,3.89,401260864,55616,1024,✓,✗,(✓),✗
<a href='https://hf.co/DDSC/roberta-base-danish'>DDSC/roberta-base-danish</a>,🔍,3.89,124697947,50265,514,✓,✗,(✓),✗
<a href='https://hf.co/mideind/IceBERT-igc'>mideind/IceBERT-igc</a>,🔍,3.89,124494162,50000,514,✓,✗,(✓),✗
<a href='https://hf.co/MaLA-LM/emma-500-llama2-7b'>MaLA-LM/emma-500-llama2-7b</a>,🧠,3.90,6738415616,32000,4096,✓,✗,(✓),✗
<a href='https://hf.co/openGPT-X/Teuken-7B-instruct-commercial-v0.4'>openGPT-X/Teuken-7B-instruct-commercial-v0.4</a>,📝,3.90,7452725248,250680,4096,✓,✗,(✓),✗
<a href='https://hf.co/answerdotai/ModernBERT-base'>answerdotai/ModernBERT-base</a>,🔍,3.90,149655232,50368,8192,✓,✗,(✓),✓
<a href='https://hf.co/KBLab/sentence-bert-swedish-cased'>KBLab/sentence-bert-swedish-cased</a>,🔍,3.91,124691456,50325,512,✓,✗,(✓),✗
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct</a>,📝,3.92,1596507648,32000,8192,✓,✗,(✓),✓
<a href='https://hf.co/KBLab/roberta-base-swedish-cased'>KBLab/roberta-base-swedish-cased</a>,🔍,3.92,125979650,52000,514,✓,✗,(✓),✗
<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base</a>,📝,3.92,26123974400,200192,131072,✗,✗,(✓),✗
<a href='https://hf.co/microsoft/Phi-4-reasoning'>microsoft/Phi-4-reasoning</a>,🤔,3.92,14659507200,100352,32768,✓,✗,(✓),✓
<a href='https://hf.co/google/gemma-2-2b'>google/gemma-2-2b</a>,🧠,3.93,2614341888,256000,8192,✓,✗,(✓),✓
<a href='https://hf.co/DDSC/roberta-base-scandinavian'>DDSC/roberta-base-scandinavian</a>,🔍,3.94,124647170,50265,514,✓,✗,(✓),✗
<a href='https://hf.co/TurkuNLP/finnish-modernbert-tiny'>TurkuNLP/finnish-modernbert-tiny</a>,🔍,3.95,51647616,27264,16000,✓,✗,(✓),✗
<a href='https://hf.co/KBLab/bert-base-swedish-cased'>KBLab/bert-base-swedish-cased</a>,🔍,3.95,125333397,50325,512,✓,✗,(✓),✗
<a href='https://hf.co/danish-foundation-models/encoder-small-v1'>danish-foundation-models/encoder-small-v1</a>,🔍,3.97,22007401,96105,128,✓,✗,(✓),✗
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,3.97,2424375168,99000,28723,✗,✗,(✓),✓
<a href='https://hf.co/lightonai/alfred-40b-1023'>lightonai/alfred-40b-1023</a>,📝,3.99,,65024,,✓,✗,(✓),✗
<a href='https://hf.co/microsoft/Phi-4-reasoning-plus'>microsoft/Phi-4-reasoning-plus (val)</a>,🤔,3.99,14659507200,100352,32768,✓,✗,(✓),✓
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2#no-thinking</a>,📝,3.99,8888227328,131072,131072,✓,✗,✗,✓
<a href='https://hf.co/TurkuNLP/finnish-modernbert-base'>TurkuNLP/finnish-modernbert-base</a>,🔍,4.00,143404800,42240,16000,✓,✗,(✓),✗
<a href='https://hf.co/NbAiLab/roberta_jan_128_ncc'>NbAiLab/roberta_jan_128_ncc</a>,🔍,4.01,124647170,50265,514,✓,✗,(✓),✗
<a href='https://hf.co/google/gemma-7b-it'>google/gemma-7b-it</a>,📝,4.02,8537680896,256000,8192,✗,✗,(✓),✓
<a href='https://hf.co/common-pile/comma-v0.1-1t'>common-pile/comma-v0.1-1t</a>,🧠,4.02,7002656768,64256,16384,✓,✗,(✓),✗
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,4.02,7768117248,256000,8192,✓,✗,(✓),✓
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8 (val)</a>,🤔,4.04,2680100864,131072,262144,✓,✗,✗,✓
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Llama-8B'>deepseek-ai/DeepSeek-R1-Distill-Llama-8B</a>,🤔,4.05,8030261248,128256,131072,✓,✗,(✓),✓
<a href='https://hf.co/google/gemma-2b'>google/gemma-2b</a>,🧠,4.06,2506172416,256000,8192,✓,✗,(✓),✓
<a href='https://hf.co/meta-llama/Llama-2-7b-chat-hf'>meta-llama/Llama-2-7b-chat-hf</a>,📝,4.06,6738417664,32000,4096,✓,✗,(✓),✓
<a href='https://hf.co/ltg/norbert2'>ltg/norbert2</a>,🔍,4.07,125165498,50104,512,✓,✗,(✓),✗
<a href='https://hf.co/marksverdhei/modern-norbert3-large'>marksverdhei/modern-norbert3-large</a>,🔍,4.07,354290512,50000,512,✓,✗,(✓),✗
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,4.09,7768117248,256000,8192,✓,✗,(✓),✓
<a href='https://ollama.com/library/gemma3:1b'>ollama_chat/gemma3:1b</a>,📝,4.09,1000000000,262144,32768,✓,✗,✗,✓
<a href='https://hf.co/ibm-granite/granite-3b-code-base-2k'>ibm-granite/granite-3b-code-base-2k</a>,🧠,4.09,3482503680,49152,2048,✓,✗,(✓),✗
