<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-7-sonnet-20250219#no-thinking (zero-shot, val)</a>",📝,1.80@@1.80,?,?,200000.0,✓,✗,94.15 ± 1.39 / 97.04 ± 0.71@@94.15,65.59 ± 2.49 / 57.66 ± 2.25@@65.59,42.61 ± 3.74 / 66.70 ± 1.95@@42.61,65.30 ± 0.93 / 31.68 ± 1.17@@65.30,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/LumiOpen/Llama-Poro-2-70B-SFT'>LumiOpen/Llama-Poro-2-70B-SFT</a>,📝,1.80@@1.80,70553706496.0,128256.0,8192.0,✓,✗,93.52 ± 0.38 / 96.76 ± 0.19@@93.52,67.54 ± 1.34 / 59.88 ± 1.99@@67.54,37.79 ± 3.47 / 68.22 ± 1.91@@37.79,71.72 ± 1.70 / 40.97 ± 1.45@@71.72,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/meta-llama/Llama-3.1-8B'>meta-llama/Llama-3.1-8B</a>,🧠,1.81@@1.81,8030261248.0,128256.0,131072.0,✓,✗,92.94 ± 0.95 / 96.41 ± 0.50@@92.94,57.60 ± 2.49 / 55.45 ± 2.32@@57.60,44.30 ± 5.07 / 68.18 ± 5.47@@44.30,74.36 ± 1.83 / 48.69 ± 1.42@@74.36,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/Qwen/QwQ-32B'>Qwen/QwQ-32B</a>,🤔,1.81@@1.81,32763876352.0,152064.0,40960.0,✓,✗,94.34 ± 0.69 / 97.16 ± 0.35@@94.34,71.24 ± 2.09 / 68.18 ± 1.83@@71.24,34.96 ± 1.45 / 57.28 ± 1.19@@34.96,67.76 ± 0.78 / 39.10 ± 0.87@@67.76,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B#no-thinking</a>,📝,1.81@@1.81,14768307200.0,151936.0,40960.0,✓,✗,94.48 ± 0.50 / 97.23 ± 0.25@@94.48,58.73 ± 2.87 / 53.98 ± 2.79@@58.73,40.77 ± 1.81 / 63.08 ± 1.64@@40.77,75.59 ± 1.08 / 46.91 ± 0.96@@75.59,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/RekaAI/reka-flash-3'>RekaAI/reka-flash-3</a>,🤔,1.81@@1.81,20905482240.0,100352.0,32768.0,✓,✗,94.12 ± 0.62 / 97.06 ± 0.31@@94.12,71.29 ± 1.69 / 56.04 ± 3.32@@71.29,35.88 ± 1.71 / 60.14 ± 1.69@@35.88,68.02 ± 0.81 / 39.65 ± 0.44@@68.02,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B</a>,📝,1.81@@1.81,14765947904.0,151665.0,131072.0,✓,✗,94.09 ± 0.65 / 97.03 ± 0.33@@94.09,61.65 ± 2.09 / 57.00 ± 1.55@@61.65,41.63 ± 1.60 / 64.44 ± 1.19@@41.63,69.48 ± 0.89 / 39.10 ± 0.67@@69.48,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,1.81@@1.81,32233522176.0,100278.0,65536.0,✓,✗,78.00 ± 1.46 / 87.63 ± 0.93@@78.00,59.89 ± 1.50 / 57.70 ± 1.75@@59.89,46.87 ± 1.85 / 69.93 ± 1.74@@46.87,78.22 ± 0.82 / 48.70 ± 0.86@@78.22,-@@0,-@@0,-@@0,-@@0
"xai/grok-3-beta (zero-shot, val)</a>",📝,1.81@@1.81,?,?,131072.0,✓,✗,96.47 ± 1.25 / 98.23 ± 0.63@@96.47,66.38 ± 3.26 / 55.47 ± 3.30@@66.38,39.96 ± 3.45 / 67.07 ± 1.70@@39.96,65.50 ± 0.93 / 30.06 ± 1.24@@65.50,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B</a>,🤔,1.82@@1.82,32762123264.0,151936.0,40960.0,✓,✗,94.24 ± 0.52 / 97.12 ± 0.26@@94.24,64.61 ± 1.76 / 62.03 ± 2.03@@64.61,38.09 ± 2.28 / 61.20 ± 1.34@@38.09,69.27 ± 0.82 / 42.53 ± 0.70@@69.27,-@@0,-@@0,-@@0,-@@0
<a href='https://ollama.com/library/gemma3:12b-it-q4_K_M'>ollama_chat/gemma3:12b-it-q4_K_M (val)</a>,📝,1.82@@1.82,12200000000.0,262144.0,128000.0,✓,✗,96.93 ± 1.04 / 98.46 ± 0.52@@96.93,69.52 ± 3.04 / 62.13 ± 2.83@@69.52,35.12 ± 3.90 / 61.06 ± 2.66@@35.12,67.21 ± 2.03 / 36.84 ± 1.42@@67.21,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/meta-llama/Meta-Llama-3-70B-Instruct'>meta-llama/Meta-Llama-3-70B-Instruct</a>,📝,1.82@@1.82,70553706496.0,128256.0,8192.0,✓,✗,94.07 ± 0.33 / 97.01 ± 0.17@@94.07,65.43 ± 2.55 / 58.78 ± 2.87@@65.43,40.16 ± 1.09 / 65.14 ± 1.19@@40.16,68.57 ± 0.70 / 35.58 ± 0.66@@68.57,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/meta-llama/Llama-4-Scout-17B-16E-Instruct'>meta-llama/Llama-4-Scout-17B-16E-Instruct</a>,📝,1.83@@1.83,108641793536.0,200000.0,?,✓,✗,93.55 ± 0.68 / 96.72 ± 0.35@@93.55,62.95 ± 2.72 / 60.45 ± 3.04@@62.95,41.82 ± 1.11 / 64.79 ± 1.30@@41.82,68.45 ± 0.80 / 35.29 ± 1.32@@68.45,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/Qwen/Qwen3-235B-A22B'>Qwen/Qwen3-235B-A22B</a>,🤔,1.83@@1.83,235093634560.0,151936.0,40960.0,✓,✗,93.86 ± 0.65 / 96.92 ± 0.32@@93.86,67.81 ± 1.51 / 58.45 ± 2.20@@67.81,35.38 ± 1.34 / 58.58 ± 0.83@@35.38,70.97 ± 0.61 / 42.14 ± 0.59@@70.97,-@@0,-@@0,-@@0,-@@0
"<a href='https://platform.openai.com/docs/models/o3'>o3-2025-04-16 (zero-shot, val)</a>",🤔,1.83@@1.83,?,?,200000.0,✓,✗,98.19 ± 0.95 / 99.09 ± 0.48@@98.19,70.23 ± 2.49 / 62.21 ± 3.57@@70.23,33.46 ± 1.99 / 53.61 ± 2.24@@33.46,65.36 ± 0.83 / 31.79 ± 1.23@@65.36,-@@0,-@@0,-@@0,-@@0
"<a href='https://platform.openai.com/docs/models/gpt-5'>gpt-5-2025-08-07 (zero-shot, val)</a>",🤔,1.83@@1.83,?,100256.0,272000.0,✓,✗,97.10 ± 1.16 / 98.54 ± 0.59@@97.10,71.04 ± 3.22 / 63.53 ± 3.51@@71.04,33.50 ± 3.01 / 55.40 ± 1.99@@33.50,63.08 ± 1.28 / 32.46 ± 1.38@@63.08,-@@0,-@@0,-@@0,-@@0
"<a href='https://platform.openai.com/docs/models/o3-mini'>o3-mini-2025-01-31 (zero-shot, val)</a>",🤔,1.83@@1.83,?,?,200000.0,✓,✗,93.14 ± 1.27 / 96.52 ± 0.65@@93.14,68.93 ± 2.76 / 61.70 ± 2.35@@68.93,39.07 ± 4.28 / 64.89 ± 2.24@@39.07,63.35 ± 1.00 / 30.44 ± 1.18@@63.35,-@@0,-@@0,-@@0,-@@0
"<a href='https://platform.openai.com/docs/models/gpt-5-nano'>gpt-5-nano-2025-08-07#high (zero-shot, val)</a>",🤔,1.84@@1.84,?,100256.0,272000.0,✓,✗,96.47 ± 1.25 / 98.23 ± 0.63@@96.47,70.60 ± 3.18 / 64.97 ± 3.35@@70.60,31.61 ± 2.96 / 52.19 ± 2.24@@31.61,64.83 ± 0.86 / 31.18 ± 1.30@@64.83,-@@0,-@@0,-@@0,-@@0
"<a href='https://platform.openai.com/docs/models/o4-mini'>o4-mini-2025-04-16 (zero-shot, val)</a>",🤔,1.84@@1.84,?,?,200000.0,✓,✗,96.01 ± 1.00 / 97.99 ± 0.50@@96.01,67.91 ± 3.44 / 58.41 ± 3.41@@67.91,35.38 ± 3.57 / 56.23 ± 2.66@@35.38,65.28 ± 1.06 / 34.50 ± 1.56@@65.28,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct</a>,📝,1.84@@1.84,11168796672.0,32128.0,32768.0,✓,✓,94.36 ± 0.30 / 97.16 ± 0.15@@94.36,62.20 ± 1.93 / 56.14 ± 2.51@@62.20,35.77 ± 1.94 / 65.80 ± 1.28@@35.77,74.61 ± 0.61 / 43.94 ± 0.81@@74.61,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/google/gemma-3-12b-it'>google/gemma-3-12b-it</a>,📝,1.84@@1.84,12187325040.0,262144.0,?,✓,✗,93.18 ± 0.52 / 96.58 ± 0.26@@93.18,65.14 ± 1.48 / 59.29 ± 2.18@@65.14,39.65 ± 2.12 / 65.71 ± 1.19@@39.65,67.76 ± 1.21 / 37.42 ± 0.58@@67.76,-@@0,-@@0,-@@0,-@@0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#no-thinking (zero-shot, val)</a>",📝,1.85@@1.85,?,256128.0,1048576.0,✓,✗,94.30 ± 1.63 / 97.12 ± 0.82@@94.30,67.52 ± 2.94 / 61.77 ± 2.83@@67.52,37.38 ± 3.33 / 64.93 ± 1.71@@37.38,66.28 ± 0.90 / 36.11 ± 1.48@@66.28,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro</a>,📝,1.85@@1.85,3402836480.0,100352.0,131072.0,✓,✗,91.90 ± 0.61 / 95.91 ± 0.33@@91.90,49.57 ± 2.16 / 43.44 ± 2.19@@49.57,55.87 ± 1.34 / 77.42 ± 0.67@@55.87,67.38 ± 3.12 / 41.26 ± 1.89@@67.38,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/allenai/OLMo-2-0325-32B'>allenai/OLMo-2-0325-32B</a>,🧠,1.85@@1.85,32234279936.0,100352.0,4096.0,✓,✗,95.59 ± 0.44 / 97.78 ± 0.22@@95.59,58.49 ± 1.04 / 50.31 ± 1.79@@58.49,36.76 ± 2.23 / 64.75 ± 2.42@@36.76,77.33 ± 0.50 / 47.43 ± 0.71@@77.33,-@@0,-@@0,-@@0,-@@0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#thinking (zero-shot, val)</a>",🤔,1.85@@1.85,?,256128.0,1048576.0,✓,✗,92.05 ± 1.55 / 95.97 ± 0.79@@92.05,64.79 ± 2.22 / 57.13 ± 2.30@@64.79,41.82 ± 3.59 / 65.87 ± 1.70@@41.82,65.34 ± 0.79 / 32.40 ± 0.87@@65.34,-@@0,-@@0,-@@0,-@@0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite-preview-06-17'>gemini/gemini-2.5-flash-lite-preview-06-17#thinking (zero-shot, val)</a>",🤔,1.85@@1.85,?,256128.0,1048576.0,✓,✗,92.05 ± 1.55 / 95.97 ± 0.79@@92.05,64.79 ± 2.22 / 57.13 ± 2.30@@64.79,41.82 ± 3.59 / 65.87 ± 1.70@@41.82,65.34 ± 0.79 / 32.40 ± 0.87@@65.34,-@@0,-@@0,-@@0,-@@0
"<a href='https://platform.openai.com/docs/models/gpt-4.1'>gpt-4.1-2025-04-14 (zero-shot, val)</a>",📝,1.86@@1.86,?,?,1047576.0,✓,✗,96.02 ± 0.82 / 97.99 ± 0.42@@96.02,59.17 ± 1.88 / 41.18 ± 1.72@@59.17,42.95 ± 2.63 / 67.37 ± 1.33@@42.95,64.37 ± 0.75 / 26.93 ± 0.82@@64.37,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/Qwen/Qwen3-30B-A3B'>Qwen/Qwen3-30B-A3B#no-thinking</a>,📝,1.86@@1.86,30532122624.0,151936.0,40960.0,✓,✗,93.29 ± 0.66 / 96.64 ± 0.33@@93.29,60.13 ± 2.27 / 55.32 ± 2.72@@60.13,39.94 ± 1.40 / 63.45 ± 1.35@@39.94,72.31 ± 0.67 / 42.33 ± 0.64@@72.31,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512</a>,📝,1.86@@1.86,22637328384.0,128000.0,32768.0,✓,✗,94.16 ± 0.45 / 97.08 ± 0.23@@94.16,49.73 ± 1.02 / 42.23 ± 1.75@@49.73,56.02 ± 5.37 / 74.77 ± 4.30@@56.02,65.46 ± 2.95 / 37.34 ± 2.93@@65.46,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/LumiOpen/Llama-Poro-2-70B-Instruct'>LumiOpen/Llama-Poro-2-70B-Instruct</a>,📝,1.87@@1.87,70553706496.0,128256.0,8192.0,✓,✗,93.45 ± 0.44 / 96.72 ± 0.22@@93.45,62.26 ± 2.05 / 49.72 ± 2.91@@62.26,38.38 ± 2.76 / 67.57 ± 1.51@@38.38,68.01 ± 1.25 / 35.05 ± 1.01@@68.01,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B#no-thinking</a>,📝,1.87@@1.87,32762123264.0,151936.0,40960.0,✓,✗,94.51 ± 0.67 / 97.25 ± 0.33@@94.51,53.60 ± 3.10 / 48.69 ± 3.09@@53.60,42.11 ± 1.60 / 63.72 ± 1.25@@42.11,75.96 ± 0.94 / 47.03 ± 0.73@@75.96,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/mistralai/Mistral-Nemo-Instruct-2407'>mistralai/Mistral-Nemo-Instruct-2407</a>,📝,1.88@@1.88,12247782400.0,131072.0,131072.0,✓,✗,93.29 ± 0.57 / 96.63 ± 0.29@@93.29,60.80 ± 1.30 / 53.34 ± 1.68@@60.80,37.09 ± 2.84 / 61.14 ± 3.51@@37.09,73.00 ± 1.52 / 42.56 ± 1.20@@73.00,-@@0,-@@0,-@@0,-@@0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.0-flash-001'>gemini/gemini-2.0-flash-001 (zero-shot, val)</a>",📝,1.88@@1.88,?,256128.0,1048576.0,✓,✗,92.97 ± 1.29 / 96.39 ± 0.68@@92.97,67.20 ± 1.98 / 61.03 ± 2.18@@67.20,34.57 ± 2.97 / 65.78 ± 1.39@@34.57,67.22 ± 1.11 / 33.51 ± 1.44@@67.22,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/mistralai/Mixtral-8x7B-Instruct-v0.1'>mistralai/Mixtral-8x7B-Instruct-v0.1</a>,📝,1.89@@1.89,46702792704.0,32000.0,32768.0,✓,✗,93.07 ± 0.54 / 96.49 ± 0.28@@93.07,54.98 ± 1.71 / 47.29 ± 1.75@@54.98,43.24 ± 2.41 / 68.19 ± 1.65@@43.24,69.76 ± 1.84 / 37.06 ± 0.88@@69.76,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,1.89@@1.89,30532122624.0,151936.0,262144.0,✓,✗,93.90 ± 0.54 / 96.94 ± 0.27@@93.90,54.54 ± 1.90 / 48.42 ± 2.85@@54.54,41.68 ± 0.98 / 65.88 ± 0.70@@41.68,72.06 ± 0.89 / 42.67 ± 0.91@@72.06,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/Qwen/Qwen3-Next-80B-A3B-Thinking'>Qwen/Qwen3-Next-80B-A3B-Thinking</a>,🤔,1.90@@1.90,81324862720.0,151936.0,262144.0,✓,✗,94.69 ± 0.43 / 97.34 ± 0.21@@94.69,75.31 ± 1.51 / 70.69 ± 1.75@@75.31,23.97 ± 0.74 / 45.70 ± 0.75@@23.97,65.90 ± 0.67 / 39.42 ± 0.64@@65.90,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/CohereForAI/aya-expanse-32b'>CohereForAI/aya-expanse-32b</a>,📝,1.90@@1.90,32296476672.0,256000.0,8192.0,✗,✗,93.26 ± 0.88 / 96.56 ± 0.47@@93.26,60.13 ± 1.98 / 51.40 ± 2.89@@60.13,38.15 ± 2.70 / 68.03 ± 1.09@@38.15,68.53 ± 1.03 / 38.44 ± 0.79@@68.53,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/google/rembert'>google/rembert</a>,🔍,1.90@@1.90,575922690.0,250300.0,512.0,✓,✗,91.09 ± 0.93 / 95.51 ± 0.48@@91.09,70.89 ± 1.07 / 69.84 ± 1.26@@70.89,33.58 ± 12.41 / 65.26 ± 7.18@@33.58,61.62 ± 2.71 / 37.62 ± 2.27@@61.62,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-0528-Qwen3-8B'>deepseek-ai/DeepSeek-R1-0528-Qwen3-8B</a>,🤔,1.91@@1.91,8190735360.0,151936.0,131072.0,✓,✗,92.34 ± 0.76 / 96.16 ± 0.38@@92.34,65.69 ± 1.36 / 61.00 ± 1.58@@65.69,36.63 ± 2.31 / 63.56 ± 1.91@@36.63,65.64 ± 0.82 / 37.65 ± 0.85@@65.64,-@@0,-@@0,-@@0,-@@0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-pro-preview-03-25'>gemini/gemini-2.5-pro-preview-03-25 (zero-shot, val)</a>",🤔,1.92@@1.92,?,256128.0,1048576.0,✓,✗,94.95 ± 1.03 / 97.43 ± 0.54@@94.95,57.73 ± 2.47 / 46.77 ± 2.42@@57.73,41.64 ± 3.18 / 66.52 ± 1.62@@41.64,65.88 ± 1.18 / 30.07 ± 1.42@@65.88,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#low</a>,🤔,1.92@@1.92,21511953984.0,201088.0,131072.0,✓,✗,90.22 ± 0.65 / 95.11 ± 0.33@@90.22,67.53 ± 1.41 / 63.22 ± 1.82@@67.53,36.30 ± 1.51 / 58.54 ± 1.39@@36.30,62.65 ± 0.64 / 31.14 ± 0.97@@62.65,-@@0,-@@0,-@@0,-@@0
"<a href='https://platform.openai.com/docs/models/gpt-4.1-mini'>gpt-4.1-mini-2025-04-14 (zero-shot, val)</a>",📝,1.93@@1.93,?,?,1047576.0,✓,✗,96.23 ± 0.87 / 98.11 ± 0.44@@96.23,53.77 ± 1.80 / 38.48 ± 1.74@@53.77,40.55 ± 3.20 / 65.57 ± 1.56@@40.55,68.57 ± 1.09 / 34.94 ± 1.37@@68.57,-@@0,-@@0,-@@0,-@@0
"<a href='https://platform.openai.com/docs/models/gpt-4-turbo'>gpt-4-1106-preview (zero-shot, val)</a>",📝,1.93@@1.93,?,100256.0,8191.0,✓,✗,91.75 ± 1.52 / 95.75 ± 0.80@@91.75,56.74 ± 2.93 / 42.40 ± 2.43@@56.74,40.20 ± 3.56 / 66.53 ± 1.74@@40.20,68.23 ± 1.22 / 34.95 ± 1.78@@68.23,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/meta-llama/Llama-2-70b-hf'>meta-llama/Llama-2-70b-hf</a>,🧠,1.93@@1.93,68976653312.0,32000.0,4096.0,✓,✗,93.52 ± 0.58 / 96.71 ± 0.31@@93.52,58.89 ± 1.59 / 56.87 ± 1.77@@58.89,31.41 ± 5.04 / 61.79 ± 3.24@@31.41,75.37 ± 2.26 / 47.23 ± 2.10@@75.37,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/google/gemma-3n-E4B-it'>google/gemma-3n-E4B-it</a>,📝,1.93@@1.93,7849978192.0,262400.0,?,✓,✗,92.41 ± 0.60 / 96.18 ± 0.31@@92.41,65.42 ± 1.30 / 57.84 ± 1.99@@65.42,33.63 ± 2.65 / 65.21 ± 1.55@@33.63,66.46 ± 0.85 / 31.99 ± 1.39@@66.46,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/jhu-clsp/mmBERT-base'>jhu-clsp/mmBERT-base</a>,🔍,1.94@@1.94,307531778.0,256000.0,8192.0,✓,✗,85.06 ± 1.03 / 92.45 ± 0.54@@85.06,73.53 ± 1.73 / 72.49 ± 1.71@@73.53,42.87 ± 7.44 / 70.72 ± 4.01@@42.87,49.26 ± 0.90 / 25.58 ± 0.93@@49.26,-@@0,-@@0,-@@0,-@@0
"<a href='https://platform.openai.com/docs/models/gpt-5-nano'>gpt-5-nano-2025-08-07 (zero-shot, val)</a>",🤔,1.94@@1.94,?,100256.0,272000.0,✓,✗,95.22 ± 1.38 / 97.60 ± 0.69@@95.22,72.81 ± 2.42 / 66.63 ± 2.69@@72.81,25.19 ± 4.10 / 48.39 ± 2.48@@25.19,63.97 ± 0.70 / 31.68 ± 1.26@@63.97,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/nvidia/Llama-3.1-Nemotron-70B-Instruct-HF'>nvidia/Llama-3.1-Nemotron-70B-Instruct-HF</a>,📝,1.94@@1.94,70553706496.0,128256.0,131072.0,✓,✗,94.57 ± 0.33 / 97.27 ± 0.16@@94.57,53.68 ± 2.22 / 38.19 ± 1.96@@53.68,42.21 ± 1.10 / 66.64 ± 0.77@@42.21,70.02 ± 0.58 / 37.42 ± 1.03@@70.02,-@@0,-@@0,-@@0,-@@0
"xai/grok-3-mini-beta#high (zero-shot, val)</a>",🤔,1.95@@1.95,?,?,131072.0,✓,✗,94.12 ± 1.21 / 97.00 ± 0.62@@94.12,58.73 ± 2.45 / 51.31 ± 2.57@@58.73,36.80 ± 3.17 / 61.33 ± 1.50@@36.80,68.82 ± 1.06 / 36.68 ± 1.58@@68.82,-@@0,-@@0,-@@0,-@@0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-1.5-pro-002'>gemini/gemini-1.5-pro-002 (zero-shot, val)</a>",📝,1.95@@1.95,?,256128.0,2097152.0,✓,✗,91.22 ± 1.20 / 95.53 ± 0.62@@91.22,63.52 ± 1.49 / 45.41 ± 1.35@@63.52,36.90 ± 3.75 / 64.46 ± 1.83@@36.90,65.12 ± 1.00 / 29.58 ± 1.59@@65.12,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B#no-thinking</a>,📝,1.96@@1.96,8190735360.0,151936.0,40960.0,✓,✗,91.88 ± 0.65 / 95.92 ± 0.33@@91.88,56.08 ± 2.73 / 51.87 ± 2.85@@56.08,36.26 ± 2.10 / 58.62 ± 1.70@@36.26,71.12 ± 1.66 / 41.49 ± 1.12@@71.12,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT</a>,📝,1.96@@1.96,8030326784.0,128264.0,131072.0,✓,✗,92.88 ± 0.53 / 96.39 ± 0.27@@92.88,51.17 ± 2.15 / 49.73 ± 2.10@@51.17,44.10 ± 3.21 / 71.32 ± 1.92@@44.10,69.67 ± 2.29 / 41.64 ± 1.32@@69.67,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/Qwen/Qwen1.5-14B-Chat'>Qwen/Qwen1.5-14B-Chat</a>,📝,1.96@@1.96,14167290880.0,152064.0,32768.0,✗,✗,93.24 ± 0.65 / 96.57 ± 0.33@@93.24,54.90 ± 1.51 / 46.77 ± 2.40@@54.90,38.70 ± 2.36 / 66.78 ± 1.60@@38.70,68.62 ± 1.26 / 39.10 ± 0.81@@68.62,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/EuroBERT/EuroBERT-610m'>EuroBERT/EuroBERT-610m</a>,🔍,1.97@@1.97,755625600.0,128256.0,8192.0,✓,✗,80.74 ± 5.49 / 89.69 ± 3.72@@80.74,58.09 ± 6.75 / 57.67 ± 6.78@@58.09,56.14 ± 5.95 / 77.67 ± 2.90@@56.14,52.72 ± 3.05 / 27.53 ± 2.91@@52.72,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/tiiuae/Falcon3-10B-Instruct'>tiiuae/Falcon3-10B-Instruct</a>,📝,1.97@@1.97,10305653760.0,131072.0,32768.0,✓,✗,94.51 ± 0.52 / 97.24 ± 0.26@@94.51,52.91 ± 1.66 / 51.66 ± 1.62@@52.91,34.10 ± 2.35 / 59.81 ± 2.48@@34.10,74.33 ± 1.41 / 42.69 ± 0.93@@74.33,-@@0,-@@0,-@@0,-@@0
"<a href='https://platform.openai.com/docs/models/gpt-4'>gpt-4-0613 (zero-shot, val)</a>",📝,1.98@@1.98,?,100256.0,8191.0,✓,✗,95.46 ± 1.14 / 97.70 ± 0.57@@95.46,54.01 ± 2.05 / 33.09 ± 1.65@@54.01,34.37 ± 3.38 / 65.35 ± 1.55@@34.37,73.01 ± 0.97 / 41.46 ± 1.50@@73.01,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/RekaAI/reka-flash-3.1'>RekaAI/reka-flash-3.1</a>,🤔,1.98@@1.98,20905482240.0,100352.0,98304.0,✓,✗,94.13 ± 0.65 / 97.06 ± 0.32@@94.13,71.92 ± 2.15 / 64.76 ± 2.86@@71.92,31.13 ± 1.56 / 55.70 ± 1.44@@31.13,58.50 ± 1.44 / 36.71 ± 0.46@@58.50,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#medium</a>,🤔,1.98@@1.98,21511953984.0,201088.0,131072.0,✓,✗,90.42 ± 0.70 / 95.20 ± 0.35@@90.42,64.46 ± 1.46 / 59.49 ± 1.39@@64.46,34.72 ± 1.52 / 58.86 ± 1.04@@34.72,63.19 ± 0.55 / 31.75 ± 0.87@@63.19,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Llama-70B'>deepseek-ai/DeepSeek-R1-Distill-Llama-70B</a>,🤔,1.98@@1.98,70553706496.0,128256.0,131072.0,✓,✗,94.09 ± 0.69 / 97.04 ± 0.35@@94.09,60.11 ± 2.11 / 53.05 ± 2.40@@60.11,32.60 ± 1.30 / 57.90 ± 1.52@@32.60,68.55 ± 0.56 / 39.61 ± 0.58@@68.55,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-DPO'>allenai/Llama-3.1-Tulu-3-8B-DPO</a>,📝,1.99@@1.99,8030326784.0,128264.0,131072.0,✓,✗,93.41 ± 0.55 / 96.67 ± 0.28@@93.41,48.96 ± 1.83 / 47.23 ± 1.94@@48.96,43.80 ± 2.23 / 71.09 ± 1.27@@43.80,69.92 ± 2.32 / 41.07 ± 1.44@@69.92,-@@0,-@@0,-@@0,-@@0
