<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/danish-foundation-models/encoder-large-v1'>danish-foundation-models/encoder-large-v1</a>,🔍,2.13@@2.13,355139920.0,50000.0,512.0,✓,✗,(✓),✗,73.24 ± 1.41 / 71.83 ± 3.13@@73.24,69.86 ± 2.62 / 66.78 ± 2.51@@69.86,34.77 ± 15.25 / 63.63 ± 9.63@@34.77,34.28 ± 2.23 / 27.96 ± 2.62@@34.28,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3.5-4B'>Qwen/Qwen3.5-4B (val)</a>,🤔,2.14@@2.14,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,78.17 ± 1.35 / 77.97 ± 1.03@@78.17,52.12 ± 4.09 / 49.64 ± 4.06@@52.12,38.66 ± 2.19 / 66.96 ± 1.30@@38.66,45.48 ± 1.68 / 38.04 ± 1.68@@45.48,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/allenai/Olmo-3-1025-7B'>allenai/Olmo-3-1025-7B</a>,🧠,2.14@@2.14,7298011136.0,100278.0,65536.0,✓,✗,(✓),✓,76.70 ± 0.96 / 77.35 ± 1.04@@76.70,47.21 ± 2.52 / 24.49 ± 2.67@@47.21,19.65 ± 2.59 / 56.83 ± 3.14@@19.65,74.54 ± 0.94 / 60.51 ± 1.46@@74.54,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/intfloat/multilingual-e5-base'>intfloat/multilingual-e5-base</a>,🔍,2.16@@2.16,278044162.0,250002.0,512.0,✓,✗,(✓),✗,74.05 ± 1.55 / 67.90 ± 3.62@@74.05,74.06 ± 2.38 / 73.29 ± 1.90@@74.06,38.40 ± 7.02 / 68.15 ± 3.41@@38.40,22.65 ± 1.14 / 16.69 ± 1.26@@22.65,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,16.3.0.dev0@@160300
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct</a>,📝,2.16@@2.16,4757260288.0,32000.0,32768.0,✓,✗,(✓),✓,75.78 ± 0.90 / 76.68 ± 0.79@@75.78,52.61 ± 2.41 / 31.17 ± 2.16@@52.61,19.77 ± 2.14 / 44.08 ± 2.71@@19.77,67.70 ± 1.35 / 47.16 ± 1.44@@67.70,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think</a>,🤔,2.18@@2.18,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,70.02 ± 0.97 / 65.10 ± 1.15@@70.02,60.61 ± 1.58 / 52.18 ± 2.32@@60.61,19.16 ± 3.01 / 52.02 ± 3.02@@19.16,64.67 ± 0.97 / 48.35 ± 1.60@@64.67,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400
<a href='https://hf.co/meta-llama/Llama-4-Scout-17B-16E'>meta-llama/Llama-4-Scout-17B-16E</a>,📝,2.19@@2.19,108641793536.0,200000.0,?,✓,✗,(✓),✓,80.10 ± 1.00 / 79.53 ± 1.12@@80.10,66.81 ± 2.66 / 58.43 ± 3.87@@66.81,32.97 ± 7.15 / 57.52 ± 5.92@@32.97,26.79 ± 5.88 / 0.12 ± 0.12@@26.79,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,16.3.0.dev0@@160300
<a href='https://hf.co/arcee-ai/Trinity-Mini'>arcee-ai/Trinity-Mini (val)</a>,🤔,2.19@@2.19,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,71.61 ± 2.53 / 69.17 ± 1.88@@71.61,46.10 ± 1.38 / 32.80 ± 0.90@@46.10,29.93 ± 1.47 / 64.51 ± 0.66@@29.93,63.58 ± 1.47 / 47.93 ± 1.34@@63.58,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700
<a href='https://hf.co/google/gemma-4-26B-A4B'>google/gemma-4-26B-A4B (val)</a>,🧠,2.19@@2.19,25805936206.0,262144.0,8192.0,✓,✗,(✓),✓,73.12 ± 1.79 / 74.41 ± 1.66@@73.12,40.88 ± 2.39 / 32.86 ± 2.38@@40.88,30.01 ± 3.77 / 62.97 ± 1.78@@30.01,68.68 ± 0.92 / 46.80 ± 1.82@@68.68,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
"<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (zero-shot, val)</a>",📝,2.20@@2.20,?,?,1047576.0,✓,✗,✗,✓,70.45 ± 4.23 / 69.90 ± 2.85@@70.45,47.04 ± 1.82 / 29.30 ± 1.19@@47.04,31.22 ± 4.72 / 59.94 ± 2.76@@31.22,64.32 ± 1.11 / 38.06 ± 1.33@@64.32,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,16.3.0.dev0@@160300
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,2.20@@2.20,140642691.0,256000.0,8192.0,✓,✗,(✓),✓,60.58 ± 2.44 / 61.82 ± 1.85@@60.58,65.11 ± 1.56 / 64.44 ± 1.97@@65.11,55.20 ± 3.56 / 77.17 ± 2.09@@55.20,24.28 ± 1.30 / 17.79 ± 1.20@@24.28,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (val)</a>,📝,2.22@@2.22,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,74.53 ± 1.61 / 75.50 ± 1.41@@74.53,36.57 ± 1.77 / 23.85 ± 1.81@@36.57,30.70 ± 1.45 / 64.24 ± 0.95@@30.70,72.22 ± 0.73 / 50.37 ± 0.88@@72.22,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,2.22@@2.22,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,79.23 ± 1.42 / 79.33 ± 1.08@@79.23,41.47 ± 1.99 / 35.79 ± 3.10@@41.47,15.40 ± 3.76 / 44.10 ± 4.72@@15.40,75.43 ± 1.74 / 59.53 ± 2.00@@75.43,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (zero-shot, val)</a>",🤔,2.23@@2.23,?,?,400000.0,✓,✗,✗,✓,75.11 ± 1.69 / 70.31 ± 1.17@@75.11,44.49 ± 1.02 / 21.42 ± 0.60@@44.49,20.43 ± 1.25 / 59.94 ± 0.64@@20.43,70.32 ± 0.52 / 49.92 ± 0.66@@70.32,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/CohereLabs/tiny-aya-base'>CohereLabs/tiny-aya-base (val)</a>,🧠,2.23@@2.23,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,77.59 ± 2.22 / 78.03 ± 2.05@@77.59,42.19 ± 7.17 / 34.59 ± 7.17@@42.19,17.22 ± 5.55 / 53.09 ± 4.12@@17.22,73.38 ± 2.64 / 56.99 ± 3.42@@73.38,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/AI-Sweden-Models/ModernBERT-large'>AI-Sweden-Models/ModernBERT-large</a>,🔍,2.23@@2.23,395881664.0,50368.0,8192.0,✓,✗,(✓),✗,69.21 ± 3.55 / 70.54 ± 2.84@@69.21,42.91 ± 4.96 / 45.33 ± 4.08@@42.91,58.15 ± 9.54 / 78.63 ± 4.80@@58.15,36.62 ± 1.76 / 28.15 ± 2.23@@36.62,15.12.0.dev0@@151200,15.12.0.dev0@@151200,15.12.0.dev0@@151200,16.3.0.dev0@@160300
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,2.26@@2.26,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,77.49 ± 1.48 / 76.04 ± 1.63@@77.49,42.23 ± 2.31 / 33.21 ± 2.48@@42.23,41.39 ± 1.65 / 69.79 ± 0.97@@41.39,45.97 ± 5.57 / 25.31 ± 5.05@@45.97,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct</a>,📝,2.27@@2.27,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,78.53 ± 0.50 / 77.31 ± 0.81@@78.53,63.34 ± 1.25 / 33.52 ± 3.07@@63.34,33.98 ± 2.79 / 59.40 ± 3.75@@33.98,22.22 ± 0.94 / 0.04 ± 0.08@@22.22,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/CohereLabs/tiny-aya-water'>CohereLabs/tiny-aya-water (val)</a>,📝,2.33@@2.33,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,76.11 ± 3.11 / 71.08 ± 2.68@@76.11,52.14 ± 2.52 / 33.28 ± 2.70@@52.14,0.00 ± 0.00 / 32.87 ± 0.96@@0.00,71.09 ± 1.66 / 51.70 ± 1.91@@71.09,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/CohereLabs/tiny-aya-global'>CohereLabs/tiny-aya-global (val)</a>,📝,2.36@@2.36,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,76.29 ± 3.39 / 71.79 ± 2.68@@76.29,49.97 ± 2.61 / 31.29 ± 2.28@@49.97,0.00 ± 0.00 / 32.87 ± 0.96@@0.00,70.58 ± 1.35 / 51.78 ± 1.43@@70.58,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/NbAiLab/borealis-4b-instruct-preview'>NbAiLab/borealis-4b-instruct-preview (val)</a>,📝,2.36@@2.36,3880263168.0,262144.0,8192.0,✓,✗,(✓),✗,78.47 ± 2.46 / 75.26 ± 2.09@@78.47,45.34 ± 3.41 / 37.63 ± 3.26@@45.34,2.11 ± 2.41 / 34.53 ± 1.45@@2.11,72.53 ± 1.44 / 53.94 ± 1.58@@72.53,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking</a>,📝,2.38@@2.38,2031739904.0,151936.0,40960.0,✓,✗,✗,✓,73.16 ± 1.07 / 69.30 ± 1.85@@73.16,34.40 ± 1.89 / 23.38 ± 1.94@@34.40,22.24 ± 1.67 / 56.34 ± 3.48@@22.24,68.34 ± 1.34 / 52.13 ± 1.69@@68.34,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B-Base'>HuggingFaceTB/SmolLM3-3B-Base</a>,🧠,2.39@@2.39,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,71.13 ± 2.80 / 74.30 ± 1.92@@71.13,51.44 ± 2.32 / 36.11 ± 5.02@@51.44,0.34 ± 0.92 / 33.55 ± 0.36@@0.34,68.58 ± 1.76 / 51.49 ± 2.09@@68.58,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,2.42@@2.42,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,77.82 ± 1.12 / 76.30 ± 1.48@@77.82,53.07 ± 1.89 / 32.23 ± 2.25@@53.07,31.59 ± 2.24 / 55.02 ± 2.28@@31.59,26.69 ± 3.44 / 3.03 ± 1.00@@26.69,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/arcee-ai/AFM-4.5B-Base'>arcee-ai/AFM-4.5B-Base</a>,🧠,2.47@@2.47,4619184640.0,128004.0,65536.0,✓,✗,(✓),✗,74.43 ± 0.57 / 68.12 ± 1.67@@74.43,42.63 ± 5.29 / 26.53 ± 3.57@@42.63,8.48 ± 1.62 / 48.48 ± 4.02@@8.48,63.86 ± 1.81 / 49.12 ± 2.33@@63.86,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,2.53@@2.53,1543714304.0,151936.0,32768.0,✓,✗,(✓),✓,72.73 ± 0.96 / 70.33 ± 1.11@@72.73,33.16 ± 1.46 / 18.22 ± 1.04@@33.16,10.69 ± 1.21 / 54.13 ± 1.81@@10.69,67.94 ± 0.96 / 53.00 ± 0.73@@67.94,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,16.3.0.dev0@@160300
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO</a>,📝,2.53@@2.53,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,61.49 ± 2.17 / 67.91 ± 1.79@@61.49,39.41 ± 2.26 / 31.36 ± 2.74@@39.41,17.64 ± 2.51 / 54.29 ± 4.09@@17.64,63.49 ± 1.35 / 45.71 ± 1.49@@63.49,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct'>allenai/Olmo-3-7B-Instruct</a>,📝,2.53@@2.53,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,62.32 ± 2.38 / 68.63 ± 1.85@@62.32,40.29 ± 2.02 / 33.18 ± 2.51@@40.29,18.02 ± 2.05 / 53.95 ± 3.76@@18.02,63.87 ± 1.14 / 47.00 ± 1.30@@63.87,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/KennethEnevoldsen/dfm-sentence-encoder-small'>KennethEnevoldsen/dfm-sentence-encoder-small</a>,🔍,2.57@@2.57,21944195.0,96105.0,128.0,✓,✗,(✓),✗,66.29 ± 1.24 / 63.15 ± 2.95@@66.29,70.41 ± 1.79 / 70.54 ± 1.53@@70.41,29.61 ± 10.36 / 62.97 ± 5.40@@29.61,0.12 ± 0.10 / 0.12 ± 0.10@@0.12,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301,16.3.0.dev0@@160300
<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny</a>,📝,2.58@@2.58,6939037248.0,100352.0,131072.0,✓,✗,(✓),✗,77.27 ± 0.68 / 77.74 ± 0.56@@77.27,50.54 ± 2.29 / 38.18 ± 3.56@@50.54,19.25 ± 2.16 / 53.06 ± 2.85@@19.25,26.08 ± 2.35 / 4.76 ± 1.90@@26.08,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT</a>,📝,2.60@@2.60,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,59.65 ± 2.37 / 66.36 ± 1.94@@59.65,42.21 ± 2.32 / 31.67 ± 3.43@@42.21,11.76 ± 2.20 / 45.52 ± 3.55@@11.76,61.89 ± 1.67 / 46.40 ± 1.84@@61.89,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct</a>,📝,2.61@@2.61,1596507648.0,32000.0,8192.0,✓,✗,(✓),✓,74.38 ± 0.81 / 74.56 ± 1.07@@74.38,33.57 ± 2.26 / 23.01 ± 1.67@@33.57,7.22 ± 1.43 / 51.54 ± 2.08@@7.22,60.00 ± 1.39 / 43.06 ± 1.57@@60.00,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,🧠,2.63@@2.63,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,38.03 ± 1.36 / 35.46 ± 1.25@@38.03,50.24 ± 2.62 / 35.39 ± 2.67@@50.24,12.91 ± 1.94 / 38.53 ± 1.37@@12.91,73.76 ± 0.86 / 56.62 ± 1.31@@73.76,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B</a>,📝,2.64@@2.64,2569272320.0,65536.0,128000.0,✗,✗,(✓),✓,65.57 ± 1.30 / 69.45 ± 0.82@@65.57,32.84 ± 1.21 / 21.83 ± 1.19@@32.84,12.94 ± 1.90 / 54.50 ± 1.36@@12.94,62.02 ± 0.85 / 46.60 ± 1.03@@62.02,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.3.0.dev0@@160300
<a href='https://hf.co/KennethEnevoldsen/dfm-sentence-encoder-medium'>KennethEnevoldsen/dfm-sentence-encoder-medium</a>,🔍,2.66@@2.66,124448259.0,50005.0,514.0,✓,✗,(✓),✗,65.45 ± 1.23 / 61.17 ± 2.88@@65.45,70.82 ± 0.97 / 71.01 ± 1.18@@70.82,5.18 ± 3.53 / 46.49 ± 4.42@@5.18,16.97 ± 1.94 / 11.35 ± 1.42@@16.97,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301,16.3.0.dev0@@160300
<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B (val)</a>,📝,2.68@@2.68,2614341888.0,256000.0,8192.0,✗,✗,(✓),✗,69.03 ± 2.62 / 70.18 ± 2.18@@69.03,26.23 ± 3.79 / 17.05 ± 1.45@@26.23,7.47 ± 3.45 / 35.99 ± 1.18@@7.47,65.42 ± 2.71 / 46.47 ± 2.55@@65.42,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct (val)</a>,🤔,2.68@@2.68,4221757440.0,120818.0,262144.0,✓,✗,(✓),✓,67.60 ± 1.92 / 69.51 ± 1.31@@67.60,53.58 ± 1.78 / 42.08 ± 1.43@@53.58,-0.29 ± 1.17 / 32.92 ± 0.51@@-0.29,42.46 ± 0.49 / 0.00 ± 0.00@@42.46,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/Qwen/Qwen3.5-0.8B'>Qwen/Qwen3.5-0.8B (val)</a>,📝,2.71@@2.71,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,66.33 ± 1.64 / 64.34 ± 1.60@@66.33,38.10 ± 1.54 / 33.74 ± 2.07@@38.10,2.49 ± 1.34 / 33.37 ± 0.55@@2.49,53.45 ± 1.66 / 31.26 ± 2.29@@53.45,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700
<a href='https://hf.co/NbAiLab/borealis-4b-instruct-preview'>NbAiLab/borealis-4b-instruct-preview</a>,📝,2.74@@2.74,3880263168.0,262144.0,8192.0,✓,✗,(✓),✗,78.93 ± 0.87 / 74.65 ± 2.17@@78.93,45.44 ± 2.00 / 37.59 ± 2.57@@45.44,5.37 ± 1.37 / 34.08 ± 0.41@@5.37,27.80 ± 2.55 / 4.67 ± 1.80@@27.80,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000
<a href='https://hf.co/vesteinn/DanskBERT'>vesteinn/DanskBERT</a>,🔍,2.77@@2.77,124548012.0,50005.0,514.0,✓,✗,(✓),✓,62.45 ± 1.05 / 55.44 ± 0.41@@62.45,70.85 ± 1.57 / 71.04 ± 1.55@@70.85,14.55 ± 9.01 / 49.97 ± 8.16@@14.55,0.10 ± 0.09 / 0.10 ± 0.09@@0.10,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,16.3.0.dev0@@160300
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8 (val)</a>,🤔,2.78@@2.78,2680100864.0,131072.0,262144.0,✓,✗,✗,✓,63.88 ± 1.68 / 65.67 ± 1.15@@63.88,53.40 ± 1.02 / 48.46 ± 1.87@@53.40,19.72 ± 2.88 / 58.71 ± 1.37@@19.72,15.34 ± 1.07 / 9.39 ± 0.82@@15.34,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/NbAiLab/borealis-1b-instruct-preview'>NbAiLab/borealis-1b-instruct-preview (val)</a>,📝,2.80@@2.80,999885952.0,262144.0,32768.0,✓,✗,(✓),✗,72.81 ± 3.24 / 70.73 ± 2.57@@72.81,31.58 ± 2.42 / 29.00 ± 2.35@@31.58,0.00 ± 0.00 / 33.74 ± 0.90@@0.00,52.08 ± 1.56 / 34.81 ± 1.26@@52.08,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,2.81@@2.81,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,75.18 ± 0.60 / 63.44 ± 2.79@@75.18,25.42 ± 4.46 / 25.80 ± 4.35@@25.42,0.08 ± 2.06 / 40.20 ± 4.94@@0.08,52.10 ± 2.85 / 39.05 ± 2.63@@52.10,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,2.86@@2.86,3606752256.0,128256.0,131072.0,✓,✗,(✓),✗,74.60 ± 1.41 / 73.58 ± 1.79@@74.60,42.87 ± 2.00 / 33.27 ± 2.55@@42.87,13.42 ± 3.18 / 41.64 ± 3.09@@13.42,11.97 ± 1.81 / 0.02 ± 0.04@@11.97,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/google/gemma-4-E4B'>google/gemma-4-E4B (val)</a>,🧠,2.88@@2.88,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,52.55 ± 2.24 / 60.68 ± 1.53@@52.55,27.08 ± 3.21 / 21.42 ± 2.37@@27.08,5.60 ± 4.00 / 51.37 ± 1.99@@5.60,67.69 ± 1.04 / 48.20 ± 1.22@@67.69,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,2.89@@2.89,2424375168.0,99000.0,28723.0,✗,✗,(✓),✓,68.61 ± 2.05 / 65.40 ± 1.77@@68.61,29.46 ± 1.99 / 24.32 ± 1.68@@29.46,5.60 ± 1.47 / 45.34 ± 2.23@@5.60,44.16 ± 2.37 / 25.86 ± 2.43@@44.16,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.3.0.dev0@@160300
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview</a>,📝,2.89@@2.89,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,44.59 ± 10.18 / 49.51 ± 11.30@@44.59,44.06 ± 2.50 / 35.88 ± 3.07@@44.06,-0.30 ± 0.60 / 33.37 ± 0.28@@-0.30,58.98 ± 1.44 / 39.95 ± 1.69@@58.98,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B</a>,📝,2.90@@2.90,4619189760.0,128005.0,65536.0,✓,✗,(✓),✗,72.58 ± 0.77 / 73.97 ± 0.89@@72.58,39.75 ± 2.95 / 20.38 ± 1.11@@39.75,11.67 ± 1.31 / 52.93 ± 1.65@@11.67,16.54 ± 0.85 / 0.08 ± 0.09@@16.54,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/norallm/normistral-11b-thinking'>norallm/normistral-11b-thinking</a>,🤔,2.91@@2.91,11429893120.0,51200.0,1024000.0,✓,✗,(✓),✗,43.91 ± 9.61 / 50.72 ± 3.75@@43.91,49.13 ± 2.27 / 39.91 ± 2.45@@49.13,16.06 ± 3.39 / 45.14 ± 2.59@@16.06,30.44 ± 7.08 / 19.21 ± 4.53@@30.44,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,2.92@@2.92,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,70.94 ± 1.37 / 71.21 ± 1.88@@70.94,28.01 ± 3.15 / 25.08 ± 2.73@@28.01,1.04 ± 1.62 / 49.46 ± 0.70@@1.04,47.24 ± 2.02 / 33.30 ± 1.83@@47.24,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
