<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/01-ai/Yi-1.5-9B'>01-ai/Yi-1.5-9B</a>,🧠,2.04@@2.04,8829407232.0,64000.0,4096.0,✓,✗,54.66 ± 2.92 / 69.24 ± 1.98@@54.66,55.38 ± 1.37 / 40.95 ± 1.89@@55.38,30.70 ± 4.37 / 59.35 ± 4.18@@30.70,66.85 ± 1.42 / 37.37 ± 1.16@@66.85,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-7-sonnet-20250219#no-thinking (zero-shot, val)</a>",📝,2.04@@2.04,?,?,200000.0,✓,✗,55.01 ± 2.04 / 69.90 ± 1.24@@55.01,58.31 ± 1.32 / 40.10 ± 1.22@@58.31,46.87 ± 3.34 / 69.65 ± 1.65@@46.87,50.65 ± 1.52 / 26.34 ± 1.56@@50.65,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300
"<a href='https://platform.openai.com/docs/models/gpt-4.1'>gpt-4.1-2025-04-14 (zero-shot, val)</a>",📝,2.04@@2.04,?,?,1047576.0,✓,✗,54.32 ± 3.02 / 67.46 ± 1.94@@54.32,56.36 ± 2.33 / 30.84 ± 1.20@@56.36,47.25 ± 3.56 / 69.94 ± 1.75@@47.25,51.96 ± 1.56 / 25.34 ± 1.88@@51.96,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601
"xai/grok-3-beta (zero-shot, val)</a>",📝,2.04@@2.04,?,?,131072.0,✓,✗,55.44 ± 2.49 / 64.14 ± 1.63@@55.44,59.51 ± 2.34 / 31.57 ± 1.60@@59.51,45.17 ± 3.23 / 71.56 ± 1.52@@45.17,49.61 ± 1.39 / 22.14 ± 1.17@@49.61,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601
<a href='https://hf.co/meta-llama/Meta-Llama-3-8B-Instruct'>meta-llama/Meta-Llama-3-8B-Instruct</a>,📝,2.04@@2.04,8030261248.0,128256.0,8192.0,✓,✗,58.33 ± 2.83 / 69.31 ± 3.16@@58.33,68.18 ± 0.95 / 57.72 ± 1.15@@68.18,29.12 ± 3.17 / 63.60 ± 1.63@@29.12,56.42 ± 3.34 / 28.68 ± 1.99@@56.42,12.6.1@@120601,12.6.1@@120601,12.6.1@@120601,12.6.1@@120601
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro</a>,📝,2.05@@2.05,3402836480.0,100352.0,131072.0,✓,✗,49.61 ± 2.42 / 65.84 ± 1.64@@49.61,59.61 ± 1.38 / 44.58 ± 3.02@@59.61,47.59 ± 1.95 / 72.51 ± 1.54@@47.59,54.26 ± 1.89 / 28.33 ± 1.03@@54.26,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/google/gemma-2-27b'>google/gemma-2-27b</a>,🧠,2.05@@2.05,27227128320.0,256000.0,8192.0,✓,✗,58.37 ± 3.13 / 71.71 ± 2.03@@58.37,39.68 ± 2.15 / 38.42 ± 2.02@@39.68,40.68 ± 3.24 / 68.18 ± 2.57@@40.68,69.98 ± 3.21 / 41.02 ± 2.70@@69.98,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601
<a href='https://hf.co/NousResearch/DeepHermes-3-Llama-3-8B-Preview'>NousResearch/DeepHermes-3-Llama-3-8B-Preview</a>,📝,2.05@@2.05,8030261248.0,128256.0,131072.0,✓,✗,57.37 ± 1.34 / 71.33 ± 0.97@@57.37,60.52 ± 1.19 / 47.06 ± 2.49@@60.52,31.53 ± 2.39 / 63.12 ± 2.58@@31.53,59.79 ± 2.67 / 28.33 ± 2.52@@59.79,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/mistralai/Mixtral-8x7B-Instruct-v0.1'>mistralai/Mixtral-8x7B-Instruct-v0.1</a>,📝,2.05@@2.05,46702792704.0,32000.0,32768.0,✓,✗,52.18 ± 1.33 / 65.98 ± 1.66@@52.18,58.07 ± 0.94 / 40.30 ± 1.75@@58.07,41.45 ± 1.66 / 68.13 ± 0.98@@41.45,59.41 ± 2.41 / 26.87 ± 1.60@@59.41,14.0.4@@140004,14.0.4@@140004,14.0.4@@140004,14.0.4@@140004
<a href='https://hf.co/allenai/OLMo-2-0325-32B'>allenai/OLMo-2-0325-32B</a>,🧠,2.06@@2.06,32234279936.0,100352.0,4096.0,✓,✗,55.73 ± 3.60 / 70.03 ± 2.46@@55.73,59.01 ± 1.12 / 39.47 ± 1.64@@59.01,27.88 ± 6.90 / 54.98 ± 8.13@@27.88,68.42 ± 0.99 / 40.12 ± 0.95@@68.42,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/google-bert/bert-base-multilingual-uncased'>google-bert/bert-base-multilingual-uncased</a>,🔍,2.06@@2.06,168055961.0,105879.0,512.0,✓,✗,43.25 ± 2.74 / 61.05 ± 2.91@@43.25,77.50 ± 0.62 / 75.76 ± 0.94@@77.50,51.74 ± 4.31 / 74.76 ± 2.15@@51.74,39.43 ± 1.61 / 17.83 ± 1.29@@39.43,12.10.1@@121001,12.10.1@@121001,12.10.1@@121001,12.10.1@@121001
<a href='https://hf.co/CohereForAI/c4ai-command-r7b-12-2024'>CohereForAI/c4ai-command-r7b-12-2024</a>,📝,2.06@@2.06,8028033024.0,256000.0,4096.0,✗,✗,51.16 ± 2.34 / 63.29 ± 2.54@@51.16,62.93 ± 1.26 / 44.32 ± 2.98@@62.93,31.51 ± 1.78 / 65.58 ± 0.98@@31.51,63.21 ± 1.83 / 32.09 ± 1.23@@63.21,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-0528-Qwen3-8B'>deepseek-ai/DeepSeek-R1-0528-Qwen3-8B</a>,🤔,2.07@@2.07,8190735360.0,151936.0,131072.0,✓,✗,55.12 ± 3.15 / 69.51 ± 2.16@@55.12,63.34 ± 1.23 / 47.56 ± 2.19@@63.34,36.24 ± 1.07 / 64.59 ± 1.01@@36.24,53.65 ± 0.98 / 27.11 ± 0.52@@53.65,15.9.1@@150901,15.9.1@@150901,15.9.1@@150901,15.9.1@@150901
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#thinking (zero-shot, val)</a>",🤔,2.07@@2.07,?,256128.0,1048576.0,✓,✗,49.98 ± 2.95 / 58.41 ± 2.59@@49.98,64.94 ± 1.79 / 49.00 ± 1.85@@64.94,43.45 ± 3.63 / 69.13 ± 1.75@@43.45,49.99 ± 1.44 / 26.66 ± 1.65@@49.99,15.12.0.dev0@@151200,15.12.0.dev0@@151200,15.12.0.dev0@@151200,15.12.0.dev0@@151200
<a href='https://hf.co/RekaAI/reka-flash-3.1'>RekaAI/reka-flash-3.1</a>,🤔,2.07@@2.07,20905482240.0,100352.0,98304.0,✓,✗,60.19 ± 2.10 / 71.43 ± 1.63@@60.19,67.55 ± 0.85 / 52.33 ± 2.38@@67.55,37.33 ± 1.03 / 61.90 ± 1.15@@37.33,44.67 ± 1.15 / 27.12 ± 0.66@@44.67,15.12.0.dev0@@151200,15.12.0.dev0@@151200,15.12.0.dev0@@151200,15.12.0.dev0@@151200
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3.1-8B'>allenai/Llama-3.1-Tulu-3.1-8B</a>,📝,2.07@@2.07,8030326784.0,128264.0,131072.0,✓,✗,57.42 ± 1.96 / 71.13 ± 1.38@@57.42,61.91 ± 1.34 / 50.39 ± 1.60@@61.91,35.14 ± 3.00 / 66.34 ± 1.95@@35.14,54.70 ± 1.97 / 29.45 ± 1.27@@54.70,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/tiiuae/Falcon3-10B-Instruct'>tiiuae/Falcon3-10B-Instruct</a>,📝,2.07@@2.07,10305653760.0,131072.0,32768.0,✓,✗,55.83 ± 3.04 / 70.10 ± 2.14@@55.83,59.26 ± 1.00 / 49.80 ± 1.34@@59.26,28.49 ± 1.19 / 59.15 ± 2.53@@28.49,64.61 ± 2.49 / 33.34 ± 1.95@@64.61,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
"<a href='https://platform.openai.com/docs/models/gpt-4.1-mini'>gpt-4.1-mini-2025-04-14 (zero-shot, val)</a>",📝,2.08@@2.08,?,?,1047576.0,✓,✗,54.58 ± 2.68 / 68.66 ± 1.63@@54.58,56.53 ± 2.01 / 33.54 ± 1.51@@56.53,40.83 ± 3.40 / 65.05 ± 1.66@@40.83,55.11 ± 1.53 / 27.02 ± 1.59@@55.11,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601
<a href='https://hf.co/google/gemma-2-9b'>google/gemma-2-9b</a>,🧠,2.08@@2.08,9241705984.0,256000.0,8192.0,✓,✗,55.79 ± 3.54 / 68.22 ± 3.86@@55.79,46.24 ± 3.24 / 34.04 ± 2.45@@46.24,41.25 ± 4.10 / 69.92 ± 2.18@@41.25,65.20 ± 3.90 / 38.10 ± 2.86@@65.20,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-1.5-flash-002'>gemini/gemini-1.5-flash-002 (zero-shot, val)</a>",📝,2.08@@2.08,?,256128.0,1048576.0,✓,✗,55.35 ± 2.42 / 63.89 ± 2.12@@55.35,56.41 ± 2.03 / 34.33 ± 1.63@@56.41,45.16 ± 3.96 / 68.75 ± 1.99@@45.16,49.52 ± 1.67 / 23.75 ± 1.74@@49.52,15.5.0.dev0@@150500,15.5.0.dev0@@150500,15.5.0.dev0@@150500,15.5.0.dev0@@150500
<a href='https://hf.co/nvidia/mistral-nemo-minitron-8b-base'>nvidia/mistral-nemo-minitron-8b-base</a>,🧠,2.08@@2.08,8414105600.0,131072.0,8192.0,✓,✗,50.22 ± 5.25 / 58.77 ± 6.76@@50.22,59.82 ± 2.10 / 47.76 ± 2.63@@59.82,30.43 ± 3.65 / 61.43 ± 3.32@@30.43,67.81 ± 3.04 / 38.73 ± 2.48@@67.81,14.1.1@@140101,14.1.1@@140101,14.1.1@@140101,14.3.0@@140300
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B'>allenai/Llama-3.1-Tulu-3-8B</a>,📝,2.09@@2.09,8030326784.0,128264.0,131072.0,✓,✗,57.48 ± 1.43 / 71.27 ± 0.99@@57.48,60.26 ± 1.10 / 50.61 ± 1.36@@60.26,32.28 ± 2.50 / 63.31 ± 1.86@@32.28,57.32 ± 2.49 / 31.88 ± 1.53@@57.32,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/VAGOsolutions/SauerkrautLM-7b-LaserChat'>VAGOsolutions/SauerkrautLM-7b-LaserChat</a>,📝,2.09@@2.09,7241748480.0,32002.0,4096.0,✗,✗,49.59 ± 1.99 / 65.96 ± 1.43@@49.59,62.37 ± 0.98 / 39.99 ± 2.90@@62.37,35.57 ± 1.53 / 66.87 ± 0.69@@35.57,63.96 ± 1.35 / 31.74 ± 0.72@@63.96,14.1.2@@140102,14.1.2@@140102,14.1.2@@140102,14.1.2@@140102
<a href='https://hf.co/tiiuae/Falcon3-10B-Base'>tiiuae/Falcon3-10B-Base</a>,🧠,2.11@@2.11,10305653760.0,131072.0,32768.0,✓,✗,54.94 ± 3.41 / 68.58 ± 2.75@@54.94,57.18 ± 1.62 / 50.45 ± 2.15@@57.18,25.56 ± 2.26 / 59.84 ± 2.95@@25.56,66.78 ± 2.71 / 37.70 ± 1.94@@66.78,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
"<a href='https://platform.openai.com/docs/models/o3-mini'>o3-mini-2025-01-31 (zero-shot, val)</a>",🤔,2.11@@2.11,?,?,200000.0,✓,✗,53.78 ± 3.08 / 67.27 ± 2.09@@53.78,62.28 ± 2.22 / 50.04 ± 2.51@@62.28,40.58 ± 4.74 / 68.18 ± 2.41@@40.58,49.91 ± 1.19 / 25.61 ± 1.70@@49.91,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601
<a href='https://hf.co/NorwAI/NorwAI-Mixtral-8x7B'>NorwAI/NorwAI-Mixtral-8x7B</a>,🧠,2.11@@2.11,46997647360.0,67993.0,32768.0,✓,✗,54.57 ± 4.98 / 68.40 ± 4.08@@54.57,57.26 ± 1.41 / 42.54 ± 2.77@@57.26,26.52 ± 4.63 / 59.83 ± 5.12@@26.52,65.09 ± 1.93 / 35.74 ± 1.36@@65.09,14.0.4@@140004,14.0.4@@140004,14.0.4@@140004,14.3.0@@140300
<a href='https://hf.co/Qwen/Qwen1.5-7B'>Qwen/Qwen1.5-7B</a>,📝,2.11@@2.11,7721324544.0,151936.0,32641.0,✓,✗,58.61 ± 2.20 / 71.95 ± 1.72@@58.61,56.67 ± 0.97 / 48.04 ± 2.31@@56.67,27.81 ± 2.90 / 60.08 ± 3.69@@27.81,63.02 ± 2.37 / 32.04 ± 2.57@@63.02,12.10.0@@121000,12.11.0@@121100,12.11.0@@121100,12.11.0@@121100
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-32B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-32B</a>,🤔,2.12@@2.12,32763876352.0,152064.0,131072.0,✓,✗,52.63 ± 1.90 / 67.62 ± 1.29@@52.63,66.12 ± 1.14 / 45.03 ± 2.09@@66.12,39.78 ± 1.13 / 64.48 ± 0.59@@39.78,47.38 ± 1.33 / 19.86 ± 1.55@@47.38,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/tiiuae/Falcon3-7B-Instruct'>tiiuae/Falcon3-7B-Instruct</a>,📝,2.12@@2.12,7455550464.0,131072.0,32768.0,✓,✗,55.48 ± 2.33 / 69.78 ± 1.63@@55.48,59.26 ± 0.97 / 47.04 ± 1.65@@59.26,27.63 ± 1.88 / 63.27 ± 0.93@@27.63,62.66 ± 1.20 / 31.89 ± 0.96@@62.66,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Llama-70B'>deepseek-ai/DeepSeek-R1-Distill-Llama-70B</a>,🤔,2.13@@2.13,70553706496.0,128256.0,131072.0,✓,✗,57.23 ± 1.84 / 69.77 ± 1.46@@57.23,58.14 ± 1.38 / 37.92 ± 1.44@@58.14,38.73 ± 1.25 / 64.61 ± 0.84@@38.73,48.55 ± 1.02 / 21.01 ± 0.88@@48.55,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/Qwen/Qwen3-4B-Instruct-2507'>Qwen/Qwen3-4B-Instruct-2507</a>,📝,2.13@@2.13,4022468096.0,151936.0,262144.0,✓,✗,50.81 ± 2.56 / 65.26 ± 2.04@@50.81,58.74 ± 1.09 / 36.52 ± 2.29@@58.74,40.85 ± 1.82 / 68.10 ± 1.01@@40.85,55.37 ± 1.12 / 28.09 ± 0.82@@55.37,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000
<a href='https://hf.co/152334H/miqu-1-70b-sf'>152334H/miqu-1-70b-sf</a>,📝,2.13@@2.13,68976648192.0,32000.0,32764.0,✓,✗,52.00 ± 1.37 / 66.18 ± 1.61@@52.00,60.09 ± 0.89 / 41.50 ± 1.87@@60.09,39.71 ± 4.01 / 69.43 ± 1.99@@39.71,55.44 ± 1.41 / 19.25 ± 2.33@@55.44,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
<a href='https://hf.co/mlabonne/AlphaMonarch-7B'>mlabonne/AlphaMonarch-7B (val)</a>,📝,2.14@@2.14,7241732096.0,32000.0,8192.0,✗,✓,59.80 ± 3.18 / 72.32 ± 2.23@@59.80,63.36 ± 2.68 / 51.59 ± 3.44@@63.36,22.98 ± 8.11 / 60.88 ± 3.98@@22.98,57.36 ± 2.94 / 20.96 ± 3.59@@57.36,12.5.2@@120502,12.5.2@@120502,12.5.2@@120502,12.5.2@@120502
<a href='https://hf.co/Nexusflow/Starling-LM-7B-beta'>Nexusflow/Starling-LM-7B-beta</a>,📝,2.14@@2.14,7241748480.0,32002.0,4096.0,✗,✗,51.38 ± 2.17 / 67.66 ± 1.45@@51.38,61.37 ± 1.04 / 36.06 ± 2.27@@61.37,35.58 ± 1.85 / 66.99 ± 0.83@@35.58,57.67 ± 3.05 / 19.98 ± 3.87@@57.67,14.1.2@@140102,14.1.2@@140102,14.1.2@@140102,14.3.0@@140300
<a href='https://hf.co/zai-org/GLM-4.5-Air'>zai-org/GLM-4.5-Air#no-thinking</a>,📝,2.14@@2.14,110468824832.0,151552.0,131072.0,✓,✗,54.17 ± 2.35 / 69.01 ± 1.74@@54.17,65.93 ± 1.45 / 61.39 ± 1.51@@65.93,51.28 ± 2.44 / 75.19 ± 1.27@@51.28,30.23 ± 2.32 / 0.00 ± 0.00@@30.23,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking</a>,📝,2.15@@2.15,4022468096.0,151936.0,40960.0,✓,✗,51.70 ± 3.23 / 67.69 ± 2.16@@51.70,58.58 ± 0.76 / 40.66 ± 2.12@@58.58,41.50 ± 1.54 / 68.84 ± 0.90@@41.50,53.41 ± 1.83 / 28.07 ± 1.21@@53.41,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,2.15@@2.15,22637328384.0,128000.0,4096.0,✓,✗,48.84 ± 3.42 / 65.22 ± 2.47@@48.84,57.51 ± 1.80 / 41.55 ± 2.61@@57.51,40.81 ± 2.29 / 68.17 ± 2.52@@40.81,57.64 ± 1.82 / 30.61 ± 1.17@@57.64,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct</a>,📝,2.15@@2.15,8030261248.0,128256.0,131072.0,✓,✗,58.20 ± 2.69 / 70.57 ± 2.15@@58.20,62.03 ± 1.17 / 45.31 ± 1.89@@62.03,29.53 ± 1.51 / 62.92 ± 1.02@@29.53,52.41 ± 1.48 / 26.48 ± 0.98@@52.41,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B</a>,📝,2.15@@2.15,4022468096.0,151936.0,40960.0,✓,✗,51.70 ± 3.23 / 67.69 ± 2.16@@51.70,58.59 ± 0.77 / 40.67 ± 2.13@@58.59,41.50 ± 1.54 / 68.84 ± 0.90@@41.50,53.40 ± 1.84 / 28.05 ± 1.21@@53.40,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/ai21labs/Jamba-v0.1'>ai21labs/Jamba-v0.1</a>,🧠,2.15@@2.15,51570323328.0,65536.0,262144.0,✓,✗,49.30 ± 4.53 / 63.29 ± 5.08@@49.30,50.25 ± 2.05 / 37.99 ± 1.78@@50.25,37.98 ± 4.20 / 66.15 ± 3.81@@37.98,64.59 ± 2.71 / 36.88 ± 2.06@@64.59,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
"xai/grok-3-mini-beta#high (zero-shot, val)</a>",🤔,2.16@@2.16,?,?,131072.0,✓,✗,60.13 ± 2.64 / 68.68 ± 2.18@@60.13,53.79 ± 2.37 / 41.08 ± 1.73@@53.79,33.48 ± 2.68 / 61.55 ± 1.47@@33.48,52.59 ± 1.58 / 27.20 ± 2.10@@52.59,15.7.1.dev0@@150701,15.7.1.dev0@@150701,15.7.1.dev0@@150701,15.7.1.dev0@@150701
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#no-thinking (zero-shot, val)</a>",📝,2.16@@2.16,?,256128.0,1048576.0,✓,✗,49.04 ± 3.30 / 63.45 ± 2.13@@49.04,56.81 ± 1.64 / 30.39 ± 0.74@@56.81,44.93 ± 4.20 / 71.90 ± 1.99@@44.93,51.56 ± 1.48 / 23.32 ± 1.62@@51.56,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite-preview-06-17'>gemini/gemini-2.5-flash-lite-preview-06-17#no-thinking (zero-shot, val)</a>",📝,2.16@@2.16,?,256128.0,1048576.0,✓,✗,49.04 ± 3.30 / 63.45 ± 2.13@@49.04,56.81 ± 1.64 / 30.39 ± 0.74@@56.81,44.93 ± 4.20 / 71.90 ± 1.99@@44.93,51.56 ± 1.48 / 23.32 ± 1.62@@51.56,15.11.0@@151100,15.11.0@@151100,15.11.0@@151100,15.11.0@@151100
<a href='https://ollama.com/library/gemma3:12b-it-q4_K_M'>ollama_chat/gemma3:12b-it-q4_K_M (val)</a>,📝,2.16@@2.16,12200000000.0,262144.0,128000.0,✓,✗,49.37 ± 1.95 / 65.56 ± 1.17@@49.37,68.14 ± 3.00 / 51.91 ± 3.37@@68.14,35.17 ± 5.22 / 64.31 ± 2.56@@35.17,51.27 ± 1.48 / 26.59 ± 2.33@@51.27,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.3.0.dev0@@150300,15.3.0.dev0@@150300
<a href='https://hf.co/senseable/WestLake-7B-v2'>senseable/WestLake-7B-v2</a>,🧠,2.16@@2.16,7241732096.0,32000.0,4096.0,✗,✗,51.30 ± 2.74 / 67.22 ± 1.82@@51.30,63.14 ± 1.14 / 48.66 ± 2.16@@63.14,27.37 ± 2.62 / 62.13 ± 2.04@@27.37,60.57 ± 3.15 / 26.63 ± 2.27@@60.57,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000
<a href='https://hf.co/CohereForAI/aya-expanse-8b'>CohereForAI/aya-expanse-8b</a>,📝,2.16@@2.16,8028033024.0,256000.0,8192.0,✗,✗,54.35 ± 2.07 / 69.27 ± 1.38@@54.35,59.95 ± 1.43 / 39.14 ± 2.24@@59.95,30.59 ± 1.76 / 64.21 ± 1.65@@30.59,57.13 ± 1.35 / 26.94 ± 1.06@@57.13,15.3.1.dev0@@150301,15.1.0@@150100,14.1.2@@140102,14.1.2@@140102
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.0-flash-lite-001'>gemini/gemini-2.0-flash-lite-001 (zero-shot, val)</a>",📝,2.17@@2.17,?,256128.0,1048576.0,✓,✗,47.33 ± 2.40 / 62.58 ± 1.67@@47.33,57.43 ± 1.21 / 37.68 ± 1.25@@57.43,48.18 ± 3.01 / 73.45 ± 1.46@@48.18,49.40 ± 1.46 / 22.94 ± 1.80@@49.40,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500
<a href='https://hf.co/Qwen/Qwen3-4B-Thinking-2507'>Qwen/Qwen3-4B-Thinking-2507</a>,🤔,2.17@@2.17,4022468096.0,151936.0,262144.0,✓,✗,55.93 ± 2.14 / 66.21 ± 1.82@@55.93,69.79 ± 1.67 / 61.68 ± 1.71@@69.79,31.37 ± 1.06 / 54.59 ± 0.94@@31.37,43.22 ± 1.04 / 26.10 ± 0.60@@43.22,16.4.0.dev0@@160400,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/mistralai/Ministral-8B-Instruct-2410'>mistralai/Ministral-8B-Instruct-2410</a>,📝,2.17@@2.17,8019808256.0,131072.0,32768.0,✓,✗,50.99 ± 2.22 / 66.76 ± 1.53@@50.99,60.50 ± 1.22 / 40.72 ± 1.61@@60.50,30.86 ± 1.37 / 53.78 ± 1.61@@30.86,58.26 ± 1.93 / 30.53 ± 1.21@@58.26,15.0.0@@150000,14.1.2@@140102,14.1.2@@140102,14.1.2@@140102
<a href='https://hf.co/occiglot/occiglot-7b-de-en-instruct'>occiglot/occiglot-7b-de-en-instruct</a>,📝,2.17@@2.17,7241748480.0,32002.0,32768.0,✗,✗,55.91 ± 2.49 / 70.31 ± 1.76@@55.91,55.76 ± 1.16 / 40.04 ± 3.21@@55.76,22.47 ± 3.37 / 56.77 ± 3.69@@22.47,66.86 ± 2.33 / 35.95 ± 1.89@@66.86,12.3.1@@120301,12.5.2@@120502,12.3.1@@120301,12.4.0@@120400
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,2.18@@2.18,8053338176.0,131072.0,65536.0,✗,✗,53.45 ± 2.72 / 67.51 ± 2.27@@53.45,50.65 ± 1.64 / 30.12 ± 1.96@@50.65,38.44 ± 1.83 / 68.73 ± 1.16@@38.44,58.53 ± 1.94 / 28.06 ± 1.18@@58.53,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/utter-project/EuroLLM-22B-2512'>utter-project/EuroLLM-22B-2512</a>,🧠,2.18@@2.18,22637328384.0,128000.0,32768.0,✓,✗,22.86 ± 3.09 / 31.71 ± 3.18@@22.86,57.95 ± 1.25 / 46.25 ± 2.10@@57.95,54.05 ± 1.92 / 75.73 ± 1.73@@54.05,67.96 ± 2.12 / 39.83 ± 1.97@@67.96,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2</a>,🤔,2.19@@2.19,8888227328.0,131072.0,131072.0,✓,✗,50.99 ± 2.03 / 63.64 ± 1.75@@50.99,65.15 ± 1.39 / 45.72 ± 2.04@@65.15,34.90 ± 0.88 / 64.79 ± 0.37@@34.90,50.77 ± 0.68 / 27.41 ± 0.65@@50.77,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
