model,generative_type,rank,parameters,vocabulary_size,context,commercial,merge
<a href='https://hf.co/merge-crew/da-sv-dare-ties-density-0.9'>merge-crew/da-sv-dare-ties-density-0.9 (val)</a>,🧠,2.07,7241732096,32000,32768,✓,✓
<a href='https://hf.co/NbAiLab/nb-bert-base'>NbAiLab/nb-bert-base</a>,🔍,2.08,178567165,119547,512,✓,✗
<a href='https://hf.co/TurkuNLP/finnish-modernbert-large-seq-len-1024-117300-annealed'>TurkuNLP/finnish-modernbert-large-seq-len-1024-117300-annealed</a>,🔍,2.08,401260864,55616,1024,✓,✗
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B'>allenai/Llama-3.1-Tulu-3-8B</a>,📝,2.08,8030326784,128264,131072,✓,✗
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-DPO'>allenai/Llama-3.1-Tulu-3-8B-DPO</a>,📝,2.09,8030326784,128264,131072,✓,✗
<a href='https://hf.co/birgermoell/Flashback-Bellman'>birgermoell/Flashback-Bellman (val)</a>,🧠,2.09,7241732096,32000,32768,✗,✓
<a href='https://hf.co/mistralai/Mixtral-8x7B-Instruct-v0.1'>mistralai/Mixtral-8x7B-Instruct-v0.1</a>,📝,2.09,46702792704,32000,32768,✓,✗
<a href='https://hf.co/RJuro/munin-neuralbeagle-SkoleGPTOpenOrca-7b'>RJuro/munin-neuralbeagle-SkoleGPTOpenOrca-7b (val)</a>,📝,2.10,7241748480,32002,32768,✗,✓
<a href='https://hf.co/Nexusflow/Starling-LM-7B-beta'>Nexusflow/Starling-LM-7B-beta</a>,📝,2.10,7241748480,32002,4096,✗,✗
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-32B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-32B</a>,🤔,2.10,32763876352,152064,131072,✓,✗
<a href='https://hf.co/Geotrend/bert-base-en-da-cased'>Geotrend/bert-base-en-da-cased</a>,🔍,2.10,111181059,32731,512,✓,✗
<a href='https://hf.co/ZurichNLP/unsup-simcse-xlm-roberta-base'>ZurichNLP/unsup-simcse-xlm-roberta-base</a>,🔍,2.10,278045955,250002,512,✓,✗
<a href='https://hf.co/DGurgurov/xlm-r_dan-latn'>DGurgurov/xlm-r_dan-latn</a>,🔍,2.11,278295186,250002,512,✓,✗
<a href='https://hf.co/AI-Sweden-Models/tyr'>AI-Sweden-Models/tyr (val)</a>,📝,2.11,7241732096,32000,32768,✗,✓
<a href='https://hf.co/CohereForAI/c4ai-command-r7b-12-2024'>CohereForAI/c4ai-command-r7b-12-2024</a>,📝,2.11,8028033024,256000,4096,✗,✗
<a href='https://hf.co/birgermoell/roberta-swedish-scandi'>birgermoell/roberta-swedish-scandi</a>,🔍,2.11,124647939,50265,512,✓,✗
<a href='https://hf.co/KBLab/bert-base-swedish-cased-alpha'>KBLab/bert-base-swedish-cased-alpha</a>,🔍,2.11,124445187,50002,512,✓,✗
<a href='https://hf.co/meta-llama/Meta-Llama-3-8B-Instruct'>meta-llama/Meta-Llama-3-8B-Instruct</a>,📝,2.11,8030261248,128256,8192,✓,✗
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,2.11,140642691,256000,8192,✓,✗
<a href='https://hf.co/Qwen/Qwen3-4B-Instruct-2507'>Qwen/Qwen3-4B-Instruct-2507</a>,📝,2.11,4022468096,151936,262144,✓,✗
<a href='https://hf.co/LumiOpen/Viking-33B'>LumiOpen/Viking-33B</a>,🧠,2.12,33119034368,131072,4096,✓,✗
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,2.13,7768117248,256000,8192,✓,✗
<a href='https://hf.co/microsoft/phi-4'>microsoft/phi-4</a>,📝,2.13,14659507200,100352,16384,✓,✗
danish-foundation-models/munin-7b-v0.1dev0,🧠,2.13,7241732096,32000,8192,✓,✗
<a href='https://hf.co/mlabonne/NeuralBeagle14-7B'>mlabonne/NeuralBeagle14-7B (val)</a>,📝,2.13,7241732096,32000,8192,✗,✓
<a href='https://hf.co/Twitter/twhin-bert-base'>Twitter/twhin-bert-base</a>,🔍,2.13,278830851,250002,512,✓,✗
<a href='https://hf.co/allenai/OLMo-2-0325-32B'>allenai/OLMo-2-0325-32B</a>,🧠,2.13,32234279936,100352,4096,✓,✗
<a href='https://hf.co/tiiuae/Falcon3-10B-Instruct'>tiiuae/Falcon3-10B-Instruct</a>,📝,2.14,10305653760,131072,32768,✓,✗
<a href='https://hf.co/birgermoell/Rapid-Cycling'>birgermoell/Rapid-Cycling (val)</a>,🧠,2.14,7241732096,32000,32768,✗,✓
<a href='https://hf.co/zai-org/GLM-4.5-Air'>zai-org/GLM-4.5-Air#no-thinking</a>,📝,2.14,110468824832,151552,131072,✓,✗
<a href='https://hf.co/Geotrend/bert-base-en-fr-de-no-da-cased'>Geotrend/bert-base-en-fr-de-no-da-cased</a>,🔍,2.14,118076931,41710,512,✓,✗
<a href='https://hf.co/Geotrend/bert-base-en-no-cased'>Geotrend/bert-base-en-no-cased</a>,🔍,2.14,111442179,33071,512,✓,✗
<a href='https://hf.co/Mabeck/Heidrun-Mistral-7B-chat'>Mabeck/Heidrun-Mistral-7B-chat</a>,📝,2.14,7241732096,32000,32768,✗,✗
<a href='https://hf.co/flax-community/nordic-roberta-wiki'>flax-community/nordic-roberta-wiki</a>,🔍,2.15,124647939,50265,512,✓,✗
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3.1-8B'>allenai/Llama-3.1-Tulu-3.1-8B</a>,📝,2.15,8030326784,128264,131072,✓,✗
<a href='https://hf.co/bineric/NorskGPT-Llama3-8b'>bineric/NorskGPT-Llama3-8b</a>,📝,2.15,8030261248,128256,8192,✗,✗
<a href='https://hf.co/senseable/WestLake-7B-v2'>senseable/WestLake-7B-v2</a>,🧠,2.16,7241732096,32000,4096,✗,✗
<a href='https://hf.co/Geotrend/bert-base-da-cased'>Geotrend/bert-base-da-cased</a>,🔍,2.16,103822851,23150,512,✓,✗
<a href='https://hf.co/NbAiLab/nb-bert-ncc-male2female'>NbAiLab/nb-bert-ncc-male2female</a>,🔍,2.17,177975035,119547,512,✓,✗
<a href='https://hf.co/mistralai/Voxtral-Mini-3B-2507'>mistralai/Voxtral-Mini-3B-2507</a>,📝,2.17,4676271104,131072,,✓,✗
<a href='https://hf.co/mistralai/Ministral-8B-Instruct-2410'>mistralai/Ministral-8B-Instruct-2410</a>,📝,2.17,8019808256,131072,32768,✓,✗
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,2.17,4300079472,262144,,✓,✗
<a href='https://hf.co/allenai/OLMo-2-1124-13B'>allenai/OLMo-2-1124-13B</a>,🧠,2.18,13716198400,100352,4096,✓,✗
<a href='https://hf.co/jonfd/electra-small-nordic'>jonfd/electra-small-nordic</a>,🔍,2.18,21944195,96105,128,✓,✗
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B</a>,🤔,2.18,4022468096,151936,40960,✓,✗
mhenrichsen/danskgpt-chat-v2.1,📝,2.18,,32002,32768,✓,✗
<a href='https://hf.co/CohereForAI/aya-23-8B'>CohereForAI/aya-23-8B</a>,📝,2.19,8028033024,256000,8192,✗,✗
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,2.19,8053338176,131072,65536,✓,✗
<a href='https://hf.co/tiiuae/Falcon3-10B-Base'>tiiuae/Falcon3-10B-Base</a>,🧠,2.19,10305653760,131072,32768,✓,✗
<a href='https://hf.co/ibm-granite/granite-34b-code-base'>ibm-granite/granite-34b-code-base</a>,🧠,2.20,33715603456,49152,8192,✓,✗
<a href='https://hf.co/merge-crew/da-sv-dare-ties-density-0.6'>merge-crew/da-sv-dare-ties-density-0.6 (val)</a>,🧠,2.20,7241732096,32000,32768,✓,✓
<a href='https://hf.co/merge-crew/da-sv-ties'>merge-crew/da-sv-ties (val)</a>,🧠,2.20,7241732096,32000,32768,✓,✓
<a href='https://hf.co/ibm-granite/granite-3.0-8b-instruct'>ibm-granite/granite-3.0-8b-instruct</a>,📝,2.21,8170848256,49155,4096,✓,✗
<a href='https://hf.co/allenai/OLMo-2-1124-13B-Instruct'>allenai/OLMo-2-1124-13B-Instruct</a>,📝,2.21,13716198400,100352,4096,✓,✗
<a href='https://hf.co/tiiuae/Falcon3-7B-Instruct'>tiiuae/Falcon3-7B-Instruct</a>,📝,2.21,7455550464,131072,32768,✓,✗
<a href='https://hf.co/birgermoell/BeagleCatMunin-Flashback-Bellman'>birgermoell/BeagleCatMunin-Flashback-Bellman (val)</a>,🧠,2.21,7241732096,32000,32768,✗,✓
<a href='https://hf.co/AI-Sweden-Models/Llama-3-8B'>AI-Sweden-Models/Llama-3-8B</a>,🧠,2.21,8030261248,128256,8192,✓,✗
<a href='https://hf.co/google/gemma-7b'>google/gemma-7b</a>,🧠,2.21,8537680896,256000,8192,✓,✗
<a href='https://hf.co/Mabeck/Heidrun-Mistral-7B-base'>Mabeck/Heidrun-Mistral-7B-base</a>,🧠,2.22,7241732096,32000,32768,✓,✗
<a href='https://hf.co/timpal0l/BeagleCatMunin2'>timpal0l/BeagleCatMunin2 (val)</a>,🧠,2.22,7241732096,32000,32768,✗,✓
<a href='https://hf.co/ibm-granite/granite-34b-code-instruct'>ibm-granite/granite-34b-code-instruct</a>,📝,2.22,33715603456,49152,8192,✓,✗
<a href='https://ollama.com/library/gemma3:4b-it-q4_K_M'>ollama_chat/gemma3:4b-it-q4_K_M</a>,📝,2.22,,,,✓,✗
<a href='https://hf.co/birgermoell/WestLake-Munin-Cat-NorskGPT'>birgermoell/WestLake-Munin-Cat-NorskGPT (val)</a>,🧠,2.23,7241732096,32000,32768,✗,✓
<a href='https://hf.co/alpindale/Mistral-7B-v0.2-hf'>alpindale/Mistral-7B-v0.2-hf</a>,🧠,2.23,7241732096,32000,32768,✓,✗
<a href='https://hf.co/birgermoell/Munin-NeuralBeagle-NorskGPT'>birgermoell/Munin-NeuralBeagle-NorskGPT (val)</a>,🧠,2.23,7241732096,32000,32768,✗,✓
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,2.24,4300079472,262144,,✓,✗
<a href='https://hf.co/RuterNorway/Llama-2-13b-chat-norwegian'>RuterNorway/Llama-2-13b-chat-norwegian</a>,📝,2.24,13015866880,32000,4096,✗,✗
<a href='https://hf.co/jhu-clsp/bernice'>jhu-clsp/bernice</a>,🔍,2.24,277749507,250000,128,✓,✗
<a href='https://hf.co/microsoft/xlm-align-base'>microsoft/xlm-align-base</a>,🔍,2.26,278045955,250002,512,✓,✗
<a href='https://hf.co/ThatsGroes/munin-SkoleGPTOpenOrca-7b-16bit'>ThatsGroes/munin-SkoleGPTOpenOrca-7b-16bit</a>,📝,2.26,7241748480,32002,32768,✗,✗
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,2.26,3606752256,128256,131072,✓,✗
<a href='https://hf.co/mistralai/Mistral-7B-v0.3'>mistralai/Mistral-7B-v0.3</a>,🧠,2.27,7248023552,32768,32768,✓,✗
<a href='https://hf.co/timpal0l/Mistral-7B-v0.1-flashback-v2-instruct'>timpal0l/Mistral-7B-v0.1-flashback-v2-instruct</a>,📝,2.27,7241732096,32000,32768,✓,✗
"<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (zero-shot, val)</a>",📝,2.28,,,1047576,✓,✗
<a href='https://hf.co/mhenrichsen/hestenettetLM'>mhenrichsen/hestenettetLM</a>,🧠,2.28,7241732096,32000,32768,✓,✗
<a href='https://ollama.com/library/hf.co'>ollama_chat/hf.co/google/gemma-3-4b-it-qat-q4_0-gguf</a>,📝,2.28,3880099328,,131072,✓,✗
<a href='https://hf.co/meta-llama/Llama-2-70b-chat-hf'>meta-llama/Llama-2-70b-chat-hf</a>,📝,2.28,68976653312,32000,4096,✓,✗
<a href='https://hf.co/AI-Sweden-Models/ModernBERT-large'>AI-Sweden-Models/ModernBERT-large</a>,🔍,2.29,395881664,50368,8192,✓,✗
<a href='https://hf.co/sentence-transformers/stsb-xlm-r-multilingual'>sentence-transformers/stsb-xlm-r-multilingual</a>,🔍,2.29,278045955,250002,512,✓,✗
<a href='https://hf.co/CohereForAI/c4ai-command-r-v01'>CohereForAI/c4ai-command-r-v01</a>,📝,2.30,34980831232,256000,8192,✗,✗
<a href='https://hf.co/mistralai/Mistral-7B-v0.1'>mistralai/Mistral-7B-v0.1</a>,🧠,2.30,7241732096,32000,4096,✓,✗
<a href='https://hf.co/sentence-transformers/paraphrase-xlm-r-multilingual-v1'>sentence-transformers/paraphrase-xlm-r-multilingual-v1</a>,🔍,2.30,278045955,250002,512,✓,✗
<a href='https://hf.co/bineric/NorskGPT-Mistral-7b'>bineric/NorskGPT-Mistral-7b</a>,📝,2.30,7241732096,32000,32768,✗,✗
<a href='https://hf.co/KennethEnevoldsen/munin_mistral-7b'>KennethEnevoldsen/munin_mistral-7b (val)</a>,🧠,2.30,7241732096,32000,32768,✗,✓
<a href='https://hf.co/danish-foundation-models/munin-7b-alpha'>danish-foundation-models/munin-7b-alpha</a>,🧠,2.33,7241732096,32000,32768,✓,✗
<a href='https://hf.co/ltg/norbert3-base'>ltg/norbert3-base</a>,🔍,2.33,124032771,50000,512,✓,✗
<a href='https://hf.co/ibm-granite/granite-3.0-8b-base'>ibm-granite/granite-3.0-8b-base</a>,🧠,2.33,8170835968,49152,4096,✓,✗
<a href='https://hf.co/meta-llama/Llama-3.2-3B'>meta-llama/Llama-3.2-3B</a>,🧠,2.34,3212749824,128256,131073,✓,✗
<a href='https://hf.co/ibm-granite/granite-8b-code-instruct-4k'>ibm-granite/granite-8b-code-instruct-4k</a>,📝,2.35,8054910976,49152,4096,✓,✗
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_2-3t-tokens_llama'>TrustLLMeu/baseline-7-8b_2-3t-tokens_llama</a>,🧠,2.35,7799574528,100096,4096,✓,✗
<a href='https://hf.co/CohereForAI/aya-expanse-8b'>CohereForAI/aya-expanse-8b</a>,📝,2.35,8028033024,256000,8192,✗,✗
<a href='https://hf.co/microsoft/infoxlm-base'>microsoft/infoxlm-base</a>,🔍,2.35,278045955,250002,512,✓,✗
<a href='https://hf.co/Twitter/twhin-bert-large'>Twitter/twhin-bert-large</a>,🔍,2.35,561463811,250002,512,✓,✗
<a href='https://hf.co/meta-llama/Llama-2-7b-hf'>meta-llama/Llama-2-7b-hf</a>,📝,2.36,6738417664,32000,4096,✓,✗
<a href='https://hf.co/bineric/NorskGPT-Llama-13B-v0.1'>bineric/NorskGPT-Llama-13B-v0.1</a>,📝,2.36,13015864320,32000,4096,✗,✗
<a href='https://hf.co/clips/mfaq'>clips/mfaq</a>,🔍,2.36,278048259,250005,128,✓,✗
<a href='https://hf.co/Geotrend/distilbert-base-25lang-cased'>Geotrend/distilbert-base-25lang-cased</a>,🔍,2.37,108783363,84985,512,✓,✗
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-mpnet-base-v2'>sentence-transformers/paraphrase-multilingual-mpnet-base-v2</a>,🔍,2.37,278045955,250002,512,✓,✗
<a href='https://hf.co/ibm-granite/granite-8b-code-base-4k'>ibm-granite/granite-8b-code-base-4k</a>,🧠,2.37,8054910976,49152,4096,✓,✗
<a href='https://hf.co/mlabonne/AlphaMonarch-7B'>mlabonne/AlphaMonarch-7B (val)</a>,📝,2.37,7241732096,32000,8192,✗,✓
<a href='https://hf.co/distilbert/distilbert-base-multilingual-cased'>distilbert/distilbert-base-multilingual-cased</a>,🔍,2.38,135326979,119547,512,✓,✗
<a href='https://hf.co/meta-llama/Llama-4-Scout-17B-16E'>meta-llama/Llama-4-Scout-17B-16E</a>,📝,2.38,108641793536,200000,,✓,✗
<a href='https://hf.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5</a>,🧠,2.40,7241732096,32000,4096,✓,✗
<a href='https://hf.co/KBLab/roberta-base-swedish-cased'>KBLab/roberta-base-swedish-cased</a>,🔍,2.40,125980419,52000,514,✓,✗
<a href='https://hf.co/dbmdz/bert-base-historic-multilingual-cased'>dbmdz/bert-base-historic-multilingual-cased</a>,🔍,2.40,110619651,32000,512,✓,✗
<a href='https://hf.co/ibm-granite/granite-20b-code-base'>ibm-granite/granite-20b-code-base</a>,🧠,2.41,20066993152,49152,8192,✓,✗
<a href='https://hf.co/allenai/OLMo-2-1124-7B-Instruct'>allenai/OLMo-2-1124-7B-Instruct</a>,📝,2.43,7298617344,100352,4096,✓,✗
<a href='https://hf.co/lightonai/alfred-40b-1023'>lightonai/alfred-40b-1023</a>,📝,2.44,,65024,,✓,✗
<a href='https://hf.co/Geotrend/distilbert-base-en-da-cased'>Geotrend/distilbert-base-en-da-cased</a>,🔍,2.44,68652291,32731,512,✓,✗
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_1t-tokens_llama'>TrustLLMeu/baseline-7-8b_1t-tokens_llama</a>,🧠,2.44,7799574528,100096,4096,✓,✗
<a href='https://hf.co/tollefj/nordavind-7b-instruct-warm'>tollefj/nordavind-7b-instruct-warm</a>,📝,2.44,7248023552,32768,2048,✗,✗
<a href='https://hf.co/LumiOpen/Viking-33B'>LumiOpen/Viking-33B1000B</a>,🧠,2.44,33119034368,131072,4099,✓,✗
<a href='https://hf.co/Geotrend/distilbert-base-en-fr-de-no-da-cased'>Geotrend/distilbert-base-en-fr-de-no-da-cased</a>,🔍,2.44,75548163,41710,512,✓,✗
<a href='https://hf.co/mistralai/Mistral-7B-Instruct-v0.1'>mistralai/Mistral-7B-Instruct-v0.1</a>,📝,2.44,7241732096,32000,4096,✓,✗
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,2.45,7768117248,256000,8192,✓,✗
<a href='https://hf.co/neph1/bellman-7b-mistral-instruct-v0.2'>neph1/bellman-7b-mistral-instruct-v0.2</a>,📝,2.45,7241732096,32000,32768,✗,✗
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B-Base'>HuggingFaceTB/SmolLM3-3B-Base</a>,🧠,2.45,3075098624,128256,65536,✓,✗
<a href='https://hf.co/allenai/OLMo-2-1124-7B'>allenai/OLMo-2-1124-7B</a>,🧠,2.46,7298617344,100352,4096,✓,✗
<a href='https://hf.co/Geotrend/distilbert-base-da-cased'>Geotrend/distilbert-base-da-cased</a>,🔍,2.46,61294083,23150,512,✓,✗
<a href='https://hf.co/Geotrend/distilbert-base-en-no-cased'>Geotrend/distilbert-base-en-no-cased</a>,🔍,2.46,68913411,33071,512,✓,✗
<a href='https://hf.co/meta-llama/Llama-2-13b-chat-hf'>meta-llama/Llama-2-13b-chat-hf</a>,📝,2.46,13015866880,32000,4096,✓,✗
<a href='https://hf.co/ibm-granite/granite-3.0-2b-instruct'>ibm-granite/granite-3.0-2b-instruct</a>,📝,2.46,2634201088,49155,4097,✓,✗
<a href='https://hf.co/MaLA-LM/emma-500-llama2-7b'>MaLA-LM/emma-500-llama2-7b</a>,🧠,2.47,6738415616,32000,4096,✓,✗
<a href='https://hf.co/tiiuae/Falcon3-7B-Base'>tiiuae/Falcon3-7B-Base</a>,🧠,2.47,7455550464,131072,32768,✓,✗
<a href='https://hf.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct</a>,📝,2.47,3212749824,128256,131072,✓,✗
<a href='https://hf.co/allenai/OLMo-1.7-7B-hf'>allenai/OLMo-1.7-7B-hf</a>,🧠,2.48,6888095744,50304,4096,✓,✗
<a href='https://hf.co/google/gemma-2-2b-it'>google/gemma-2-2b-it</a>,📝,2.48,2614341888,256000,8192,✓,✗
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking</a>,📝,2.49,2031739904,151936,40960,✓,✗
<a href='https://hf.co/Addedk/mbert-swedish-distilled-cased'>Addedk/mbert-swedish-distilled-cased</a>,🔍,2.49,135328515,119547,512,✓,✗
<a href='https://hf.co/flax-community/swe-roberta-wiki-oscar'>flax-community/swe-roberta-wiki-oscar</a>,🔍,2.49,124646146,50265,514,✓,✗
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2'>sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2</a>,🔍,2.50,117654915,250037,512,✓,✗
<a href='https://hf.co/neuralmagic/Sparse-Llama-3.1-8B-2of4'>neuralmagic/Sparse-Llama-3.1-8B-2of4</a>,🧠,2.50,8030261248,128256,131072,✓,✗
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-40b'>AI-Sweden-Models/gpt-sw3-40b</a>,🧠,2.50,39926513664,64000,2048,✓,✗
<a href='https://hf.co/01-ai/Yi-1.5-6B'>01-ai/Yi-1.5-6B</a>,🧠,2.50,6061035520,64000,4097,✓,✗
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-5-haiku-20241022 (zero-shot, val)</a>",📝,2.51,,,200000,✓,✗
<a href='https://hf.co/tiiuae/falcon-11B'>tiiuae/falcon-11B</a>,📝,2.52,11102822400,65024,8192,✓,✗
<a href='https://hf.co/norallm/normistral-7b-warm'>norallm/normistral-7b-warm</a>,🧠,2.52,7248023552,32768,2048,✓,✗
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B</a>,🤔,2.53,2031739904,151936,40960,✓,✗
"<a href='https://platform.openai.com/docs/models/gpt-5-nano'>gpt-5-nano-2025-08-07#minimal (zero-shot, val)</a>",🤔,2.54,,100256,272000,✓,✗
<a href='https://hf.co/KBLab/sentence-bert-swedish-cased'>KBLab/sentence-bert-swedish-cased</a>,🔍,2.55,124691456,50325,512,✓,✗
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-20b'>AI-Sweden-Models/gpt-sw3-20b</a>,🧠,2.55,20918423552,64000,2048,✓,✗
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B</a>,🤔,2.56,3075098624,128256,65536,✓,✗
<a href='https://hf.co/merge-crew/da-sv-dare-ties-density-0.3'>merge-crew/da-sv-dare-ties-density-0.3 (val)</a>,🧠,2.56,7241732096,32000,32768,✓,✓
<a href='https://hf.co/infly/OpenCoder-8B-Instruct'>infly/OpenCoder-8B-Instruct</a>,📝,2.56,7771262976,96640,8192,✓,✗
<a href='https://hf.co/microsoft/Phi-3-mini-4k-instruct'>microsoft/Phi-3-mini-4k-instruct</a>,📝,2.56,3821079552,32064,4096,✓,✗
<a href='https://hf.co/ibm-granite/granite-20b-code-instruct'>ibm-granite/granite-20b-code-instruct</a>,📝,2.56,20066993152,49152,8192,✓,✗
<a href='https://hf.co/emillykkejensen/Phi-3-mini-4k-instruct-dansk'>emillykkejensen/Phi-3-mini-4k-instruct-dansk</a>,📝,2.56,3821079552,32064,4096,✗,✗
<a href='https://hf.co/TildeAI/TildeOpen-30b'>TildeAI/TildeOpen-30b#slow-tokenizer</a>,🧠,2.56,30677882880,131072,65536,✓,✗
<a href='https://hf.co/bineric/NorskGPT-Llama-7B-v0.1'>bineric/NorskGPT-Llama-7B-v0.1</a>,📝,2.56,6738415616,32000,4096,✗,✗
<a href='https://hf.co/norallm/normistral-7b-warm-instruct'>norallm/normistral-7b-warm-instruct</a>,📝,2.57,,32768,2048,✓,✗
<a href='https://hf.co/NorwAI/NorwAI-Mistral-7B'>NorwAI/NorwAI-Mistral-7B</a>,🧠,2.57,7536586752,67993,4096,✓,✗
<a href='https://hf.co/TurkuNLP/finnish-modernbert-base'>TurkuNLP/finnish-modernbert-base</a>,🔍,2.58,143404800,42240,16000,✓,✗
<a href='https://hf.co/KennethEnevoldsen/dfm-sentence-encoder-small'>KennethEnevoldsen/dfm-sentence-encoder-small</a>,🔍,2.59,21944195,96105,128,✓,✗
<a href='https://hf.co/dbmdz/bert-medium-historic-multilingual-cased'>dbmdz/bert-medium-historic-multilingual-cased</a>,🔍,2.59,42131459,32000,512,✓,✗
<a href='https://hf.co/vesteinn/DanskBERT'>vesteinn/DanskBERT</a>,🔍,2.59,124548012,50005,514,✓,✗
<a href='https://hf.co/meta-llama/Llama-2-7b-chat-hf'>meta-llama/Llama-2-7b-chat-hf</a>,📝,2.60,6738417664,32000,4096,✓,✗
<a href='https://hf.co/google/gemma-2-2b'>google/gemma-2-2b</a>,🧠,2.63,2614341888,256000,8192,✓,✗
<a href='https://hf.co/stabilityai/stablelm-2-1_6b'>stabilityai/stablelm-2-1_6b</a>,🧠,2.64,1644515328,100352,4096,✓,✗
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-6.7b-v2'>AI-Sweden-Models/gpt-sw3-6.7b-v2</a>,🧠,2.64,7111057408,64000,2048,✓,✗
<a href='https://hf.co/ltg/norbert3-small'>ltg/norbert3-small</a>,🔍,2.64,40635267,50000,512,✓,✗
<a href='https://hf.co/KennethEnevoldsen/dfm-sentence-encoder-medium'>KennethEnevoldsen/dfm-sentence-encoder-medium</a>,🔍,2.65,124448259,50005,514,✓,✗
<a href='https://hf.co/mistralai/Mistral-7B-Instruct-v0.2'>mistralai/Mistral-7B-Instruct-v0.2</a>,📝,2.65,7241732096,32000,32768,✗,✗
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,2.65,1235814400,128256,131073,✓,✗
<a href='https://hf.co/ibm-granite/granite-3b-code-base-2k'>ibm-granite/granite-3b-code-base-2k</a>,🧠,2.65,3482503680,49152,2048,✓,✗
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,2.66,1543714304,151936,32768,✓,✗
<a href='https://hf.co/mideind/IceBERT-xlmr-ic3'>mideind/IceBERT-xlmr-ic3</a>,🔍,2.66,278545702,250002,514,✓,✗
<a href='https://hf.co/HPLT/gpt-33b-nordic-prerelease'>HPLT/gpt-33b-nordic-prerelease</a>,🧠,2.66,33119034368,131072,4099,✓,✗
<a href='https://hf.co/NorwAI/NorwAI-Llama2-7B'>NorwAI/NorwAI-Llama2-7B</a>,🧠,2.67,7033270272,67993,4096,✓,✗
<a href='https://hf.co/ibm-granite/granite-3.0-2b-base'>ibm-granite/granite-3.0-2b-base</a>,🧠,2.67,2533525504,49152,4097,✓,✗
<a href='https://hf.co/Qwen/Qwen1.5-4B-Chat'>Qwen/Qwen1.5-4B-Chat</a>,📝,2.68,3950369280,151936,32768,✗,✗
<a href='https://hf.co/LumiOpen/Viking-13B'>LumiOpen/Viking-13B</a>,🧠,2.69,14030361600,131072,4096,✓,✗
<a href='https://hf.co/sentence-transformers/quora-distilbert-multilingual'>sentence-transformers/quora-distilbert-multilingual</a>,🔍,2.71,135326979,119547,512,✓,✗
<a href='https://hf.co/vesteinn/XLMR-ENIS'>vesteinn/XLMR-ENIS</a>,🔍,2.71,124548012,50005,514,✓,✗
<a href='https://hf.co/ltg/norbert2'>ltg/norbert2</a>,🔍,2.71,125165498,50104,512,✓,✗
<a href='https://hf.co/sentence-transformers/distilbert-multilingual-nli-stsb-quora-ranking'>sentence-transformers/distilbert-multilingual-nli-stsb-quora-ranking</a>,🔍,2.71,135326979,119547,512,✓,✗
<a href='https://hf.co/ibm-granite/granite-3.0-3b-a800m-instruct'>ibm-granite/granite-3.0-3b-a800m-instruct</a>,📝,2.72,3374295552,49155,4096,✓,✗
<a href='https://hf.co/ibm-granite/granite-7b-base'>ibm-granite/granite-7b-base</a>,🧠,2.72,6738415616,32000,2048,✓,✗
