<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#thinking (zero-shot, val)</a>",🤔,1.96@@1.96,?,256128.0,1048576.0,✓,✗,76.98 ± 1.22 / 74.90 ± 1.35@@76.98,58.53 ± 2.35 / 45.11 ± 2.63@@58.53,56.05 ± 2.04 / 77.79 ± 1.06@@56.05,47.78 ± 0.85 / 25.48 ± 1.49@@47.78,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-30B-A3B'>Qwen/Qwen3-30B-A3B#no-thinking</a>,📝,1.98@@1.98,30532122624.0,151936.0,40960.0,✓,✗,92.12 ± 0.58 / 93.52 ± 0.50@@92.12,53.46 ± 1.01 / 39.11 ± 1.72@@53.46,45.94 ± 1.16 / 72.81 ± 0.53@@45.94,50.86 ± 0.76 / 25.49 ± 0.51@@50.86,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/CYFRAGOVPL/Llama-PLLuM-70B-base'>CYFRAGOVPL/Llama-PLLuM-70B-base</a>,🧠,1.99@@1.99,70553706496.0,128256.0,131072.0,✓,✗,74.15 ± 1.70 / 79.57 ± 1.51@@74.15,52.74 ± 2.71 / 35.92 ± 3.30@@52.74,45.39 ± 2.12 / 72.17 ± 1.30@@45.39,60.34 ± 2.07 / 35.22 ± 1.45@@60.34,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B</a>,📝,1.99@@1.99,14765947904.0,151665.0,131072.0,✓,✗,92.34 ± 0.92 / 93.36 ± 0.88@@92.34,52.66 ± 0.84 / 39.66 ± 1.81@@52.66,46.00 ± 1.43 / 72.82 ± 0.74@@46.00,49.35 ± 1.17 / 24.99 ± 0.49@@49.35,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-7-sonnet-20250219#no-thinking (zero-shot, val)</a>",📝,2.00@@2.00,?,?,200000.0,✓,✗,86.92 ± 1.50 / 87.77 ± 1.40@@86.92,44.75 ± 2.30 / 34.77 ± 2.31@@44.75,63.65 ± 2.19 / 81.61 ± 1.18@@63.65,43.38 ± 0.90 / 22.66 ± 1.36@@43.38,16.3.0.dev0@@160300,16.2.2.dev0@@160202,16.3.0.dev0@@160300,16.2.2.dev0@@160202
<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it</a>,📝,2.01@@2.01,27432406640.0,262144.0,8192.0,✓,✗,87.97 ± 1.44 / 88.82 ± 1.68@@87.97,53.61 ± 1.43 / 45.27 ± 1.83@@53.61,49.44 ± 0.62 / 74.62 ± 0.33@@49.44,46.86 ± 1.34 / 21.02 ± 1.20@@46.86,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/setu4993/LaBSE'>setu4993/LaBSE</a>,🔍,2.02@@2.02,470927360.0,501153.0,512.0,✓,✗,92.49 ± 0.81 / 95.37 ± 0.49@@92.49,75.85 ± 2.05 / 73.55 ± 1.73@@75.85,30.49 ± 9.62 / 64.18 ± 4.58@@30.49,36.69 ± 2.51 / 19.26 ± 1.86@@36.69,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B</a>,🤔,2.03@@2.03,8190735360.0,151936.0,40960.0,✓,✗,88.85 ± 1.17 / 89.81 ± 1.13@@88.85,61.57 ± 0.89 / 44.83 ± 2.30@@61.57,38.14 ± 2.04 / 68.66 ± 1.07@@38.14,48.26 ± 1.23 / 24.39 ± 0.67@@48.26,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
"<a href='https://platform.openai.com/docs/models/gpt-4.1'>gpt-4.1-2025-04-14 (zero-shot, val)</a>",📝,2.03@@2.03,?,?,1047576.0,✓,✗,79.01 ± 1.98 / 77.59 ± 2.30@@79.01,57.14 ± 1.38 / 40.04 ± 1.23@@57.14,53.77 ± 3.46 / 75.59 ± 1.92@@53.77,42.04 ± 0.63 / 20.07 ± 1.22@@42.04,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#medium</a>,🤔,2.05@@2.05,21511953984.0,201088.0,131072.0,✓,✗,85.70 ± 1.28 / 86.56 ± 1.42@@85.70,61.22 ± 1.33 / 49.65 ± 1.52@@61.22,43.46 ± 1.75 / 70.83 ± 0.97@@43.46,44.82 ± 0.34 / 21.58 ± 0.23@@44.82,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/google/gemma-3-12b-it'>google/gemma-3-12b-it</a>,📝,2.05@@2.05,12187325040.0,262144.0,8192.0,✓,✗,89.46 ± 1.49 / 90.53 ± 1.70@@89.46,56.66 ± 0.89 / 39.75 ± 2.19@@56.66,42.51 ± 1.43 / 70.21 ± 1.19@@42.51,46.91 ± 1.19 / 21.87 ± 0.66@@46.91,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/microsoft/mdeberta-v3-base'>microsoft/mdeberta-v3-base</a>,🔍,2.05@@2.05,278810882.0,251000.0,512.0,✓,✗,94.02 ± 0.30 / 96.27 ± 0.19@@94.02,55.89 ± 3.23 / 56.94 ± 2.56@@55.89,45.94 ± 2.64 / 70.75 ± 2.05@@45.94,40.06 ± 1.34 / 21.01 ± 0.84@@40.06,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#low</a>,🤔,2.06@@2.06,21511953984.0,201088.0,131072.0,✓,✗,88.89 ± 1.55 / 90.03 ± 1.59@@88.89,59.86 ± 1.85 / 50.03 ± 2.30@@59.86,41.30 ± 1.29 / 68.75 ± 0.66@@41.30,44.11 ± 0.64 / 19.82 ± 0.97@@44.11,16.6.0.dev0@@160600,16.6.0.dev0@@160600,16.6.0.dev0@@160600,16.6.0.dev0@@160600
<a href='https://hf.co/google/rembert'>google/rembert</a>,🔍,2.06@@2.06,575922690.0,250300.0,512.0,✓,✗,96.37 ± 0.49 / 97.59 ± 0.32@@96.37,65.88 ± 1.90 / 65.43 ± 1.31@@65.88,19.47 ± 13.25 / 53.20 ± 10.67@@19.47,53.11 ± 2.04 / 30.98 ± 1.67@@53.11,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07 (zero-shot, val)</a>",🤔,2.07@@2.07,?,100256.0,272000.0,✓,✗,79.09 ± 1.41 / 77.63 ± 1.18@@79.09,58.15 ± 0.98 / 44.89 ± 1.62@@58.15,49.73 ± 2.59 / 74.16 ± 1.28@@49.73,45.10 ± 0.89 / 25.80 ± 1.25@@45.10,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B#no-thinking</a>,📝,2.09@@2.09,8190735360.0,151936.0,40960.0,✓,✗,92.97 ± 0.72 / 94.19 ± 0.66@@92.97,49.31 ± 0.57 / 38.04 ± 1.86@@49.31,37.38 ± 1.41 / 67.16 ± 1.13@@37.38,53.51 ± 1.99 / 28.70 ± 1.19@@53.51,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen3-Next-80B-A3B-Thinking'>Qwen/Qwen3-Next-80B-A3B-Thinking</a>,🤔,2.11@@2.11,81324862720.0,151936.0,262144.0,✓,✗,85.31 ± 0.85 / 85.57 ± 0.98@@85.31,68.95 ± 1.04 / 57.42 ± 1.59@@68.95,34.58 ± 1.91 / 60.86 ± 1.24@@34.58,40.41 ± 0.49 / 23.15 ± 0.49@@40.41,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,2.11@@2.11,30532122624.0,151936.0,262144.0,✓,✗,90.10 ± 1.17 / 91.13 ± 1.17@@90.10,49.73 ± 1.41 / 36.30 ± 2.05@@49.73,43.08 ± 1.26 / 71.44 ± 0.62@@43.08,49.54 ± 0.78 / 24.76 ± 0.68@@49.54,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,2.11@@2.11,?,128000.0,4096.0,✓,✗,80.33 ± 4.24 / 84.36 ± 3.63@@80.33,41.23 ± 1.64 / 33.05 ± 1.31@@41.23,36.12 ± 3.36 / 66.42 ± 2.93@@36.12,63.69 ± 2.14 / 39.09 ± 1.10@@63.69,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/CYFRAGOVPL/Llama-PLLuM-8B-instruct'>CYFRAGOVPL/Llama-PLLuM-8B-instruct</a>,📝,2.13@@2.13,8030277632.0,128258.0,131072.0,✓,✗,95.76 ± 0.62 / 96.89 ± 0.45@@95.76,54.82 ± 0.96 / 49.02 ± 0.69@@54.82,27.20 ± 2.22 / 58.07 ± 1.59@@27.20,53.91 ± 1.69 / 33.77 ± 1.13@@53.91,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/CYFRAGOVPL/Llama-PLLuM-70B-base-250801'>CYFRAGOVPL/Llama-PLLuM-70B-base-250801</a>,🧠,2.13@@2.13,70553706496.0,128256.0,131072.0,✓,✗,89.82 ± 1.39 / 92.00 ± 1.07@@89.82,61.67 ± 1.79 / 56.23 ± 1.35@@61.67,46.08 ± 2.54 / 72.52 ± 1.24@@46.08,33.80 ± 2.62 / 2.21 ± 1.76@@33.80,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-5-haiku-20241022 (zero-shot, val)</a>",📝,2.14@@2.14,?,?,200000.0,✓,✗,84.85 ± 1.80 / 85.86 ± 1.55@@84.85,41.66 ± 2.45 / 27.16 ± 1.76@@41.66,53.53 ± 3.14 / 76.69 ± 1.56@@53.53,45.66 ± 0.78 / 20.56 ± 1.10@@45.66,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/meta-llama/Llama-3.1-8B'>meta-llama/Llama-3.1-8B</a>,🧠,2.14@@2.14,8030261248.0,128256.0,131072.0,✓,✗,94.70 ± 0.96 / 95.78 ± 0.83@@94.70,45.89 ± 0.73 / 36.57 ± 1.71@@45.89,28.09 ± 3.27 / 61.18 ± 2.92@@28.09,61.78 ± 1.87 / 38.12 ± 1.29@@61.78,16.5.0.dev0@@160500,16.2.2.dev0@@160202,16.5.0.dev0@@160500,16.2.2.dev0@@160202
"<a href='https://platform.openai.com/docs/models/gpt-4.1-mini'>gpt-4.1-mini-2025-04-14 (zero-shot, val)</a>",📝,2.19@@2.19,?,?,1047576.0,✓,✗,77.53 ± 1.25 / 75.56 ± 1.34@@77.53,47.75 ± 2.14 / 28.99 ± 1.15@@47.75,51.56 ± 2.58 / 75.70 ± 1.28@@51.56,44.77 ± 0.78 / 23.45 ± 1.38@@44.77,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-haiku-4-5-20251001 (zero-shot, val)</a>",🤔,2.20@@2.20,?,?,200000.0,✓,✗,80.13 ± 1.82 / 79.81 ± 1.88@@80.13,54.36 ± 1.82 / 47.50 ± 2.11@@54.36,39.46 ± 3.59 / 67.31 ± 1.89@@39.46,46.57 ± 0.79 / 17.66 ± 1.19@@46.57,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/zai-org/GLM-4.5-Air'>zai-org/GLM-4.5-Air#no-thinking</a>,📝,2.20@@2.20,110468824832.0,151552.0,131072.0,✓,✗,86.16 ± 1.16 / 87.79 ± 1.09@@86.16,56.62 ± 1.62 / 50.96 ± 1.83@@56.62,47.87 ± 2.33 / 73.71 ± 1.33@@47.87,33.09 ± 2.65 / 0.02 ± 0.02@@33.09,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/speakleash/Bielik-11B-v2'>speakleash/Bielik-11B-v2</a>,🧠,2.21@@2.21,11168796672.0,32128.0,32768.0,✓,✗,81.22 ± 3.73 / 83.94 ± 3.50@@81.22,49.15 ± 1.02 / 36.42 ± 3.13@@49.15,24.30 ± 8.61 / 50.37 ± 8.12@@24.30,62.70 ± 2.41 / 38.68 ± 1.46@@62.70,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,2.21@@2.21,10731524096.0,32000.0,4096.0,✓,✗,88.90 ± 3.50 / 90.01 ± 3.93@@88.90,48.84 ± 1.26 / 36.60 ± 1.83@@48.84,16.89 ± 5.05 / 46.75 ± 6.85@@16.89,63.61 ± 2.67 / 39.55 ± 1.65@@63.61,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/CYFRAGOVPL/PLLuM-8x7B-base'>CYFRAGOVPL/PLLuM-8x7B-base</a>,🧠,2.23@@2.23,46702792704.0,32000.0,32768.0,✓,✗,89.64 ± 3.16 / 91.80 ± 2.47@@89.64,40.08 ± 1.21 / 32.69 ± 1.22@@40.08,28.78 ± 8.57 / 55.83 ± 8.64@@28.78,58.81 ± 1.53 / 34.61 ± 1.27@@58.81,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/CYFRAGOVPL/Llama-PLLuM-8B-chat'>CYFRAGOVPL/Llama-PLLuM-8B-chat</a>,📝,2.24@@2.24,8030277632.0,128258.0,131072.0,✓,✗,95.53 ± 0.75 / 96.65 ± 0.56@@95.53,52.57 ± 1.09 / 47.85 ± 0.93@@52.57,21.98 ± 2.58 / 57.45 ± 1.88@@21.98,49.89 ± 2.22 / 28.36 ± 0.95@@49.89,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,2.25@@2.25,8030261248.0,128256.0,131072.0,✓,✗,94.30 ± 0.57 / 95.41 ± 0.44@@94.30,43.82 ± 1.13 / 29.93 ± 1.22@@43.82,24.83 ± 2.02 / 58.19 ± 1.35@@24.83,55.38 ± 1.27 / 29.70 ± 1.20@@55.38,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/google/gemma-3n-E4B-it'>google/gemma-3n-E4B-it</a>,📝,2.25@@2.25,7849978192.0,262400.0,8192.0,✓,✗,90.08 ± 0.61 / 91.60 ± 0.56@@90.08,52.75 ± 0.74 / 35.69 ± 1.54@@52.75,32.13 ± 2.06 / 64.57 ± 1.48@@32.13,46.33 ± 0.98 / 21.92 ± 0.56@@46.33,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B</a>,🤔,2.28@@2.28,4022468096.0,151936.0,40960.0,✓,✗,84.22 ± 1.18 / 84.52 ± 1.49@@84.22,51.30 ± 1.09 / 34.02 ± 1.88@@51.30,33.75 ± 1.24 / 66.55 ± 0.73@@33.75,45.97 ± 0.57 / 24.79 ± 0.60@@45.97,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/zai-org/GLM-4.5-Air'>zai-org/GLM-4.5-Air#thinking</a>,🤔,2.29@@2.29,110468824832.0,151552.0,131072.0,✓,✗,91.40 ± 0.96 / 92.40 ± 0.88@@91.40,59.69 ± 1.30 / 50.34 ± 1.99@@59.69,46.23 ± 1.87 / 72.82 ± 0.96@@46.23,23.62 ± 0.67 / 0.00 ± 0.00@@23.62,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT</a>,📝,2.29@@2.29,8030326784.0,128264.0,131072.0,✓,✗,90.36 ± 1.11 / 92.17 ± 0.88@@90.36,46.19 ± 1.18 / 37.04 ± 1.79@@46.19,17.06 ± 2.25 / 47.74 ± 1.21@@17.06,60.94 ± 2.19 / 33.75 ± 1.51@@60.94,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,2.30@@2.30,22637328384.0,128000.0,4096.0,✓,✗,85.21 ± 1.17 / 86.25 ± 1.33@@85.21,38.79 ± 0.99 / 26.99 ± 1.69@@38.79,31.50 ± 4.11 / 60.77 ± 3.73@@31.50,58.18 ± 1.45 / 31.58 ± 0.68@@58.18,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#no-thinking (zero-shot, val)</a>",📝,2.31@@2.31,?,256128.0,1048576.0,✓,✗,77.33 ± 1.71 / 75.18 ± 2.02@@77.33,49.46 ± 1.19 / 31.11 ± 1.46@@49.46,42.56 ± 3.04 / 69.01 ± 1.74@@42.56,43.10 ± 1.13 / 20.62 ± 1.49@@43.10,16.3.0.dev0@@160300,16.2.2.dev0@@160202,16.3.0.dev0@@160300,16.2.2.dev0@@160202
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct</a>,📝,2.31@@2.31,8030261248.0,128256.0,131072.0,✓,✗,91.64 ± 0.97 / 92.76 ± 0.92@@91.64,47.55 ± 1.09 / 35.37 ± 1.24@@47.55,22.51 ± 2.28 / 58.94 ± 1.74@@22.51,53.55 ± 1.49 / 27.29 ± 1.49@@53.55,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking</a>,📝,2.32@@2.32,4022468096.0,151936.0,40960.0,✓,✗,88.22 ± 1.09 / 89.97 ± 1.05@@88.22,44.41 ± 0.73 / 28.46 ± 1.90@@44.41,31.70 ± 1.38 / 65.63 ± 0.69@@31.70,50.02 ± 1.38 / 27.24 ± 0.72@@50.02,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/intfloat/multilingual-e5-base'>intfloat/multilingual-e5-base</a>,🔍,2.32@@2.32,278044162.0,250002.0,512.0,✓,✗,92.56 ± 0.99 / 95.52 ± 0.63@@92.56,72.25 ± 1.14 / 71.20 ± 1.03@@72.25,22.32 ± 8.48 / 58.86 ± 3.63@@22.32,27.95 ± 1.53 / 12.47 ± 1.45@@27.95,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,2.35@@2.35,70599864480.0,131072.0,65536.0,✗,✗,86.81 ± 0.80 / 87.52 ± 0.92@@86.81,36.64 ± 1.63 / 20.46 ± 1.49@@36.64,41.88 ± 2.04 / 70.08 ± 1.40@@41.88,47.69 ± 1.57 / 22.41 ± 0.73@@47.69,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-4B-Instruct-2507'>Qwen/Qwen3-4B-Instruct-2507</a>,📝,2.36@@2.36,4022468096.0,151936.0,262144.0,✓,✗,81.20 ± 1.00 / 80.79 ± 1.44@@81.20,43.61 ± 1.22 / 26.78 ± 2.05@@43.61,35.12 ± 1.45 / 66.61 ± 0.80@@35.12,49.97 ± 0.86 / 25.76 ± 0.64@@49.97,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct</a>,📝,2.39@@2.39,4757260288.0,32000.0,32768.0,✓,✗,80.54 ± 0.97 / 79.34 ± 1.43@@80.54,45.82 ± 0.50 / 32.53 ± 1.47@@45.82,31.14 ± 1.57 / 62.93 ± 1.24@@31.14,48.10 ± 1.59 / 25.83 ± 0.64@@48.10,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#high</a>,🤔,2.39@@2.39,21511953984.0,201088.0,131072.0,✓,✗,83.91 ± 1.28 / 85.34 ± 1.34@@83.91,47.25 ± 1.75 / 38.54 ± 1.67@@47.25,38.34 ± 1.81 / 68.62 ± 0.94@@38.34,40.87 ± 0.51 / 22.65 ± 0.26@@40.87,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2</a>,🤔,2.40@@2.40,8888227328.0,131072.0,131072.0,✓,✗,80.89 ± 0.74 / 80.00 ± 1.06@@80.89,49.75 ± 0.81 / 34.20 ± 1.44@@49.75,31.54 ± 0.79 / 65.73 ± 0.40@@31.54,44.50 ± 1.04 / 24.86 ± 0.62@@44.50,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct</a>,📝,2.41@@2.41,9152319488.0,128000.0,4096.0,✗,✗,85.04 ± 1.71 / 85.82 ± 2.24@@85.04,36.92 ± 1.21 / 22.90 ± 1.31@@36.92,25.73 ± 2.34 / 60.77 ± 2.49@@25.73,57.29 ± 2.26 / 32.08 ± 1.30@@57.29,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,2.43@@2.43,140642306.0,256000.0,8192.0,✓,✗,88.85 ± 2.67 / 92.95 ± 1.72@@88.85,60.30 ± 3.05 / 60.10 ± 2.48@@60.30,36.50 ± 6.57 / 68.04 ± 3.27@@36.50,19.61 ± 4.39 / 7.01 ± 2.06@@19.61,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,2.44@@2.44,8053338176.0,131072.0,65536.0,✗,✗,83.53 ± 0.98 / 83.89 ± 1.26@@83.53,37.51 ± 1.33 / 23.37 ± 1.09@@37.51,32.63 ± 1.53 / 65.16 ± 0.90@@32.63,51.11 ± 1.24 / 24.22 ± 1.36@@51.11,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct</a>,📝,2.45@@2.45,32234279936.0,100352.0,4096.0,✗,✗,92.33 ± 0.77 / 93.73 ± 0.66@@92.33,45.65 ± 0.65 / 24.42 ± 0.73@@45.65,25.40 ± 0.68 / 62.02 ± 0.57@@25.40,42.70 ± 0.72 / 19.32 ± 0.51@@42.70,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,2.45@@2.45,4300079472.0,262144.0,8192.0,✓,✗,93.58 ± 1.86 / 94.81 ± 1.56@@93.58,35.03 ± 1.56 / 27.84 ± 1.80@@35.03,19.54 ± 1.71 / 55.82 ± 3.38@@19.54,57.77 ± 1.68 / 35.09 ± 1.58@@57.77,16.5.0.dev0@@160500,16.2.2.dev0@@160202,16.5.0.dev0@@160500,16.2.2.dev0@@160202
<a href='https://hf.co/CYFRAGOVPL/Llama-PLLuM-8B-base'>CYFRAGOVPL/Llama-PLLuM-8B-base</a>,🧠,2.48@@2.48,8030261248.0,128256.0,131072.0,✓,✗,91.17 ± 1.67 / 93.00 ± 1.31@@91.17,34.28 ± 0.84 / 27.35 ± 1.44@@34.28,9.83 ± 5.69 / 41.87 ± 4.46@@9.83,64.16 ± 2.04 / 38.07 ± 1.65@@64.16,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
