<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,2.68@@2.68,7768117248.0,256000.0,8192,✓,✗,36.37 ± 2.54 / 54.97 ± 2.05@@36.37,50.18 ± 2.61 / 50.18 ± 2.61@@50.18,7.86 ± 1.69 / 43.14 ± 2.42@@7.86,19.51 ± 0.46 / 0.06 ± 0.06@@19.51,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,2.72@@2.72,1543714304.0,151936.0,32768,✓,✗,31.41 ± 1.20 / 52.96 ± 1.11@@31.41,49.39 ± 1.05 / 49.39 ± 1.05@@49.39,9.36 ± 1.20 / 53.51 ± 1.16@@9.36,25.14 ± 1.10 / 2.37 ± 1.23@@25.14,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking</a>,📝,2.74@@2.74,3075098624.0,128256.0,65536,✓,✗,26.06 ± 1.65 / 47.42 ± 1.58@@26.06,54.66 ± 1.76 / 54.66 ± 1.76@@54.66,9.90 ± 0.94 / 53.96 ± 1.20@@9.90,24.77 ± 0.83 / 1.58 ± 0.59@@24.77,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,2.86@@2.86,3606752256.0,128256.0,131072,✓,✗,27.37 ± 2.23 / 48.07 ± 1.52@@27.37,54.74 ± 1.42 / 54.74 ± 1.42@@54.74,10.23 ± 3.40 / 45.61 ± 5.47@@10.23,13.81 ± 1.26 / 0.04 ± 0.05@@13.81,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,2.92@@2.92,7768117248.0,256000.0,8192,✓,✗,0.00 ± 0.00 / 16.56 ± 0.20@@0.00,50.49 ± 2.14 / 50.49 ± 2.14@@50.49,3.63 ± 2.06 / 34.44 ± 1.14@@3.63,58.67 ± 1.53 / 40.48 ± 1.66@@58.67,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct</a>,📝,2.92@@2.92,3212749824.0,128256.0,131072,✓,✗,26.37 ± 4.50 / 41.25 ± 5.15@@26.37,54.17 ± 1.14 / 54.17 ± 1.14@@54.17,4.07 ± 1.31 / 41.60 ± 3.19@@4.07,12.58 ± 1.37 / 0.12 ± 0.17@@12.58,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B</a>,📝,3.01@@3.01,2569272320.0,65536.0,128000,✗,✗,19.70 ± 1.48 / 41.65 ± 1.55@@19.70,49.74 ± 0.99 / 49.74 ± 0.99@@49.74,4.33 ± 1.76 / 49.46 ± 1.85@@4.33,22.43 ± 2.39 / 7.09 ± 1.89@@22.43,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.01@@3.01,751632384.0,151936.0,40960,✓,✗,21.85 ± 3.35 / 40.17 ± 4.43@@21.85,43.74 ± 2.06 / 43.74 ± 2.06@@43.74,3.47 ± 1.51 / 42.48 ± 5.17@@3.47,27.71 ± 1.76 / 14.77 ± 1.37@@27.71,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_2-3t-tokens_llama'>TrustLLMeu/baseline-7-8b_2-3t-tokens_llama</a>,🧠,3.02@@3.02,7799574528.0,100096.0,4096,✓,✗,0.75 ± 0.98 / 16.65 ± 0.25@@0.75,46.79 ± 4.74 / 46.79 ± 4.74@@46.79,0.86 ± 0.82 / 34.22 ± 1.04@@0.86,50.31 ± 1.00 / 34.58 ± 1.18@@50.31,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,3.12@@3.12,2424375168.0,99000.0,28723,✗,✗,21.38 ± 3.83 / 36.79 ± 5.60@@21.38,44.07 ± 2.14 / 44.07 ± 2.14@@44.07,3.51 ± 1.56 / 47.43 ± 2.94@@3.51,18.05 ± 0.68 / 0.08 ± 0.07@@18.05,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.25@@3.25,1235814400.0,128256.0,131072,✓,✗,17.31 ± 4.23 / 35.69 ± 3.82@@17.31,24.68 ± 3.49 / 24.68 ± 3.49@@24.68,0.31 ± 0.85 / 41.15 ± 4.14@@0.31,41.03 ± 1.95 / 26.64 ± 1.54@@41.03,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.29@@3.29,999885952.0,262144.0,32768,✓,✗,24.08 ± 2.00 / 46.38 ± 2.07@@24.08,36.40 ± 1.64 / 36.40 ± 1.64@@36.40,5.39 ± 1.75 / 49.63 ± 1.80@@5.39,13.47 ± 0.31 / 0.00 ± 0.00@@13.47,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.37@@3.37,999885952.0,262144.0,32768,✓,✗,14.54 ± 4.34 / 27.48 ± 3.97@@14.54,23.44 ± 2.23 / 23.44 ± 2.23@@23.44,1.43 ± 1.79 / 41.46 ± 4.30@@1.43,42.11 ± 1.53 / 26.79 ± 1.51@@42.11,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,3.58@@3.58,1235814400.0,128256.0,131072,✓,✗,7.92 ± 5.90 / 26.07 ± 5.96@@7.92,40.68 ± 1.74 / 40.68 ± 1.74@@40.68,0.39 ± 1.85 / 39.48 ± 3.32@@0.39,6.07 ± 1.17 / 0.00 ± 0.00@@6.07,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,3.67@@3.67,2611528704.0,128000.0,4096,✓,✗,2.84 ± 2.96 / 19.52 ± 2.02@@2.84,17.73 ± 3.90 / 17.73 ± 3.90@@17.73,1.21 ± 1.60 / 41.30 ± 3.74@@1.21,41.77 ± 1.14 / 26.18 ± 1.16@@41.77,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,3.75@@3.75,2611528704.0,128000.0,4096,✓,✗,0.48 ± 0.63 / 17.04 ± 0.28@@0.48,27.14 ± 1.98 / 27.14 ± 1.98@@27.14,-0.72 ± 1.17 / 34.37 ± 1.42@@-0.72,23.20 ± 2.69 / 1.29 ± 1.23@@23.20,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,3.77@@3.77,361821120.0,49152.0,8192,✓,✗,4.56 ± 7.37 / 25.47 ± 3.59@@4.56,30.19 ± 2.50 / 30.19 ± 2.50@@30.19,0.66 ± 0.62 / 38.26 ± 3.24@@0.66,5.30 ± 0.48 / 0.00 ± 0.00@@5.30,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,3.80@@3.80,742489344.0,65536.0,128000,✗,✗,9.88 ± 1.42 / 26.70 ± 1.83@@9.88,25.18 ± 1.92 / 25.18 ± 1.92@@25.18,0.06 ± 1.38 / 40.13 ± 4.64@@0.06,6.23 ± 0.43 / 0.18 ± 0.13@@6.23,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,3.92@@3.92,1170340608.0,65536.0,128000,✗,✗,0.63 ± 2.38 / 21.58 ± 2.08@@0.63,26.48 ± 1.80 / 26.48 ± 1.80@@26.48,0.81 ± 1.08 / 37.84 ± 3.97@@0.81,6.60 ± 0.39 / 0.06 ± 0.08@@6.60,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.02@@4.02,134515008.0,49152.0,8192,✓,✗,4.92 ± 5.79 / 30.34 ± 4.99@@4.92,16.09 ± 2.88 / 16.09 ± 2.88@@16.09,-0.54 ± 0.69 / 37.37 ± 4.09@@-0.54,2.26 ± 0.30 / 0.00 ± 0.00@@2.26,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,4.11@@4.11,354483968.0,65536.0,128000,✗,✗,1.26 ± 6.08 / 27.13 ± 5.35@@1.26,15.80 ± 2.61 / 15.80 ± 2.61@@15.80,-0.51 ± 1.37 / 38.32 ± 3.03@@-0.51,2.75 ± 0.36 / 0.22 ± 0.14@@2.75,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.12@@4.12,134515008.0,49152.0,8192,✓,✗,0.52 ± 4.48 / 19.56 ± 3.37@@0.52,17.39 ± 1.23 / 17.39 ± 1.23@@17.39,-0.15 ± 1.25 / 33.34 ± 0.23@@-0.15,1.95 ± 0.81 / 0.20 ± 0.12@@1.95,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,4.29@@4.29,361821120.0,49152.0,8192,✓,✗,-10.48 ± 5.69 / 18.83 ± 2.10@@-10.48,18.22 ± 1.78 / 18.22 ± 1.78@@18.22,-0.72 ± 0.95 / 35.35 ± 2.96@@-0.72,8.34 ± 1.17 / 4.14 ± 0.92@@8.34,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B</a>,🤔,-@@100,3075098624.0,128256.0,65536,✓,✗,0.00 ± 0.00 / 16.95 ± 0.24@@0.00,-@@-1,-@@-1,-@@-1,16.7.0.dev0@@160700,-@@0,-@@0,-@@0
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct</a>,📝,-@@100,32234279936.0,100352.0,4096,✗,✗,41.16 ± 1.57 / 57.67 ± 1.07@@41.16,-@@-1,25.66 ± 0.98 / 60.28 ± 1.33@@25.66,-@@-1,16.7.0.dev0@@160700,-@@0,16.7.0.dev0@@160700,-@@0
