<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/meta-llama/Llama-3.1-70B'>meta-llama/Llama-3.1-70B</a>,🧠,2.02@@2.02,70553706496.0,128256.0,131072.0,✓,✗,27.86 ± 1.01 / 47.40 ± 0.72@@27.86,79.25 ± 1.12 / 73.60 ± 1.11@@79.25,46.76 ± 4.78 / 71.19 ± 4.05@@46.76,77.58 ± 1.60 / 51.65 ± 2.37@@77.58,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/speakleash/Bielik-11B-v3-Base-20250730'>speakleash/Bielik-11B-v3-Base-20250730</a>,🧠,2.04@@2.04,11168796672.0,32128.0,32768.0,✓,✗,29.66 ± 1.88 / 48.14 ± 1.19@@29.66,68.77 ± 1.52 / 63.34 ± 1.74@@68.77,54.20 ± 2.47 / 75.67 ± 1.83@@54.20,77.81 ± 1.36 / 57.95 ± 2.37@@77.81,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/Qwen/Qwen3.5-9B'>Qwen/Qwen3.5-9B (val)</a>,🤔,2.04@@2.04,9653100528.0,248044.0,8192.0,✓,✗,57.78 ± 1.75 / 65.15 ± 1.51@@57.78,60.29 ± 2.25 / 59.71 ± 2.41@@60.29,53.63 ± 2.34 / 76.54 ± 1.12@@53.63,46.14 ± 0.91 / 28.85 ± 0.76@@46.14,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,2.06@@2.06,70599864480.0,131072.0,65536.0,✓,✗,37.39 ± 2.16 / 52.07 ± 0.88@@37.39,60.29 ± 2.66 / 56.73 ± 2.18@@60.29,52.97 ± 2.25 / 75.26 ± 1.34@@52.97,76.18 ± 1.89 / 55.03 ± 2.51@@76.18,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503'>mistralai/Mistral-Small-3.1-24B-Instruct-2503</a>,📝,2.06@@2.06,24011361280.0,131072.0,8192.0,✓,✗,26.66 ± 1.54 / 46.53 ± 1.37@@26.66,79.50 ± 1.90 / 73.12 ± 1.52@@79.50,46.75 ± 1.70 / 71.14 ± 1.53@@46.75,76.80 ± 1.38 / 52.12 ± 2.14@@76.80,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think (val)</a>,🤔,2.08@@2.08,32233522176.0,100278.0,65536.0,✗,✗,53.73 ± 1.40 / 65.86 ± 0.97@@53.73,79.26 ± 1.00 / 78.72 ± 1.19@@79.26,21.17 ± 3.10 / 49.90 ± 1.66@@21.17,63.54 ± 0.79 / 37.37 ± 0.78@@63.54,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Base-2503'>mistralai/Mistral-Small-3.1-24B-Base-2503</a>,🧠,2.09@@2.09,24011361280.0,131072.0,8192.0,✓,✗,25.11 ± 1.25 / 45.35 ± 1.09@@25.11,76.98 ± 1.41 / 71.79 ± 0.96@@76.98,46.97 ± 4.13 / 71.91 ± 3.46@@46.97,79.36 ± 1.25 / 58.33 ± 1.97@@79.36,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
"<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (zero-shot, val)</a>",📝,2.12@@2.12,?,?,1047576.0,✓,✗,55.34 ± 1.81 / 63.85 ± 0.98@@55.34,56.19 ± 1.59 / 48.36 ± 1.82@@56.19,42.32 ± 1.98 / 68.08 ± 1.45@@42.32,59.41 ± 1.04 / 25.87 ± 1.46@@59.41,16.5.0.dev0@@160500,16.5.0.dev0@@160500,16.5.0.dev0@@160500,16.5.0.dev0@@160500
<a href='https://hf.co/google/gemma-3n-E4B-it'>google/gemma-3n-E4B-it</a>,📝,2.13@@2.13,7849978192.0,262400.0,8192.0,✓,✗,27.46 ± 1.07 / 47.58 ± 0.78@@27.46,76.45 ± 0.88 / 59.60 ± 0.89@@76.45,47.77 ± 1.92 / 72.27 ± 1.59@@47.77,68.89 ± 1.24 / 39.57 ± 2.40@@68.89,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (val)</a>,📝,2.14@@2.14,2274067232.0,248044.0,8192.0,✓,✗,58.30 ± 2.75 / 70.17 ± 1.90@@58.30,53.49 ± 1.91 / 50.48 ± 2.40@@53.49,28.12 ± 4.01 / 57.34 ± 3.85@@28.12,68.00 ± 1.79 / 40.01 ± 1.53@@68.00,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B#no-thinking</a>,📝,2.19@@2.19,8190735360.0,151936.0,40960.0,✓,✗,31.42 ± 1.49 / 49.81 ± 0.88@@31.42,67.55 ± 1.04 / 54.85 ± 1.11@@67.55,44.87 ± 1.64 / 69.04 ± 1.41@@44.87,71.70 ± 1.29 / 47.41 ± 1.88@@71.70,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,2.20@@2.20,?,128000.0,4096.0,✓,✗,30.15 ± 2.57 / 48.14 ± 1.88@@30.15,60.07 ± 2.81 / 57.11 ± 3.07@@60.07,52.39 ± 3.01 / 74.83 ± 2.20@@52.39,75.12 ± 0.84 / 52.74 ± 1.68@@75.12,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/setu4993/LaBSE'>setu4993/LaBSE</a>,🔍,2.21@@2.21,470927360.0,501153.0,512.0,✓,✗,34.29 ± 1.53 / 50.70 ± 0.78@@34.29,90.65 ± 0.57 / 90.75 ± 0.53@@90.65,56.24 ± 3.37 / 76.97 ± 1.82@@56.24,27.76 ± 1.56 / 18.70 ± 1.28@@27.76,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/utter-project/EuroLLM-22B-2512'>utter-project/EuroLLM-22B-2512</a>,🧠,2.22@@2.22,22637328384.0,128000.0,32768.0,✓,✗,28.04 ± 3.30 / 45.90 ± 3.05@@28.04,64.23 ± 2.61 / 57.11 ± 2.15@@64.23,47.88 ± 4.71 / 71.16 ± 3.93@@47.88,74.15 ± 1.43 / 52.65 ± 2.64@@74.15,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/BSC-LT/ALIA-40b'>BSC-LT/ALIA-40b</a>,🧠,2.22@@2.22,40433885184.0,256000.0,32768.0,✓,✗,33.07 ± 1.85 / 50.12 ± 1.04@@33.07,66.13 ± 2.51 / 61.84 ± 2.37@@66.13,39.83 ± 5.02 / 63.89 ± 5.12@@39.83,72.78 ± 1.19 / 51.27 ± 1.92@@72.78,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small</a>,📝,2.22@@2.22,32207337984.0,100352.0,131072.0,✓,✗,29.16 ± 1.82 / 48.36 ± 0.93@@29.16,71.59 ± 1.45 / 64.16 ± 1.92@@71.59,41.40 ± 1.66 / 67.34 ± 2.00@@41.40,70.24 ± 1.28 / 46.55 ± 2.25@@70.24,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO</a>,📝,2.23@@2.23,32233522176.0,100278.0,65536.0,✗,✗,34.79 ± 1.47 / 50.83 ± 0.89@@34.79,69.51 ± 0.75 / 59.26 ± 1.35@@69.51,33.38 ± 1.57 / 63.06 ± 1.37@@33.38,71.22 ± 0.78 / 44.71 ± 1.94@@71.22,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/intfloat/multilingual-e5-large'>intfloat/multilingual-e5-large</a>,🔍,2.23@@2.23,559890946.0,250002.0,512.0,✓,✗,36.08 ± 2.24 / 51.31 ± 1.14@@36.08,89.69 ± 1.12 / 89.88 ± 1.03@@89.69,46.85 ± 12.27 / 71.31 ± 7.12@@46.85,32.39 ± 2.09 / 22.33 ± 2.67@@32.39,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/CohereLabs/tiny-aya-water'>CohereLabs/tiny-aya-water (val)</a>,📝,2.23@@2.23,3349227520.0,262144.0,500000.0,✗,✗,53.38 ± 2.50 / 62.81 ± 2.64@@53.38,57.66 ± 2.52 / 54.38 ± 2.26@@57.66,17.92 ± 2.76 / 43.11 ± 2.48@@17.92,74.66 ± 1.29 / 51.49 ± 1.00@@74.66,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/CohereLabs/tiny-aya-base'>CohereLabs/tiny-aya-base (val)</a>,🧠,2.24@@2.24,3349227520.0,262144.0,500000.0,✗,✗,63.23 ± 4.53 / 74.01 ± 5.59@@63.23,47.25 ± 4.43 / 45.73 ± 5.12@@47.25,7.10 ± 4.26 / 43.98 ± 4.44@@7.10,76.27 ± 1.76 / 54.83 ± 2.08@@76.27,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/arcee-ai/Trinity-Mini'>arcee-ai/Trinity-Mini (val)</a>,🤔,2.24@@2.24,26123974400.0,200192.0,131072.0,✗,✗,46.84 ± 1.48 / 55.60 ± 1.42@@46.84,75.29 ± 0.72 / 67.52 ± 1.04@@75.29,27.58 ± 3.04 / 62.85 ± 1.53@@27.58,51.99 ± 1.37 / 31.50 ± 0.95@@51.99,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/meta-llama/Llama-3.1-8B'>meta-llama/Llama-3.1-8B</a>,🧠,2.25@@2.25,8030261248.0,128256.0,131072.0,✓,✗,34.63 ± 2.12 / 51.12 ± 0.70@@34.63,63.22 ± 2.95 / 60.65 ± 2.45@@63.22,30.88 ± 3.70 / 60.62 ± 4.51@@30.88,74.41 ± 1.08 / 50.00 ± 1.52@@74.41,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/CohereLabs/tiny-aya-global'>CohereLabs/tiny-aya-global (val)</a>,📝,2.25@@2.25,3349227520.0,262144.0,500000.0,✗,✗,53.62 ± 2.13 / 64.29 ± 2.15@@53.62,57.49 ± 2.64 / 55.87 ± 2.39@@57.49,17.02 ± 2.46 / 41.96 ± 2.09@@17.02,73.92 ± 1.34 / 50.58 ± 1.42@@73.92,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT</a>,📝,2.28@@2.28,32233522176.0,100278.0,65536.0,✗,✗,37.01 ± 1.94 / 51.23 ± 1.19@@37.01,71.65 ± 0.86 / 64.72 ± 0.75@@71.65,23.58 ± 1.96 / 48.34 ± 2.59@@23.58,72.76 ± 1.02 / 48.39 ± 2.14@@72.76,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#medium</a>,🤔,2.28@@2.28,21511953984.0,201088.0,131072.0,✓,✗,21.55 ± 0.98 / 41.66 ± 0.93@@21.55,81.19 ± 0.59 / 68.77 ± 1.03@@81.19,44.95 ± 1.69 / 71.50 ± 1.01@@44.95,60.99 ± 0.71 / 29.22 ± 1.27@@60.99,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct</a>,📝,2.28@@2.28,32233522176.0,100278.0,65536.0,✗,✗,34.46 ± 1.70 / 50.77 ± 1.02@@34.46,69.07 ± 0.69 / 59.31 ± 1.17@@69.07,32.27 ± 1.57 / 63.18 ± 1.04@@32.27,71.29 ± 0.93 / 47.82 ± 1.75@@71.29,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,2.29@@2.29,32233522176.0,100278.0,65536.0,✓,✗,31.99 ± 2.74 / 48.83 ± 1.55@@31.99,72.07 ± 1.23 / 65.72 ± 1.37@@72.07,24.65 ± 2.15 / 49.15 ± 2.72@@24.65,75.02 ± 0.68 / 49.55 ± 1.64@@75.02,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/FacebookAI/xlm-roberta-large'>FacebookAI/xlm-roberta-large</a>,🔍,2.30@@2.30,561192082.0,250002.0,512.0,✓,✗,31.66 ± 7.10 / 48.80 ± 4.38@@31.66,86.51 ± 0.90 / 86.88 ± 0.88@@86.51,53.44 ± 16.23 / 74.10 ± 10.43@@53.44,30.29 ± 1.09 / 20.70 ± 0.98@@30.29,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/jhu-clsp/mmBERT-base'>jhu-clsp/mmBERT-base</a>,🔍,2.30@@2.30,307531778.0,256000.0,8192.0,✓,✗,28.16 ± 1.96 / 48.03 ± 1.12@@28.16,87.60 ± 0.79 / 87.87 ± 0.78@@87.60,56.63 ± 3.91 / 77.99 ± 2.06@@56.63,30.20 ± 1.78 / 20.02 ± 1.35@@30.20,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,🧠,2.31@@2.31,2274067232.0,248044.0,8192.0,✓,✗,54.15 ± 1.50 / 63.47 ± 1.69@@54.15,51.05 ± 1.71 / 49.53 ± 1.84@@51.05,12.75 ± 3.16 / 39.85 ± 1.77@@12.75,72.45 ± 0.78 / 47.89 ± 0.56@@72.45,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct</a>,📝,2.32@@2.32,11168796672.0,32128.0,32768.0,✓,✗,28.55 ± 1.14 / 47.55 ± 0.84@@28.55,73.23 ± 1.20 / 64.03 ± 1.23@@73.23,65.48 ± 1.17 / 82.36 ± 0.76@@65.48,36.71 ± 1.11 / 0.40 ± 0.12@@36.71,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct</a>,📝,2.32@@2.32,11168796672.0,32128.0,32768.0,✓,✓,29.31 ± 1.78 / 49.13 ± 1.31@@29.31,65.29 ± 1.30 / 57.07 ± 1.48@@65.29,42.61 ± 1.57 / 68.55 ± 2.06@@42.61,66.96 ± 0.62 / 39.27 ± 1.13@@66.96,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,2.32@@2.32,70599864480.0,131072.0,65536.0,✗,✗,29.02 ± 2.03 / 48.71 ± 1.21@@29.02,65.53 ± 1.60 / 45.17 ± 1.54@@65.53,45.00 ± 2.56 / 68.25 ± 2.96@@45.00,62.25 ± 1.61 / 35.74 ± 1.79@@62.25,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/microsoft/mdeberta-v3-base'>microsoft/mdeberta-v3-base</a>,🔍,2.32@@2.32,278810882.0,251000.0,512.0,✓,✗,31.46 ± 1.89 / 48.52 ± 0.85@@31.46,86.85 ± 1.28 / 87.21 ± 1.19@@86.85,63.71 ± 2.25 / 80.44 ± 1.51@@63.71,14.58 ± 3.35 / 8.68 ± 2.11@@14.58,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/Qwen/Qwen3-4B-Thinking-2507'>Qwen/Qwen3-4B-Thinking-2507</a>,🤔,2.33@@2.33,4022468096.0,151936.0,262144.0,✓,✗,21.60 ± 0.81 / 40.88 ± 1.10@@21.60,80.52 ± 1.86 / 71.39 ± 1.33@@80.52,34.66 ± 1.78 / 61.98 ± 1.61@@34.66,66.56 ± 0.82 / 38.93 ± 1.95@@66.56,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking</a>,📝,2.33@@2.33,4022468096.0,151936.0,40960.0,✓,✗,29.01 ± 1.42 / 47.95 ± 0.91@@29.01,62.62 ± 1.41 / 47.79 ± 1.53@@62.62,42.78 ± 1.23 / 71.25 ± 0.64@@42.78,69.51 ± 0.75 / 47.73 ± 1.16@@69.51,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,2.34@@2.34,22637328384.0,128000.0,4096.0,✓,✗,25.14 ± 1.72 / 46.49 ± 1.40@@25.14,61.01 ± 1.98 / 50.15 ± 2.08@@61.01,43.03 ± 4.08 / 64.03 ± 4.19@@43.03,71.11 ± 1.13 / 45.47 ± 2.51@@71.11,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (zero-shot, val)</a>",🤔,2.35@@2.35,?,?,400000.0,✓,✗,51.75 ± 1.51 / 64.41 ± 1.01@@51.75,58.74 ± 0.83 / 42.16 ± 0.63@@58.74,20.42 ± 1.71 / 54.91 ± 0.94@@20.42,57.02 ± 0.63 / 21.72 ± 0.87@@57.02,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-32B'>deepcogito/cogito-v1-preview-qwen-32B</a>,📝,2.36@@2.36,32759790592.0,151665.0,131072.0,✓,✗,27.57 ± 1.36 / 47.84 ± 1.00@@27.57,81.90 ± 0.57 / 70.50 ± 1.21@@81.90,54.15 ± 1.21 / 76.95 ± 0.64@@54.15,34.26 ± 0.65 / 0.32 ± 0.11@@34.26,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#low</a>,🤔,2.36@@2.36,21511953984.0,201088.0,131072.0,✓,✗,23.00 ± 1.60 / 44.74 ± 1.22@@23.00,75.95 ± 1.32 / 65.05 ± 1.12@@75.95,39.65 ± 1.90 / 65.90 ± 1.07@@39.65,63.07 ± 0.86 / 33.78 ± 1.13@@63.07,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/google/gemma-3n-E2B-it'>google/gemma-3n-E2B-it</a>,📝,2.37@@2.37,5439438272.0,262400.0,8192.0,✓,✗,27.67 ± 1.26 / 47.84 ± 0.83@@27.67,64.58 ± 1.29 / 47.84 ± 1.15@@64.58,38.34 ± 1.50 / 68.50 ± 0.99@@38.34,68.25 ± 0.92 / 41.35 ± 1.32@@68.25,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/Qwen/Qwen3.5-4B'>Qwen/Qwen3.5-4B (val)</a>,🤔,2.38@@2.38,4659861248.0,248044.0,8192.0,✓,✗,53.03 ± 2.38 / 61.24 ± 2.43@@53.03,58.11 ± 2.32 / 58.10 ± 2.39@@58.11,34.82 ± 2.62 / 63.96 ± 2.01@@34.82,40.96 ± 0.89 / 27.06 ± 0.88@@40.96,16.17.0.dev0@@161700,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,2.38@@2.38,4300079472.0,262144.0,8192.0,✓,✗,28.18 ± 2.07 / 47.52 ± 1.52@@28.18,68.27 ± 1.23 / 55.35 ± 1.47@@68.27,39.46 ± 1.34 / 68.35 ± 1.19@@39.46,63.51 ± 1.78 / 36.11 ± 1.92@@63.51,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B</a>,📝,2.38@@2.38,4022468096.0,151936.0,262144.0,✗,✗,26.81 ± 1.29 / 46.85 ± 1.03@@26.81,64.31 ± 1.72 / 55.79 ± 2.18@@64.31,34.88 ± 2.01 / 66.87 ± 1.23@@34.88,74.16 ± 1.60 / 51.17 ± 1.74@@74.16,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/Qwen/Qwen2.5-72B-Instruct'>Qwen/Qwen2.5-72B-Instruct</a>,📝,2.38@@2.38,72706203648.0,152064.0,32768.0,✓,✗,29.52 ± 1.23 / 49.08 ± 0.83@@29.52,76.29 ± 0.98 / 64.68 ± 1.29@@76.29,54.65 ± 1.26 / 76.89 ± 0.72@@54.65,34.60 ± 1.05 / 3.91 ± 1.07@@34.60,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think (val)</a>,🤔,2.40@@2.40,7298011136.0,100278.0,65536.0,✗,✗,44.12 ± 1.64 / 54.72 ± 1.28@@44.12,72.17 ± 1.32 / 71.60 ± 1.20@@72.17,12.40 ± 2.22 / 52.52 ± 1.24@@12.40,55.31 ± 1.29 / 33.70 ± 1.37@@55.31,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,2.40@@2.40,31577937344.0,131072.0,262144.0,✓,✗,29.00 ± 1.93 / 47.80 ± 1.21@@29.00,61.01 ± 1.70 / 51.55 ± 1.96@@61.01,31.82 ± 2.00 / 65.76 ± 0.97@@31.82,71.75 ± 0.81 / 52.11 ± 1.00@@71.75,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000
<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think</a>,🤔,2.41@@2.41,32233522176.0,100278.0,65536.0,✗,✗,26.94 ± 1.38 / 46.83 ± 1.09@@26.94,81.83 ± 1.17 / 73.46 ± 1.01@@81.83,24.36 ± 2.16 / 53.62 ± 1.68@@24.36,61.77 ± 1.15 / 38.16 ± 1.23@@61.77,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,2.41@@2.41,9152319488.0,128000.0,4096.0,✓,✗,32.73 ± 2.12 / 49.94 ± 0.95@@32.73,53.09 ± 2.98 / 48.04 ± 2.48@@53.09,34.49 ± 4.15 / 64.69 ± 3.84@@34.49,71.76 ± 1.39 / 50.21 ± 2.70@@71.76,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512</a>,🧠,2.42@@2.42,4251743232.0,131072.0,8192.0,✓,✗,23.62 ± 1.89 / 43.72 ± 1.94@@23.62,66.27 ± 1.83 / 63.75 ± 2.31@@66.27,30.14 ± 4.00 / 62.26 ± 4.26@@30.14,76.10 ± 0.93 / 54.81 ± 1.67@@76.10,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200
<a href='https://hf.co/INSAIT-Institute/MamayLM-Gemma-3-12B-IT-v1.0'>INSAIT-Institute/MamayLM-Gemma-3-12B-IT-v1.0</a>,📝,2.42@@2.42,12187325040.0,262144.0,8192.0,✗,✗,32.15 ± 2.09 / 49.81 ± 1.22@@32.15,74.81 ± 1.91 / 60.10 ± 1.91@@74.81,58.64 ± 1.48 / 79.01 ± 0.81@@58.64,22.73 ± 0.87 / 0.04 ± 0.06@@22.73,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,2.43@@2.43,30532122624.0,151936.0,262144.0,✓,✗,28.49 ± 1.17 / 48.32 ± 0.78@@28.49,71.18 ± 1.96 / 59.97 ± 1.69@@71.18,55.11 ± 1.63 / 77.47 ± 0.80@@55.11,37.49 ± 0.99 / 8.93 ± 1.60@@37.49,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
