<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro</a>,📝,1.86@@1.86,3402836480.0,100352.0,131072.0,✓,✗,87.17 ± 1.39 / 93.32 ± 0.81@@87.17,58.56 ± 1.73 / 40.27 ± 2.30@@58.56,42.25 ± 1.13 / 69.77 ± 1.10@@42.25,73.99 ± 1.51 / 62.30 ± 1.11@@73.99,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3.1-8B'>allenai/Llama-3.1-Tulu-3.1-8B</a>,📝,1.87@@1.87,8030326784.0,128264.0,131072.0,✓,✗,91.36 ± 0.64 / 95.61 ± 0.34@@91.36,60.49 ± 1.42 / 43.84 ± 0.80@@60.49,39.38 ± 2.59 / 61.23 ± 2.49@@39.38,68.89 ± 1.38 / 45.04 ± 1.56@@68.89,15.7.0.dev0@@150700,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/CohereForAI/c4ai-command-r7b-12-2024'>CohereForAI/c4ai-command-r7b-12-2024</a>,📝,1.88@@1.88,8028033024.0,256000.0,4096.0,✗,✗,85.33 ± 1.40 / 92.23 ± 0.81@@85.33,61.73 ± 2.45 / 35.33 ± 1.85@@61.73,37.21 ± 1.69 / 67.42 ± 1.06@@37.21,76.28 ± 1.01 / 60.06 ± 0.59@@76.28,15.7.0.dev0@@150700,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,1.88@@1.88,9152319488.0,128000.0,4096.0,✓,✗,86.93 ± 3.74 / 93.12 ± 2.22@@86.93,55.96 ± 2.14 / 34.41 ± 1.67@@55.96,35.34 ± 2.44 / 65.91 ± 2.33@@35.34,79.92 ± 1.20 / 67.95 ± 1.14@@79.92,15.7.0.dev0@@150700,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000
<a href='https://hf.co/ibm-granite/granite-3.0-8b-base'>ibm-granite/granite-3.0-8b-base</a>,🧠,1.88@@1.88,8170835968.0,49152.0,4096.0,✓,✗,87.95 ± 1.67 / 93.67 ± 0.95@@87.95,52.47 ± 2.00 / 42.03 ± 1.86@@52.47,43.39 ± 3.04 / 69.23 ± 2.57@@43.39,78.32 ± 1.47 / 64.38 ± 0.92@@78.32,15.7.0.dev0@@150700,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601
<a href='https://hf.co/NousResearch/DeepHermes-3-Llama-3-8B-Preview'>NousResearch/DeepHermes-3-Llama-3-8B-Preview</a>,📝,1.88@@1.88,8030261248.0,128256.0,131072.0,✓,✗,88.40 ± 0.95 / 94.09 ± 0.51@@88.40,63.11 ± 2.19 / 37.95 ± 1.55@@63.11,34.85 ± 2.73 / 65.34 ± 2.41@@34.85,71.55 ± 0.93 / 51.20 ± 1.55@@71.55,15.7.0.dev0@@150700,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/mistralai/Ministral-8B-Instruct-2410'>mistralai/Ministral-8B-Instruct-2410</a>,📝,1.88@@1.88,8019808256.0,131072.0,32768.0,✓,✗,88.96 ± 0.79 / 94.44 ± 0.42@@88.96,63.30 ± 2.36 / 39.20 ± 2.16@@63.30,32.20 ± 0.77 / 65.67 ± 0.69@@32.20,74.66 ± 0.75 / 59.91 ± 0.63@@74.66,15.7.0.dev0@@150700,14.1.2@@140102,14.1.2@@140102,14.2.0.dev0@@140200
<a href='https://hf.co/CohereForAI/c4ai-command-r-v01'>CohereForAI/c4ai-command-r-v01</a>,📝,1.88@@1.88,34980831232.0,256000.0,8192.0,✗,✗,90.19 ± 0.73 / 95.03 ± 0.40@@90.19,61.21 ± 2.15 / 41.76 ± 1.84@@61.21,38.15 ± 2.37 / 65.60 ± 2.16@@38.15,69.35 ± 0.82 / 49.78 ± 1.70@@69.35,15.7.0.dev0@@150700,14.0.4@@140004,14.0.4@@140004,14.3.0@@140300
<a href='https://hf.co/google/gemma-3n-E2B-it'>google/gemma-3n-E2B-it</a>,📝,1.89@@1.89,5439438272.0,262400.0,8192.0,✓,✗,89.03 ± 0.87 / 94.45 ± 0.46@@89.03,58.79 ± 1.63 / 34.35 ± 1.71@@58.79,39.77 ± 2.08 / 67.45 ± 1.33@@39.77,72.01 ± 0.67 / 50.58 ± 1.22@@72.01,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/google/gemma-2-9b'>google/gemma-2-9b</a>,🧠,1.89@@1.89,9241705984.0,256000.0,8192.0,✓,✗,90.24 ± 1.23 / 94.93 ± 0.70@@90.24,56.89 ± 2.62 / 35.86 ± 1.76@@56.89,33.54 ± 4.03 / 59.65 ± 3.61@@33.54,78.44 ± 1.23 / 62.34 ± 0.91@@78.44,15.7.0.dev0@@150700,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601
<a href='https://hf.co/google/gemma-2-9b-it'>google/gemma-2-9b-it</a>,📝,1.89@@1.89,9241705984.0,256000.0,8192.0,✓,✗,91.29 ± 0.78 / 95.62 ± 0.40@@91.29,44.90 ± 2.44 / 35.58 ± 1.49@@44.90,52.17 ± 1.64 / 73.12 ± 1.26@@52.17,74.83 ± 0.49 / 54.45 ± 1.01@@74.83,15.7.0.dev0@@150700,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601
<a href='https://hf.co/Qwen/Qwen3-4B-Instruct-2507'>Qwen/Qwen3-4B-Instruct-2507</a>,📝,1.89@@1.89,4022468096.0,151936.0,262144.0,✓,✗,86.31 ± 1.34 / 92.85 ± 0.78@@86.31,54.77 ± 1.67 / 30.74 ± 1.28@@54.77,45.66 ± 1.01 / 71.31 ± 0.77@@45.66,73.65 ± 0.77 / 56.33 ± 0.93@@73.65,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000
<a href='https://hf.co/zai-org/GLM-4.5-Air'>zai-org/GLM-4.5-Air#thinking</a>,🤔,1.89@@1.89,110468824832.0,151552.0,131072.0,✓,✗,90.83 ± 0.85 / 95.37 ± 0.44@@90.83,72.82 ± 1.95 / 56.37 ± 2.93@@72.82,62.00 ± 0.95 / 80.52 ± 0.47@@62.00,28.19 ± 0.39 / 0.00 ± 0.00@@28.19,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2</a>,🤔,1.90@@1.90,8888227328.0,131072.0,131072.0,✓,✗,85.58 ± 0.67 / 92.76 ± 0.35@@85.58,57.31 ± 2.05 / 42.35 ± 2.85@@57.31,46.57 ± 1.06 / 73.04 ± 0.54@@46.57,69.23 ± 0.33 / 56.41 ± 0.42@@69.23,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Nexusflow/Starling-LM-7B-beta'>Nexusflow/Starling-LM-7B-beta</a>,📝,1.91@@1.91,7241748480.0,32002.0,4096.0,✗,✗,85.60 ± 1.25 / 92.35 ± 0.73@@85.60,63.01 ± 2.00 / 33.76 ± 1.86@@63.01,39.20 ± 1.25 / 68.05 ± 1.27@@39.20,66.93 ± 3.57 / 39.70 ± 4.32@@66.93,15.7.0.dev0@@150700,14.1.2@@140102,14.1.2@@140102,14.3.0@@140300
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT</a>,📝,1.91@@1.91,8030326784.0,128264.0,131072.0,✓,✗,88.18 ± 0.88 / 93.83 ± 0.49@@88.18,63.02 ± 1.50 / 49.39 ± 1.78@@63.02,32.65 ± 2.69 / 63.37 ± 1.57@@32.65,72.45 ± 1.46 / 56.63 ± 1.15@@72.45,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct</a>,📝,1.92@@1.92,8030261248.0,128256.0,131072.0,✓,✗,89.98 ± 0.64 / 94.92 ± 0.35@@89.98,61.68 ± 1.94 / 42.64 ± 1.85@@61.68,36.14 ± 1.51 / 64.97 ± 1.71@@36.14,68.14 ± 0.60 / 38.60 ± 1.20@@68.14,15.7.0.dev0@@150700,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct</a>,📝,1.93@@1.93,9152319488.0,128000.0,4096.0,✗,✗,89.05 ± 1.06 / 94.44 ± 0.58@@89.05,56.24 ± 1.98 / 30.62 ± 2.25@@56.24,37.38 ± 4.42 / 61.36 ± 5.00@@37.38,70.44 ± 2.16 / 57.85 ± 1.91@@70.44,15.7.0.dev0@@150700,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07#minimal (zero-shot, val)</a>",🤔,1.93@@1.93,?,100256.0,272000.0,✓,✗,86.44 ± 2.06 / 93.17 ± 1.05@@86.44,58.65 ± 3.62 / 28.65 ± 2.39@@58.65,32.50 ± 4.45 / 58.95 ± 2.84@@32.50,77.31 ± 0.67 / 50.26 ± 1.02@@77.31,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500
<a href='https://hf.co/google/gemma-2-27b'>google/gemma-2-27b</a>,🧠,1.95@@1.95,27227128320.0,256000.0,8192.0,✓,✗,85.30 ± 11.58 / 91.07 ± 8.49@@85.30,41.66 ± 1.13 / 43.89 ± 1.19@@41.66,48.67 ± 4.00 / 72.78 ± 3.70@@48.67,82.44 ± 1.32 / 69.93 ± 0.93@@82.44,15.7.0.dev0@@150700,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601
<a href='https://hf.co/senseable/WestLake-7B-v2'>senseable/WestLake-7B-v2</a>,🧠,1.95@@1.95,7241732096.0,32000.0,4096.0,✗,✗,84.72 ± 1.30 / 91.85 ± 0.77@@84.72,64.21 ± 3.23 / 46.00 ± 2.16@@64.21,28.59 ± 2.48 / 61.30 ± 3.20@@28.59,71.37 ± 1.13 / 50.63 ± 0.99@@71.37,15.7.0.dev0@@150700,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000
<a href='https://hf.co/ibm-granite/granite-4.0-h-micro'>ibm-granite/granite-4.0-h-micro</a>,📝,1.97@@1.97,3191396096.0,100352.0,131072.0,✓,✗,89.13 ± 0.68 / 94.51 ± 0.36@@89.13,60.24 ± 1.42 / 44.53 ± 2.96@@60.24,24.45 ± 1.90 / 61.42 ± 1.05@@24.45,75.52 ± 0.96 / 62.32 ± 0.80@@75.52,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/utter-project/EuroLLM-22B-2512'>utter-project/EuroLLM-22B-2512</a>,🧠,1.97@@1.97,22637328384.0,128000.0,32768.0,✓,✗,88.52 ± 4.16 / 94.00 ± 2.52@@88.52,57.29 ± 2.44 / 37.14 ± 2.20@@57.29,30.48 ± 5.36 / 52.43 ± 5.51@@30.48,77.16 ± 2.19 / 63.82 ± 1.69@@77.16,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/meta-llama/Llama-2-13b-hf'>meta-llama/Llama-2-13b-hf</a>,🧠,1.98@@1.98,13015866880.0,32000.0,4096.0,✓,✗,90.19 ± 1.53 / 94.93 ± 0.86@@90.19,57.98 ± 3.58 / 48.20 ± 2.59@@57.98,24.89 ± 3.12 / 56.05 ± 4.84@@24.89,76.55 ± 1.46 / 62.47 ± 1.09@@76.55,15.7.0.dev0@@150700,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300
<a href='https://hf.co/lightonai/alfred-40b-1023'>lightonai/alfred-40b-1023</a>,📝,1.98@@1.98,?,65024.0,?,✓,✗,82.90 ± 3.26 / 91.24 ± 1.78@@82.90,57.67 ± 2.10 / 36.81 ± 3.60@@57.67,32.92 ± 3.78 / 60.66 ± 4.15@@32.92,76.32 ± 0.40 / 59.88 ± 1.67@@76.32,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901
"<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (zero-shot, val)</a>",📝,1.98@@1.98,?,?,1047576.0,✓,✗,81.18 ± 2.36 / 90.15 ± 1.30@@81.18,45.97 ± 3.15 / 39.57 ± 2.13@@45.97,55.28 ± 2.69 / 77.27 ± 1.37@@55.28,68.19 ± 0.82 / 40.91 ± 1.06@@68.19,15.7.0.dev0@@150700,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601
<a href='https://hf.co/CohereForAI/aya-23-8B'>CohereForAI/aya-23-8B</a>,📝,1.98@@1.98,8028033024.0,256000.0,8192.0,✗,✗,89.02 ± 1.27 / 94.34 ± 0.72@@89.02,60.81 ± 1.94 / 46.59 ± 3.32@@60.81,31.12 ± 2.35 / 64.29 ± 1.88@@31.12,68.19 ± 0.72 / 52.80 ± 0.97@@68.19,15.7.0.dev0@@150700,13.0.0@@130000,13.0.0@@130000,14.3.0@@140300
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT</a>,📝,1.99@@1.99,32233522176.0,100278.0,65536.0,✗,✗,90.44 ± 0.65 / 95.05 ± 0.35@@90.44,66.44 ± 1.33 / 55.53 ± 2.46@@66.44,39.83 ± 2.32 / 69.63 ± 1.22@@39.83,48.23 ± 7.05 / 31.51 ± 8.85@@48.23,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/intfloat/multilingual-e5-base'>intfloat/multilingual-e5-base</a>,🔍,2.00@@2.00,278044162.0,250002.0,512.0,✓,✗,77.03 ± 2.08 / 88.10 ± 1.28@@77.03,79.12 ± 1.90 / 83.05 ± 1.09@@79.12,39.28 ± 12.28 / 67.90 ± 5.94@@39.28,43.31 ± 1.68 / 31.18 ± 2.00@@43.31,15.7.1.dev0@@150701,<9.2.0@@0,<9.2.0@@0,14.2.0.dev0@@140200
<a href='https://hf.co/alpindale/Mistral-7B-v0.2-hf'>alpindale/Mistral-7B-v0.2-hf</a>,🧠,2.01@@2.01,7241732096.0,32000.0,32768.0,✓,✗,90.25 ± 0.99 / 94.96 ± 0.56@@90.25,56.76 ± 1.52 / 42.03 ± 1.98@@56.76,23.55 ± 2.76 / 59.14 ± 3.18@@23.55,76.73 ± 1.59 / 62.98 ± 1.18@@76.73,15.7.0.dev0@@150700,12.5.2@@120502,12.5.2@@120502,14.3.0@@140300
<a href='https://hf.co/google/gemma-3n-E4B'>google/gemma-3n-E4B</a>,🧠,2.02@@2.02,7849978192.0,262400.0,?,✓,✗,88.10 ± 2.12 / 93.70 ± 1.20@@88.10,54.52 ± 2.12 / 44.87 ± 2.55@@54.52,27.68 ± 1.76 / 60.84 ± 2.09@@27.68,77.80 ± 1.38 / 64.04 ± 0.80@@77.80,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/tiiuae/Falcon3-7B-Instruct'>tiiuae/Falcon3-7B-Instruct</a>,📝,2.03@@2.03,7455550464.0,131072.0,32768.0,✓,✗,87.70 ± 0.97 / 93.76 ± 0.52@@87.70,58.58 ± 1.70 / 49.83 ± 1.39@@58.58,24.34 ± 1.54 / 61.66 ± 0.97@@24.34,72.78 ± 0.76 / 56.76 ± 0.88@@72.78,15.7.2.dev0@@150702,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300
<a href='https://hf.co/ibm-granite/granite-34b-code-base'>ibm-granite/granite-34b-code-base</a>,🧠,2.03@@2.03,33715603456.0,49152.0,8192.0,✓,✗,87.52 ± 0.69 / 93.70 ± 0.37@@87.52,61.14 ± 1.89 / 56.12 ± 2.21@@61.14,16.94 ± 2.30 / 52.07 ± 4.09@@16.94,77.31 ± 0.92 / 63.78 ± 0.88@@77.31,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801
<a href='https://hf.co/speakleash/Bielik-11B-v3-Base-20250730'>speakleash/Bielik-11B-v3-Base-20250730</a>,🧠,2.03@@2.03,11168796672.0,32128.0,32768.0,✓,✗,68.05 ± 11.98 / 80.09 ± 9.06@@68.05,61.54 ± 2.22 / 43.65 ± 1.64@@61.54,30.51 ± 4.37 / 57.22 ± 5.72@@30.51,79.89 ± 1.83 / 67.25 ± 1.59@@79.89,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/allenai/Olmo-3-1025-7B'>allenai/Olmo-3-1025-7B</a>,🧠,2.03@@2.03,7298011136.0,100278.0,65536.0,✓,✗,88.83 ± 0.79 / 94.33 ± 0.43@@88.83,58.82 ± 2.37 / 39.91 ± 2.50@@58.82,18.24 ± 2.39 / 56.11 ± 2.61@@18.24,78.14 ± 0.49 / 62.96 ± 1.32@@78.14,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/allenai/OLMo-2-1124-13B-Instruct'>allenai/OLMo-2-1124-13B-Instruct</a>,📝,2.03@@2.03,13716198400.0,100352.0,4096.0,✓,✗,88.67 ± 0.70 / 94.15 ± 0.38@@88.67,53.78 ± 2.62 / 43.33 ± 2.65@@53.78,30.62 ± 1.44 / 64.88 ± 0.69@@30.62,74.61 ± 0.69 / 59.83 ± 0.60@@74.61,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300
<a href='https://hf.co/CohereForAI/aya-expanse-8b'>CohereForAI/aya-expanse-8b</a>,📝,2.03@@2.03,8028033024.0,256000.0,8192.0,✗,✗,91.72 ± 0.55 / 95.83 ± 0.29@@91.72,53.02 ± 1.86 / 30.09 ± 1.16@@53.02,29.97 ± 2.13 / 64.01 ± 1.12@@29.97,75.15 ± 0.59 / 56.98 ± 0.82@@75.15,15.7.0.dev0@@150700,14.1.2@@140102,14.1.2@@140102,14.2.0.dev0@@140200
<a href='https://hf.co/mistralai/Mistral-7B-v0.3'>mistralai/Mistral-7B-v0.3</a>,🧠,2.04@@2.04,7248023552.0,32768.0,32768.0,✓,✗,90.50 ± 1.02 / 95.10 ± 0.57@@90.50,59.30 ± 2.01 / 44.29 ± 2.40@@59.30,17.72 ± 3.60 / 53.01 ± 5.07@@17.72,76.70 ± 1.59 / 62.97 ± 1.16@@76.70,15.7.0.dev0@@150700,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://ollama.com/library/gemma3:4b-it-q4_K_M'>ollama_chat/gemma3:4b-it-q4_K_M</a>,📝,2.04@@2.04,4299915632.0,262144.0,128000.0,✓,✗,85.05 ± 1.27 / 92.31 ± 0.77@@85.05,61.04 ± 1.81 / 43.56 ± 2.40@@61.04,32.42 ± 1.54 / 65.65 ± 0.84@@32.42,64.58 ± 1.41 / 42.71 ± 2.43@@64.58,15.7.1.dev0@@150701,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601
<a href='https://hf.co/mistralai/Mistral-7B-v0.1'>mistralai/Mistral-7B-v0.1</a>,🧠,2.05@@2.05,7241732096.0,32000.0,4096.0,✓,✗,88.02 ± 1.59 / 93.67 ± 0.91@@88.02,57.99 ± 3.09 / 42.58 ± 2.64@@57.99,19.29 ± 3.69 / 53.97 ± 4.78@@19.29,77.54 ± 1.47 / 63.90 ± 1.27@@77.54,15.7.0.dev0@@150700,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000
<a href='https://hf.co/microsoft/mdeberta-v3-base'>microsoft/mdeberta-v3-base</a>,🔍,2.05@@2.05,278220290.0,251000.0,512.0,✓,✗,61.52 ± 20.20 / 77.18 ± 14.36@@61.52,69.18 ± 3.10 / 76.37 ± 2.35@@69.18,61.34 ± 0.99 / 79.80 ± 0.57@@61.34,38.07 ± 5.68 / 27.12 ± 4.38@@38.07,15.7.1.dev0@@150701,15.0.0@@150000,15.0.0.dev0@@150000,15.0.0.dev0@@150000
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#high</a>,🤔,2.06@@2.06,21511953984.0,201088.0,131072.0,✓,✗,87.51 ± 0.44 / 93.75 ± 0.22@@87.51,50.09 ± 2.63 / 37.13 ± 1.72@@50.09,43.69 ± 1.23 / 71.75 ± 0.67@@43.69,64.55 ± 0.79 / 47.54 ± 1.00@@64.55,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/ChocoLlama/Llama-3-ChocoLlama-8B-instruct'>ChocoLlama/Llama-3-ChocoLlama-8B-instruct</a>,📝,2.07@@2.07,8030261248.0,128256.0,8192.0,✗,✗,89.99 ± 0.85 / 94.96 ± 0.44@@89.99,55.86 ± 2.11 / 35.88 ± 1.28@@55.86,26.55 ± 1.73 / 57.29 ± 2.89@@26.55,68.10 ± 1.62 / 50.91 ± 1.35@@68.10,15.7.0.dev0@@150700,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,2.07@@2.07,8053338176.0,131072.0,65536.0,✓,✗,87.55 ± 1.60 / 93.43 ± 0.92@@87.55,50.08 ± 3.46 / 37.50 ± 1.85@@50.08,33.43 ± 2.82 / 63.07 ± 3.24@@33.43,72.79 ± 2.36 / 54.89 ± 1.94@@72.79,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-5-haiku-20241022 (zero-shot, val)</a>",📝,2.07@@2.07,?,?,200000.0,✓,✗,71.47 ± 1.93 / 84.74 ± 1.15@@71.47,61.15 ± 3.04 / 43.60 ± 2.00@@61.15,35.26 ± 2.46 / 59.55 ± 1.69@@35.26,68.75 ± 0.97 / 38.87 ± 1.41@@68.75,15.7.0.dev0@@150700,14.0.3@@140003,14.0.3@@140003,14.2.0.dev0@@140200
<a href='https://hf.co/TildeAI/TildeOpen-30b'>TildeAI/TildeOpen-30b#slow-tokenizer</a>,🧠,2.07@@2.07,30677882880.0,131072.0,65536.0,✓,✗,85.06 ± 1.83 / 92.00 ± 1.07@@85.06,64.27 ± 3.01 / 50.57 ± 3.59@@64.27,12.70 ± 4.14 / 41.96 ± 3.80@@12.70,76.39 ± 1.63 / 60.24 ± 1.12@@76.39,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://ollama.com/library/hf.co'>ollama_chat/hf.co/google/gemma-3-4b-it-qat-q4_0-gguf</a>,📝,2.08@@2.08,3880099328.0,?,131072.0,✓,✗,83.19 ± 1.32 / 91.24 ± 0.79@@83.19,57.88 ± 2.01 / 39.73 ± 1.97@@57.88,34.02 ± 1.86 / 63.79 ± 2.03@@34.02,64.91 ± 1.14 / 44.76 ± 1.62@@64.91,15.7.2@@150702,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601
<a href='https://hf.co/microsoft/phi-4'>microsoft/phi-4</a>,📝,2.08@@2.08,14659507200.0,100352.0,16384.0,✓,✗,89.67 ± 0.55 / 94.82 ± 0.27@@89.67,59.45 ± 1.30 / 44.82 ± 2.50@@59.45,52.52 ± 1.51 / 74.52 ± 1.38@@52.52,36.72 ± 1.02 / 0.00 ± 0.00@@36.72,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
<a href='https://hf.co/ChocoLlama/Llama-3-ChocoLlama-8B-base'>ChocoLlama/Llama-3-ChocoLlama-8B-base</a>,🧠,2.08@@2.08,?,128256.0,8192.0,✓,✗,81.50 ± 4.08 / 89.74 ± 2.54@@81.50,53.64 ± 3.48 / 42.81 ± 2.59@@53.64,30.31 ± 4.31 / 59.20 ± 5.32@@30.31,74.32 ± 2.49 / 60.37 ± 1.76@@74.32,15.7.1.dev0@@150701,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300
<a href='https://hf.co/ibm-granite/granite-3.0-8b-instruct'>ibm-granite/granite-3.0-8b-instruct</a>,📝,2.09@@2.09,8170848256.0,49155.0,4096.0,✓,✗,88.08 ± 1.20 / 93.92 ± 0.67@@88.08,49.04 ± 1.67 / 34.09 ± 1.59@@49.04,29.42 ± 1.44 / 63.58 ± 1.04@@29.42,74.83 ± 1.29 / 60.62 ± 1.21@@74.83,15.7.0.dev0@@150700,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/tiiuae/falcon-11B'>tiiuae/falcon-11B</a>,📝,2.09@@2.09,11102822400.0,65024.0,8192.0,✓,✗,90.49 ± 0.68 / 95.23 ± 0.34@@90.49,56.80 ± 3.16 / 39.87 ± 2.21@@56.80,38.24 ± 4.33 / 65.38 ± 4.96@@38.24,51.44 ± 8.68 / 36.43 ± 9.62@@51.44,15.7.0.dev0@@150700,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/ReBatch/Llama-3-8B-dutch'>ReBatch/Llama-3-8B-dutch</a>,🧠,2.09@@2.09,8030277632.0,128258.0,8445.0,✗,✗,91.69 ± 0.81 / 95.82 ± 0.43@@91.69,60.14 ± 2.00 / 44.91 ± 2.19@@60.14,15.67 ± 3.75 / 40.14 ± 2.65@@15.67,71.98 ± 2.28 / 58.63 ± 2.03@@71.98,15.7.0.dev0@@150700,12.7.0@@120700,12.7.0@@120700,14.3.0@@140300
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think</a>,🤔,2.09@@2.09,7298011136.0,100278.0,65536.0,✗,✗,79.59 ± 1.82 / 89.61 ± 1.01@@79.59,61.55 ± 3.59 / 47.50 ± 2.74@@61.55,28.39 ± 1.37 / 60.41 ± 1.06@@28.39,68.43 ± 1.23 / 53.69 ± 0.95@@68.43,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
