<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=12 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=13 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=14 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-32B'>deepcogito/cogito-v1-preview-qwen-32B</a>,📝,1.99@@1.99,32759790592.0,151665.0,131072.0,✓,✗,45.63 ± 1.34 / 56.88 ± 1.53@@45.63,64.92 ± 1.02 / 64.92 ± 1.02@@64.92,29.23 ± 0.84 / 61.55 ± 0.92@@29.23,70.04 ± 1.24 / 46.94 ± 1.67@@70.04,32.07 ± 0.30 / 33.36 ± 0.41@@32.07,67.51 ± 1.66 / 75.59 ± 1.23@@67.51,38.05 ± 0.96 / 69.00 ± 0.47@@38.05,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B#no-thinking</a>,📝,2.01@@2.01,14768307200.0,151936.0,40960.0,✓,✗,46.61 ± 1.15 / 60.26 ± 1.14@@46.61,61.60 ± 1.09 / 61.60 ± 1.09@@61.60,33.47 ± 1.93 / 64.80 ± 1.33@@33.47,71.72 ± 0.90 / 49.47 ± 1.21@@71.72,33.38 ± 0.24 / 34.93 ± 0.32@@33.38,59.85 ± 1.80 / 69.78 ± 1.39@@59.85,28.60 ± 1.82 / 64.19 ± 0.85@@28.60,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,2.02@@2.02,70599864480.0,131072.0,65536.0,✗,✗,47.59 ± 1.53 / 63.16 ± 2.12@@47.59,57.42 ± 1.10 / 57.42 ± 1.10@@57.42,35.30 ± 1.77 / 63.61 ± 2.06@@35.30,66.65 ± 1.07 / 45.03 ± 0.99@@66.65,34.41 ± 0.14 / 36.57 ± 0.21@@34.41,64.08 ± 1.72 / 73.07 ± 1.28@@64.08,22.37 ± 2.22 / 60.48 ± 1.17@@22.37,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,<9.2.0@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/google/gemma-4-26B-A4B-it'>google/gemma-4-26B-A4B-it (val)</a>,📝,2.03@@2.03,25805936206.0,262144.0,8192.0,✓,✗,50.01 ± 1.09 / 58.39 ± 1.07@@50.01,65.11 ± 1.31 / 65.11 ± 1.31@@65.11,23.45 ± 2.47 / 60.67 ± 1.42@@23.45,59.74 ± 0.61 / 34.59 ± 0.66@@59.74,33.06 ± 0.21 / 35.16 ± 0.23@@33.06,62.11 ± 5.09 / 72.19 ± 3.68@@62.11,42.66 ± 3.46 / 71.56 ± 1.68@@42.66,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#low (zero-shot, val)</a>",🤔,2.05@@2.05,?,?,400000.0,✓,✗,42.56 ± 1.26 / 50.06 ± 1.21@@42.56,61.39 ± 0.83 / 61.39 ± 0.83@@61.39,30.64 ± 1.67 / 65.07 ± 0.82@@30.64,57.70 ± 0.38 / 29.18 ± 0.67@@57.70,31.71 ± 0.21 / 35.41 ± 0.23@@31.71,70.27 ± 2.57 / 77.50 ± 2.12@@70.27,41.22 ± 1.99 / 69.61 ± 1.10@@41.22,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-haiku-4-5-20251001 (zero-shot, val)</a>",🤔,2.09@@2.09,?,?,200000.0,✓,✗,46.14 ± 1.67 / 52.84 ± 1.52@@46.14,58.87 ± 1.69 / 58.87 ± 1.69@@58.87,25.54 ± 2.94 / 60.65 ± 1.72@@25.54,56.14 ± 1.32 / 27.21 ± 1.46@@56.14,32.03 ± 0.34 / 35.14 ± 0.37@@32.03,73.14 ± 5.18 / 79.38 ± 4.00@@73.14,35.30 ± 4.68 / 68.36 ± 2.50@@35.30,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Base-2503'>mistralai/Mistral-Small-3.1-24B-Base-2503</a>,🧠,2.10@@2.10,24011361280.0,131072.0,8192.0,✓,✗,47.98 ± 1.30 / 62.08 ± 1.75@@47.98,69.08 ± 1.35 / 69.08 ± 1.35@@69.08,13.94 ± 3.66 / 46.61 ± 5.71@@13.94,75.22 ± 2.06 / 56.94 ± 2.69@@75.22,27.22 ± 2.64 / 28.04 ± 3.16@@27.22,73.16 ± 2.16 / 79.85 ± 1.61@@73.16,34.54 ± 1.27 / 67.19 ± 0.67@@34.54,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.5.0.dev0@@160500,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.5.0.dev0@@160500,16.5.0.dev0@@160500
<a href='https://hf.co/Unbabel/Tower-Plus-72B'>Unbabel/Tower-Plus-72B (val)</a>,📝,2.11@@2.11,72706203648.0,152064.0,32768.0,✗,✗,49.21 ± 2.53 / 63.01 ± 2.11@@49.21,67.08 ± 2.89 / 67.08 ± 2.89@@67.08,16.58 ± 2.07 / 56.46 ± 1.75@@16.58,69.10 ± 1.14 / 45.10 ± 1.75@@69.10,32.60 ± 0.30 / 34.37 ± 0.33@@32.60,62.52 ± 5.99 / 71.25 ± 4.64@@62.52,27.71 ± 6.85 / 65.94 ± 3.30@@27.71,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,<9.2.0@@0,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/mistralai/Ministral-3-14B-Base-2512'>mistralai/Ministral-3-14B-Base-2512 (val)</a>,🧠,2.11@@2.11,13945031680.0,131072.0,8192.0,✓,✗,50.23 ± 2.01 / 66.03 ± 1.20@@50.23,66.18 ± 1.13 / 66.18 ± 1.13@@66.18,22.29 ± 2.76 / 56.24 ± 1.75@@22.29,76.12 ± 1.43 / 56.31 ± 1.53@@76.12,27.11 ± 1.37 / 27.98 ± 1.60@@27.11,68.23 ± 4.44 / 76.56 ± 3.20@@68.23,26.64 ± 3.23 / 64.06 ± 1.20@@26.64,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/google/gemma-3-12b-pt'>google/gemma-3-12b-pt</a>,🧠,2.17@@2.17,12187325040.0,262144.0,8192.0,✓,✗,48.31 ± 1.26 / 61.94 ± 1.59@@48.31,64.13 ± 2.21 / 64.13 ± 2.21@@64.13,19.44 ± 3.83 / 43.92 ± 3.77@@19.44,71.29 ± 2.41 / 52.90 ± 3.45@@71.29,25.12 ± 1.36 / 25.28 ± 1.51@@25.12,67.06 ± 1.32 / 75.27 ± 0.98@@67.06,37.34 ± 1.46 / 68.65 ± 0.75@@37.34,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.5.0.dev0@@160500,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.5.0.dev0@@160500,16.5.0.dev0@@160500
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#no-thinking (zero-shot, val)</a>",📝,2.22@@2.22,?,256128.0,1048576.0,✓,✗,50.18 ± 2.27 / 60.15 ± 1.99@@50.18,58.38 ± 1.44 / 58.38 ± 1.44@@58.38,20.96 ± 5.07 / 50.99 ± 2.46@@20.96,59.92 ± 1.06 / 36.00 ± 1.14@@59.92,33.12 ± 0.42 / 35.73 ± 0.45@@33.12,59.57 ± 5.86 / 69.69 ± 4.38@@59.57,23.26 ± 4.02 / 62.97 ± 1.98@@23.26,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3.5-9B'>Qwen/Qwen3.5-9B (val)</a>,🤔,2.23@@2.23,9653100528.0,248044.0,8192.0,✓,✗,44.00 ± 1.18 / 51.52 ± 1.38@@44.00,61.03 ± 0.68 / 61.03 ± 0.68@@61.03,19.48 ± 1.48 / 48.66 ± 1.05@@19.48,28.87 ± 1.01 / 19.73 ± 0.95@@28.87,29.30 ± 0.62 / 30.48 ± 0.71@@29.30,65.31 ± 4.37 / 74.69 ± 3.04@@65.31,65.67 ± 2.34 / 84.22 ± 1.01@@65.67,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#medium</a>,🤔,2.23@@2.23,21511953984.0,201088.0,131072.0,✓,✗,41.38 ± 0.89 / 49.62 ± 0.93@@41.38,63.39 ± 0.77 / 63.39 ± 0.77@@63.39,24.93 ± 1.48 / 58.44 ± 0.86@@24.93,54.78 ± 0.97 / 28.93 ± 1.25@@54.78,30.48 ± 0.12 / 34.35 ± 0.09@@30.48,65.79 ± 2.06 / 74.32 ± 1.55@@65.79,34.30 ± 1.46 / 67.14 ± 0.75@@34.30,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.15.0.dev0@@161500,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B</a>,📝,2.23@@2.23,14765947904.0,151665.0,131072.0,✓,✗,45.92 ± 1.20 / 56.19 ± 1.47@@45.92,63.46 ± 1.01 / 63.46 ± 1.01@@63.46,22.50 ± 1.50 / 59.34 ± 1.12@@22.50,66.26 ± 1.08 / 44.69 ± 1.16@@66.26,31.29 ± 0.52 / 32.49 ± 0.66@@31.29,56.01 ± 1.90 / 66.95 ± 1.40@@56.01,24.91 ± 1.33 / 62.48 ± 0.65@@24.91,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B#no-thinking</a>,📝,2.23@@2.23,8190735360.0,151936.0,40960.0,✓,✗,46.29 ± 1.12 / 60.55 ± 1.44@@46.29,59.51 ± 1.06 / 59.51 ± 1.06@@59.51,24.18 ± 1.45 / 60.09 ± 1.15@@24.18,66.46 ± 1.54 / 45.27 ± 1.47@@66.46,33.04 ± 0.23 / 34.71 ± 0.31@@33.04,48.85 ± 2.08 / 61.60 ± 1.55@@48.85,22.54 ± 1.72 / 61.26 ± 0.83@@22.54,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/mistralai/Ministral-3-14B-Instruct-2512'>mistralai/Ministral-3-14B-Instruct-2512 (val)</a>,📝,2.24@@2.24,12163481600.0,131072.0,8192.0,✓,✗,50.64 ± 0.97 / 63.06 ± 1.00@@50.64,58.26 ± 1.44 / 58.26 ± 1.44@@58.26,17.57 ± 1.69 / 57.25 ± 1.33@@17.57,64.07 ± 1.37 / 45.38 ± 1.34@@64.07,30.69 ± 1.26 / 32.40 ± 1.34@@30.69,62.49 ± 3.76 / 71.56 ± 2.89@@62.49,27.34 ± 2.91 / 63.28 ± 1.41@@27.34,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/Qwen/Qwen3-4B-Thinking-2507'>Qwen/Qwen3-4B-Thinking-2507</a>,🤔,2.26@@2.26,4022468096.0,151936.0,262144.0,✓,✗,41.10 ± 1.01 / 47.62 ± 1.23@@41.10,59.48 ± 1.89 / 59.48 ± 1.89@@59.48,14.78 ± 2.08 / 49.18 ± 1.53@@14.78,59.00 ± 1.41 / 35.20 ± 2.68@@59.00,31.82 ± 0.51 / 33.60 ± 0.73@@31.82,62.90 ± 2.18 / 72.16 ± 1.61@@62.90,41.33 ± 2.38 / 70.64 ± 1.16@@41.33,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.16.1.dev0@@161601,16.14.0.dev0@@161400,16.14.0.dev0@@161400
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512</a>,📝,2.27@@2.27,22637328384.0,128000.0,32768.0,✓,✗,43.89 ± 0.80 / 54.67 ± 1.04@@43.89,60.55 ± 1.49 / 60.55 ± 1.49@@60.55,32.06 ± 4.05 / 59.39 ± 4.90@@32.06,36.32 ± 1.64 / 19.19 ± 1.26@@36.32,30.07 ± 1.49 / 31.01 ± 1.77@@30.07,73.25 ± 1.68 / 79.94 ± 1.22@@73.25,27.60 ± 1.43 / 63.76 ± 0.70@@27.60,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.15.0.dev0@@161500,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/google/gemma-3n-E4B-it'>google/gemma-3n-E4B-it</a>,📝,2.30@@2.30,7849978192.0,262400.0,8192.0,✓,✗,45.38 ± 1.53 / 60.20 ± 1.89@@45.38,61.40 ± 1.01 / 61.40 ± 1.01@@61.40,19.05 ± 1.11 / 52.04 ± 2.41@@19.05,61.31 ± 1.25 / 34.70 ± 1.98@@61.31,33.55 ± 0.18 / 35.39 ± 0.23@@33.55,49.12 ± 2.28 / 61.79 ± 1.66@@49.12,25.19 ± 2.58 / 62.55 ± 1.32@@25.19,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/mistralai/Ministral-3-8B-Reasoning-2512'>mistralai/Ministral-3-8B-Reasoning-2512</a>,🤔,2.30@@2.30,8918026240.0,131072.0,8192.0,✓,✗,48.38 ± 0.49 / 63.84 ± 0.55@@48.38,64.81 ± 0.71 / 64.81 ± 0.71@@64.81,15.02 ± 1.49 / 54.87 ± 1.77@@15.02,72.47 ± 0.96 / 55.16 ± 1.48@@72.47,30.67 ± 0.42 / 32.77 ± 0.55@@30.67,54.18 ± 1.10 / 65.62 ± 0.84@@54.18,15.78 ± 0.55 / 57.92 ± 0.29@@15.78,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
"<a href='https://platform.openai.com/docs/models/gpt-5-nano'>gpt-5-nano-2025-08-07 (zero-shot, val)</a>",🤔,2.32@@2.32,?,100256.0,272000.0,✓,✗,40.95 ± 1.82 / 48.42 ± 1.32@@40.95,61.49 ± 1.86 / 61.49 ± 1.86@@61.49,21.58 ± 3.12 / 59.74 ± 1.65@@21.58,56.53 ± 0.76 / 31.29 ± 1.33@@56.53,29.82 ± 0.30 / 33.87 ± 0.35@@29.82,54.95 ± 7.83 / 66.25 ± 5.97@@54.95,32.30 ± 4.74 / 67.27 ± 2.53@@32.30,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct</a>,📝,2.33@@2.33,9152319488.0,128000.0,4096.0,✗,✗,46.13 ± 1.71 / 59.61 ± 1.84@@46.13,56.75 ± 1.41 / 56.75 ± 1.41@@56.75,17.46 ± 2.19 / 51.22 ± 4.59@@17.46,60.53 ± 1.67 / 37.36 ± 1.87@@60.53,33.75 ± 0.20 / 36.29 ± 0.24@@33.75,58.45 ± 2.85 / 68.79 ± 2.09@@58.45,16.44 ± 2.37 / 57.60 ± 1.12@@16.44,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/mistralai/Ministral-3-8B-Instruct-2512'>mistralai/Ministral-3-8B-Instruct-2512 (val)</a>,📝,2.36@@2.36,7415529472.0,131072.0,8192.0,✓,✗,49.76 ± 1.43 / 64.13 ± 1.15@@49.76,62.17 ± 1.25 / 62.17 ± 1.25@@62.17,13.61 ± 1.63 / 51.24 ± 1.43@@13.61,63.73 ± 1.44 / 43.32 ± 1.93@@63.73,32.63 ± 0.29 / 34.76 ± 0.29@@32.63,42.30 ± 4.45 / 56.88 ± 3.19@@42.30,16.67 ± 4.60 / 61.41 ± 1.95@@16.67,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/mistralai/Ministral-3-8B-Base-2512'>mistralai/Ministral-3-8B-Base-2512 (val)</a>,🧠,2.37@@2.37,8918026240.0,131072.0,8192.0,✓,✗,48.47 ± 1.86 / 63.59 ± 1.34@@48.47,64.45 ± 1.95 / 64.45 ± 1.95@@64.45,14.70 ± 2.31 / 56.22 ± 0.87@@14.70,72.08 ± 1.43 / 51.15 ± 1.48@@72.08,27.65 ± 1.12 / 28.61 ± 1.35@@27.65,48.00 ± 3.38 / 62.19 ± 2.26@@48.00,16.92 ± 3.48 / 61.48 ± 1.60@@16.92,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#low</a>,🤔,2.37@@2.37,21511953984.0,201088.0,131072.0,✓,✗,41.56 ± 1.57 / 54.26 ± 0.99@@41.56,62.58 ± 0.81 / 62.58 ± 0.81@@62.58,20.01 ± 1.28 / 55.38 ± 1.00@@20.01,56.85 ± 1.80 / 31.85 ± 2.02@@56.85,30.88 ± 0.17 / 34.55 ± 0.21@@30.88,52.35 ± 1.68 / 64.25 ± 1.26@@52.35,24.90 ± 2.24 / 62.45 ± 1.10@@24.90,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.15.0.dev0@@161500,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/google/gemma-4-E4B-it'>google/gemma-4-E4B-it (val)</a>,📝,2.44@@2.44,7996157418.0,262144.0,8192.0,✓,✗,49.20 ± 1.50 / 64.42 ± 0.83@@49.20,58.83 ± 0.98 / 58.83 ± 0.98@@58.83,6.07 ± 1.91 / 51.32 ± 1.02@@6.07,66.19 ± 1.11 / 39.82 ± 1.57@@66.19,31.43 ± 0.28 / 32.97 ± 0.35@@31.43,40.52 ± 5.69 / 55.00 ± 4.27@@40.52,22.54 ± 3.81 / 61.02 ± 1.97@@22.54,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking</a>,📝,2.44@@2.44,4022468096.0,151936.0,40960.0,✓,✗,44.47 ± 0.92 / 58.48 ± 1.25@@44.47,56.56 ± 1.04 / 56.56 ± 1.04@@56.56,23.12 ± 1.80 / 61.34 ± 0.81@@23.12,63.23 ± 1.25 / 43.59 ± 1.18@@63.23,32.74 ± 0.47 / 34.42 ± 0.65@@32.74,35.72 ± 2.92 / 51.77 ± 2.13@@35.72,10.79 ± 1.72 / 54.89 ± 0.97@@10.79,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B</a>,📝,2.46@@2.46,4022468096.0,151936.0,262144.0,✗,✗,43.38 ± 0.86 / 55.17 ± 1.02@@43.38,60.35 ± 1.24 / 60.35 ± 1.24@@60.35,16.88 ± 1.02 / 57.55 ± 0.45@@16.88,68.20 ± 1.53 / 48.12 ± 1.64@@68.20,30.56 ± 0.88 / 31.90 ± 1.09@@30.56,36.29 ± 2.18 / 52.29 ± 1.50@@36.29,14.90 ± 1.69 / 57.44 ± 0.92@@14.90,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.15.0.dev0@@161500,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B (val)</a>,📝,2.49@@2.49,9241705984.0,256000.0,8192.0,✗,✗,42.59 ± 3.34 / 59.83 ± 2.75@@42.59,57.91 ± 2.35 / 57.91 ± 2.35@@57.91,14.53 ± 5.29 / 55.43 ± 2.83@@14.53,65.78 ± 1.60 / 42.71 ± 2.05@@65.78,31.89 ± 0.17 / 34.17 ± 0.18@@31.89,49.59 ± 7.77 / 61.25 ± 6.07@@49.59,6.63 ± 6.62 / 51.41 ± 2.53@@6.63,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,<9.2.0@@0,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/google/gemma-4-31B'>google/gemma-4-31B (val)</a>,🧠,2.54@@2.54,31273088876.0,262144.0,8192.0,✓,✗,39.43 ± 2.13 / 58.96 ± 1.33@@39.43,55.99 ± 1.43 / 55.99 ± 1.43@@55.99,22.37 ± 4.18 / 59.88 ± 1.90@@22.37,65.26 ± 1.97 / 41.51 ± 2.18@@65.26,21.37 ± 1.10 / 21.80 ± 1.14@@21.37,51.94 ± 3.37 / 64.06 ± 2.60@@51.94,22.67 ± 3.47 / 59.92 ± 1.44@@22.67,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,2.54@@2.54,8030261248.0,128256.0,131072.0,✓,✗,45.67 ± 1.13 / 59.29 ± 2.08@@45.67,61.64 ± 1.59 / 61.64 ± 1.59@@61.64,16.28 ± 2.33 / 54.14 ± 3.45@@16.28,50.13 ± 5.34 / 17.40 ± 4.15@@50.13,31.61 ± 0.63 / 32.76 ± 0.84@@31.61,40.18 ± 2.33 / 54.99 ± 1.74@@40.18,8.62 ± 1.52 / 54.15 ± 0.89@@8.62,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/utter-project/EuroLLM-22B-2512'>utter-project/EuroLLM-22B-2512</a>,🧠,2.57@@2.57,22637328384.0,128000.0,32768.0,✓,✗,32.30 ± 1.73 / 44.09 ± 0.90@@32.30,58.06 ± 2.51 / 58.06 ± 2.51@@58.06,11.00 ± 4.35 / 39.33 ± 4.63@@11.00,70.17 ± 1.81 / 51.57 ± 2.43@@70.17,24.26 ± 1.38 / 24.17 ± 1.49@@24.26,67.30 ± 1.99 / 75.27 ± 1.52@@67.30,17.89 ± 1.72 / 58.51 ± 0.87@@17.89,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.15.0.dev0@@161500,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/Qwen/Qwen3.5-9B-Base'>Qwen/Qwen3.5-9B-Base (val)</a>,🧠,2.58@@2.58,9653100528.0,248044.0,8192.0,✓,✗,39.18 ± 2.21 / 61.12 ± 1.84@@39.18,65.31 ± 1.40 / 65.31 ± 1.40@@65.31,0.00 ± 0.00 / 32.87 ± 0.49@@0.00,77.79 ± 0.80 / 58.78 ± 0.82@@77.79,25.12 ± 0.90 / 25.34 ± 1.01@@25.12,47.44 ± 5.34 / 61.25 ± 3.88@@47.44,17.93 ± 2.62 / 46.95 ± 1.12@@17.93,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/mistralai/Ministral-3-3B-Reasoning-2512'>mistralai/Ministral-3-3B-Reasoning-2512</a>,📝,2.61@@2.61,?,?,?,✓,✗,44.90 ± 1.64 / 63.20 ± 1.09@@44.90,54.75 ± 1.77 / 54.75 ± 1.77@@54.75,6.29 ± 2.22 / 41.66 ± 4.57@@6.29,68.20 ± 1.11 / 46.50 ± 0.78@@68.20,31.26 ± 0.36 / 33.28 ± 0.39@@31.26,38.41 ± 1.56 / 53.76 ± 0.97@@38.41,8.47 ± 2.30 / 54.26 ± 1.15@@8.47,16.17.0@@161700,16.17.0@@161700,16.17.0@@161700,16.17.0@@161700,16.17.0@@161700,16.17.0@@161700,16.17.0@@161700
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct</a>,📝,2.63@@2.63,8030261248.0,128256.0,131072.0,✓,✗,44.95 ± 1.49 / 55.18 ± 2.20@@44.95,56.29 ± 1.21 / 56.29 ± 1.21@@56.29,10.35 ± 0.93 / 53.51 ± 0.67@@10.35,69.09 ± 1.63 / 46.66 ± 2.12@@69.09,28.23 ± 1.48 / 28.56 ± 1.65@@28.23,36.99 ± 1.78 / 52.68 ± 1.28@@36.99,7.23 ± 2.03 / 52.98 ± 1.01@@7.23,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.3.0.dev0@@160300,16.3.0.dev0@@160300
