<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=14 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=15 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#low (zero-shot, val)</a>",🤔,1.80@@1.80,?,?,400000.0,✓,✗,✗,✓,48.29 ± 1.06 / 65.47 ± 0.78@@48.29,36.07 ± 1.29 / 22.72 ± 0.72@@36.07,48.22 ± 1.47 / 73.46 ± 0.83@@48.22,60.18 ± 0.41 / 32.32 ± 0.70@@60.18,78.28 ± 0.98 / 83.79 ± 0.77@@78.28,83.08 ± 2.31 / 91.58 ± 1.13@@83.08,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#medium (zero-shot, val)</a>",🤔,1.81@@1.81,?,?,400000.0,✓,✗,✗,✓,52.20 ± 1.19 / 66.74 ± 0.82@@52.20,41.16 ± 1.22 / 27.11 ± 0.92@@41.16,41.91 ± 2.18 / 70.07 ± 1.11@@41.91,56.32 ± 0.54 / 30.14 ± 0.51@@56.32,77.73 ± 0.74 / 83.36 ± 0.57@@77.73,73.57 ± 2.91 / 87.02 ± 1.41@@73.57,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/meta-llama/Llama-3.1-70B'>meta-llama/Llama-3.1-70B</a>,🧠,1.81@@1.81,70553706496.0,128256.0,131072.0,✓,✗,(✓),✓,51.96 ± 1.53 / 68.51 ± 1.00@@51.96,66.65 ± 0.94 / 57.68 ± 1.51@@66.65,25.08 ± 1.61 / 60.50 ± 2.65@@25.08,72.11 ± 2.61 / 53.74 ± 3.49@@72.11,53.30 ± 0.85 / 64.80 ± 0.66@@53.30,78.96 ± 2.83 / 89.39 ± 1.45@@78.96,16.5.0.dev0@@160500,16.0.0.dev0@@160000,16.5.0.dev0@@160500,16.0.0.dev0@@160000,16.5.0.dev0@@160500,16.5.0.dev0@@160500
<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it</a>,📝,1.81@@1.81,27432406640.0,262144.0,?,✓,✗,(✓),✓,51.39 ± 1.16 / 68.30 ± 0.73@@51.39,51.06 ± 2.50 / 43.07 ± 2.40@@51.06,40.08 ± 1.70 / 69.72 ± 0.90@@40.08,61.34 ± 1.52 / 36.85 ± 1.83@@61.34,55.03 ± 0.73 / 66.18 ± 0.54@@55.03,92.21 ± 2.87 / 96.14 ± 1.41@@92.21,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/Unbabel/Tower-Plus-72B'>Unbabel/Tower-Plus-72B (val)</a>,📝,1.83@@1.83,72706203648.0,152064.0,32768.0,✗,✗,(✓),✗,45.54 ± 3.77 / 63.68 ± 2.69@@45.54,59.46 ± 3.42 / 41.00 ± 3.22@@59.46,31.96 ± 2.38 / 64.91 ± 0.84@@31.96,65.86 ± 1.73 / 41.06 ± 1.89@@65.86,66.07 ± 2.14 / 74.65 ± 1.54@@66.07,77.12 ± 2.72 / 88.77 ± 1.38@@77.12,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/mistralai/Mistral-Small-3.2-24B-Instruct-2506'>mistralai/Mistral-Small-3.2-24B-Instruct-2506</a>,📝,1.85@@1.85,24011361280.0,131072.0,?,✓,✗,(✓),✓,51.25 ± 2.43 / 66.91 ± 1.79@@51.25,61.71 ± 2.22 / 45.90 ± 1.87@@61.71,30.29 ± 1.59 / 62.86 ± 1.43@@30.29,72.50 ± 2.64 / 52.22 ± 3.67@@72.50,47.16 ± 0.51 / 60.21 ± 0.41@@47.16,78.17 ± 5.03 / 89.17 ± 2.49@@78.17,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/meta-llama/Llama-3.3-70B-Instruct'>meta-llama/Llama-3.3-70B-Instruct</a>,📝,1.86@@1.86,70553706496.0,128256.0,131072.0,✓,✗,(✓),✓,50.31 ± 1.48 / 66.39 ± 1.00@@50.31,60.97 ± 1.96 / 41.47 ± 1.63@@60.97,29.50 ± 1.84 / 62.17 ± 2.12@@29.50,61.67 ± 1.11 / 37.02 ± 1.32@@61.67,58.38 ± 0.81 / 68.80 ± 0.62@@58.38,80.51 ± 3.95 / 90.30 ± 2.00@@80.51,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/mistralai/Voxtral-Small-24B-2507'>mistralai/Voxtral-Small-24B-2507</a>,📝,1.87@@1.87,24261800960.0,131072.0,8192.0,✓,✗,(✓),✓,48.11 ± 2.76 / 63.91 ± 2.63@@48.11,64.05 ± 1.87 / 51.28 ± 2.11@@64.05,29.20 ± 1.97 / 64.07 ± 1.26@@29.20,68.76 ± 2.65 / 49.98 ± 3.42@@68.76,47.72 ± 1.09 / 60.52 ± 0.81@@47.72,78.97 ± 5.36 / 89.47 ± 2.67@@78.97,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503'>mistralai/Mistral-Small-3.1-24B-Instruct-2503</a>,📝,1.87@@1.87,24011361280.0,131072.0,8192.0,✓,✗,(✓),✓,52.86 ± 1.72 / 68.55 ± 1.19@@52.86,59.80 ± 2.09 / 47.20 ± 1.82@@59.80,29.64 ± 1.85 / 62.74 ± 1.83@@29.64,69.20 ± 2.42 / 46.00 ± 2.94@@69.20,46.25 ± 0.95 / 59.54 ± 0.74@@46.25,75.72 ± 5.96 / 87.88 ± 3.05@@75.72,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen3-Next-80B-A3B-Thinking'>Qwen/Qwen3-Next-80B-A3B-Thinking</a>,🤔,1.87@@1.87,81324862720.0,151936.0,262144.0,✓,✗,✗,✓,48.11 ± 1.37 / 62.40 ± 1.04@@48.11,67.52 ± 1.26 / 53.94 ± 2.66@@67.52,18.27 ± 1.93 / 50.63 ± 1.14@@18.27,52.13 ± 1.01 / 31.83 ± 1.46@@52.13,76.68 ± 0.61 / 82.51 ± 0.45@@76.68,84.27 ± 4.41 / 92.20 ± 2.19@@84.27,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/zai-org/GLM-4.7-Flash'>zai-org/GLM-4.7-Flash (val)</a>,🤔,1.89@@1.89,31221485568.0,154880.0,202752.0,✓,✗,✗,✓,44.41 ± 1.68 / 61.51 ± 1.24@@44.41,63.50 ± 2.28 / 49.24 ± 1.88@@63.50,27.41 ± 2.73 / 61.86 ± 1.41@@27.41,59.02 ± 0.79 / 36.39 ± 0.92@@59.02,65.81 ± 1.52 / 74.30 ± 1.13@@65.81,73.32 ± 1.98 / 86.84 ± 0.95@@73.32,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,1.90@@1.90,30532122624.0,151936.0,262144.0,✓,✗,✗,✓,50.12 ± 1.51 / 67.10 ± 0.95@@50.12,46.83 ± 1.84 / 30.20 ± 1.49@@46.83,34.15 ± 1.88 / 66.43 ± 1.23@@34.15,64.14 ± 1.30 / 41.96 ± 1.42@@64.14,56.14 ± 0.79 / 67.07 ± 0.60@@56.14,85.93 ± 2.57 / 93.03 ± 1.29@@85.93,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/google/gemma-3-12b-it'>google/gemma-3-12b-it</a>,📝,1.91@@1.91,12187325040.0,262144.0,?,✓,✗,(✓),✓,49.04 ± 1.45 / 66.65 ± 0.92@@49.04,55.84 ± 2.28 / 34.19 ± 2.12@@55.84,35.56 ± 1.68 / 67.29 ± 1.01@@35.56,61.55 ± 1.52 / 39.04 ± 1.52@@61.55,47.42 ± 0.91 / 60.56 ± 0.69@@47.42,85.63 ± 3.00 / 92.95 ± 1.42@@85.63,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/zai-org/GLM-4.5-Air'>zai-org/GLM-4.5-Air#thinking</a>,🤔,1.91@@1.91,110468824832.0,151552.0,131072.0,✓,✗,✗,✓,50.29 ± 1.33 / 67.20 ± 0.87@@50.29,71.41 ± 2.46 / 62.00 ± 2.15@@71.41,28.68 ± 1.37 / 63.73 ± 0.83@@28.68,34.38 ± 1.49 / 0.00 ± 0.00@@34.38,65.15 ± 0.62 / 73.91 ± 0.46@@65.15,80.99 ± 3.62 / 90.45 ± 1.81@@80.99,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/mistralai/Magistral-Small-2509'>mistralai/Magistral-Small-2509</a>,📝,1.91@@1.91,24011361280.0,131072.0,8192.0,✓,✗,(✓),✓,50.68 ± 1.90 / 66.96 ± 1.35@@50.68,57.00 ± 1.76 / 41.25 ± 1.89@@57.00,29.41 ± 2.38 / 63.36 ± 1.50@@29.41,71.87 ± 2.04 / 52.45 ± 2.61@@71.87,43.93 ± 0.86 / 57.74 ± 0.67@@43.93,73.59 ± 4.29 / 86.97 ± 2.14@@73.59,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-30B-A3B'>Qwen/Qwen3-30B-A3B#no-thinking</a>,📝,1.92@@1.92,30532122624.0,151936.0,40960.0,✓,✗,✗,✓,49.75 ± 1.27 / 66.73 ± 0.96@@49.75,53.73 ± 1.89 / 35.40 ± 2.39@@53.73,33.94 ± 1.42 / 66.55 ± 0.68@@33.94,62.82 ± 1.53 / 40.96 ± 1.65@@62.82,49.24 ± 0.61 / 61.69 ± 0.49@@49.24,80.35 ± 3.68 / 90.30 ± 1.82@@80.35,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
"<a href='https://platform.openai.com/docs/models/gpt-4.1-mini'>gpt-4.1-mini-2025-04-14 (zero-shot, val)</a>",📝,1.94@@1.94,?,?,1047576.0,✓,✗,✗,✓,50.93 ± 2.10 / 66.46 ± 1.38@@50.93,35.70 ± 1.50 / 19.65 ± 0.93@@35.70,37.06 ± 3.06 / 67.34 ± 1.55@@37.06,61.82 ± 1.29 / 33.04 ± 1.66@@61.82,61.95 ± 2.73 / 71.60 ± 2.10@@61.95,84.35 ± 5.34 / 92.28 ± 2.62@@84.35,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen3-4B-Thinking-2507'>Qwen/Qwen3-4B-Thinking-2507</a>,🤔,1.95@@1.95,4022468096.0,151936.0,262144.0,✓,✗,✗,✓,48.79 ± 1.22 / 64.14 ± 1.01@@48.79,73.20 ± 1.46 / 58.31 ± 2.61@@73.20,16.69 ± 1.78 / 48.57 ± 1.84@@16.69,58.00 ± 2.37 / 34.03 ± 2.69@@58.00,60.39 ± 0.79 / 70.37 ± 0.60@@60.39,73.14 ± 2.43 / 86.06 ± 1.37@@73.14,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400
<a href='https://hf.co/Qwen/Qwen3.5-9B'>Qwen/Qwen3.5-9B (val)</a>,🤔,1.97@@1.97,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,47.89 ± 1.88 / 63.78 ± 1.15@@47.89,50.44 ± 3.17 / 44.52 ± 2.71@@50.44,34.25 ± 1.79 / 65.99 ± 1.02@@34.25,39.13 ± 0.57 / 29.36 ± 0.61@@39.13,77.02 ± 0.91 / 82.97 ± 0.69@@77.02,83.01 ± 3.11 / 91.58 ± 1.50@@83.01,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B#no-thinking</a>,📝,2.01@@2.01,14768307200.0,151936.0,40960.0,✓,✗,✗,✓,46.69 ± 1.50 / 64.32 ± 0.95@@46.69,47.65 ± 1.61 / 30.31 ± 1.88@@47.65,33.50 ± 1.54 / 62.93 ± 1.51@@33.50,72.18 ± 1.38 / 52.05 ± 1.49@@72.18,45.16 ± 0.71 / 58.78 ± 0.57@@45.16,76.60 ± 5.42 / 88.26 ± 2.88@@76.60,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#medium</a>,🤔,2.01@@2.01,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,51.88 ± 1.43 / 67.81 ± 0.99@@51.88,61.60 ± 2.21 / 50.81 ± 2.52@@61.60,22.65 ± 1.73 / 58.54 ± 1.05@@22.65,55.96 ± 1.12 / 30.35 ± 1.40@@55.96,61.17 ± 1.63 / 70.84 ± 1.25@@61.17,66.05 ± 5.30 / 83.26 ± 2.67@@66.05,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Base-2503'>mistralai/Mistral-Small-3.1-24B-Base-2503</a>,🧠,2.02@@2.02,24011361280.0,131072.0,8192.0,✓,✗,(✓),✓,34.35 ± 3.80 / 43.31 ± 4.06@@34.35,64.01 ± 1.73 / 54.69 ± 2.28@@64.01,25.42 ± 3.07 / 59.53 ± 3.28@@25.42,70.73 ± 2.92 / 51.27 ± 3.82@@70.73,49.55 ± 0.53 / 62.03 ± 0.40@@49.55,81.05 ± 4.48 / 90.30 ± 2.37@@81.05,16.5.0.dev0@@160500,16.1.1.dev0@@160101,16.5.0.dev0@@160500,16.1.1.dev0@@160101,16.5.0.dev0@@160500,16.5.0.dev0@@160500
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B</a>,📝,2.03@@2.03,14765947904.0,151665.0,131072.0,✓,✗,(✓),✗,48.02 ± 1.58 / 64.21 ± 1.25@@48.02,56.69 ± 1.58 / 38.91 ± 1.65@@56.69,28.88 ± 0.97 / 63.57 ± 0.69@@28.88,67.49 ± 1.21 / 46.04 ± 1.39@@67.49,50.50 ± 1.01 / 62.93 ± 0.77@@50.50,57.94 ± 6.07 / 79.02 ± 3.17@@57.94,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-haiku-4-5-20251001 (zero-shot, val)</a>",🤔,2.06@@2.06,?,?,200000.0,✓,✗,✗,✓,45.05 ± 2.43 / 60.32 ± 1.57@@45.05,40.02 ± 1.98 / 22.54 ± 1.41@@40.02,26.62 ± 2.24 / 58.38 ± 1.81@@26.62,64.73 ± 1.07 / 39.14 ± 2.03@@64.73,71.92 ± 1.43 / 78.87 ± 1.13@@71.92,77.10 ± 7.68 / 88.60 ± 3.78@@77.10,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/google/gemma-3-27b-pt'>google/gemma-3-27b-pt</a>,🧠,2.13@@2.13,27432406640.0,262144.0,8192.0,✓,✗,(✓),✓,45.04 ± 2.09 / 59.17 ± 2.86@@45.04,59.03 ± 1.90 / 51.83 ± 1.63@@59.03,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,73.01 ± 3.01 / 53.94 ± 3.56@@73.01,59.03 ± 0.80 / 69.28 ± 0.60@@59.03,91.19 ± 3.46 / 95.68 ± 1.69@@91.19,16.5.0.dev0@@160500,15.16.0.dev0@@151600,16.5.0.dev0@@160500,15.16.0.dev0@@151600,16.5.0.dev0@@160500,16.5.0.dev0@@160500
<a href='https://hf.co/mistralai/Ministral-3-14B-Reasoning-2512'>mistralai/Ministral-3-14B-Reasoning-2512 (val)</a>,📝,2.14@@2.14,13945031680.0,131072.0,8192.0,✓,✗,(✓),✓,40.77 ± 1.98 / 57.11 ± 1.98@@40.77,54.81 ± 2.65 / 37.47 ± 1.82@@54.81,29.75 ± 2.32 / 62.77 ± 1.19@@29.75,70.52 ± 1.62 / 50.59 ± 1.82@@70.52,41.58 ± 0.95 / 55.94 ± 0.83@@41.58,54.72 ± 4.00 / 75.44 ± 1.99@@54.72,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/speakleash/Bielik-11B-v3-Base-20250730'>speakleash/Bielik-11B-v3-Base-20250730</a>,🧠,2.15@@2.15,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,34.29 ± 5.25 / 47.72 ± 6.81@@34.29,50.41 ± 1.45 / 34.36 ± 1.52@@50.41,26.75 ± 3.79 / 59.70 ± 3.89@@26.75,70.61 ± 1.69 / 52.97 ± 2.24@@70.61,38.30 ± 0.76 / 52.19 ± 0.73@@38.30,84.62 ± 5.15 / 92.35 ± 2.54@@84.62,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512</a>,📝,2.16@@2.16,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,49.59 ± 1.17 / 65.35 ± 1.17@@49.59,44.20 ± 1.31 / 28.85 ± 1.54@@44.20,38.00 ± 2.18 / 64.74 ± 2.37@@38.00,40.70 ± 1.48 / 24.21 ± 1.46@@40.70,43.27 ± 1.06 / 57.19 ± 0.81@@43.27,81.59 ± 2.47 / 90.61 ± 1.39@@81.59,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct</a>,📝,2.16@@2.16,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,49.19 ± 1.56 / 66.25 ± 1.08@@49.19,53.35 ± 1.65 / 36.32 ± 1.72@@53.35,35.66 ± 1.60 / 61.81 ± 1.42@@35.66,30.53 ± 1.30 / 0.43 ± 0.14@@30.53,44.91 ± 1.32 / 58.58 ± 1.01@@44.91,84.52 ± 2.87 / 92.35 ± 1.41@@84.52,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/zai-org/GLM-4.5-Air'>zai-org/GLM-4.5-Air#no-thinking</a>,📝,2.17@@2.17,110468824832.0,151552.0,131072.0,✓,✗,✗,✓,44.99 ± 1.73 / 63.01 ± 1.38@@44.99,53.11 ± 1.78 / 45.90 ± 1.59@@53.11,31.87 ± 1.31 / 65.30 ± 0.76@@31.87,37.88 ± 1.42 / 0.02 ± 0.04@@37.88,49.79 ± 0.83 / 61.10 ± 0.67@@49.79,79.66 ± 3.91 / 89.92 ± 2.01@@79.66,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,2.17@@2.17,70599864480.0,131072.0,65536.0,✗,✗,(✓),✗,46.30 ± 1.86 / 64.32 ± 1.45@@46.30,38.27 ± 0.99 / 18.49 ± 0.90@@38.27,34.90 ± 2.18 / 65.46 ± 2.49@@34.90,64.43 ± 1.39 / 41.49 ± 1.30@@64.43,37.78 ± 1.03 / 52.57 ± 0.75@@37.78,74.02 ± 4.29 / 86.89 ± 2.28@@74.02,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/mistralai/Ministral-3-8B-Base-2512'>mistralai/Ministral-3-8B-Base-2512 (val)</a>,🧠,2.17@@2.17,8918026240.0,131072.0,8192.0,✓,✗,(✓),✓,39.14 ± 1.31 / 59.37 ± 1.02@@39.14,54.50 ± 1.88 / 45.19 ± 2.32@@54.50,23.41 ± 2.77 / 58.29 ± 1.91@@23.41,66.30 ± 2.18 / 46.25 ± 2.44@@66.30,52.75 ± 0.93 / 65.04 ± 0.70@@52.75,64.65 ± 3.21 / 82.28 ± 1.47@@64.65,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small</a>,📝,2.18@@2.18,32207337984.0,100352.0,131072.0,✓,✗,(✓),✗,45.03 ± 1.85 / 63.30 ± 1.93@@45.03,54.10 ± 1.39 / 39.22 ± 3.92@@54.10,23.64 ± 1.49 / 59.74 ± 1.13@@23.64,64.64 ± 2.08 / 45.32 ± 2.19@@64.64,44.74 ± 0.93 / 58.28 ± 0.73@@44.74,67.30 ± 3.98 / 82.80 ± 2.42@@67.30,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/mistralai/Ministral-3-14B-Instruct-2512'>mistralai/Ministral-3-14B-Instruct-2512 (val)</a>,📝,2.20@@2.20,12163481600.0,131072.0,8192.0,✓,✗,(✓),✓,45.45 ± 2.12 / 63.18 ± 1.80@@45.45,47.57 ± 1.44 / 29.61 ± 1.47@@47.57,29.03 ± 1.58 / 63.65 ± 1.08@@29.03,64.73 ± 1.72 / 42.75 ± 1.98@@64.73,49.61 ± 0.70 / 62.58 ± 0.48@@49.61,51.87 ± 2.94 / 75.09 ± 1.43@@51.87,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/mistralai/Ministral-3-14B-Base-2512'>mistralai/Ministral-3-14B-Base-2512 (val)</a>,🧠,2.21@@2.21,13945031680.0,131072.0,8192.0,✓,✗,(✓),✓,26.88 ± 1.66 / 37.94 ± 1.68@@26.88,60.55 ± 2.23 / 53.16 ± 1.94@@60.55,26.67 ± 1.34 / 58.32 ± 1.37@@26.67,68.56 ± 1.82 / 49.57 ± 1.75@@68.56,51.82 ± 1.74 / 64.26 ± 1.33@@51.82,59.57 ± 3.20 / 78.42 ± 1.68@@59.57,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#low</a>,🤔,2.23@@2.23,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,45.19 ± 2.20 / 63.43 ± 1.56@@45.19,55.69 ± 2.87 / 40.55 ± 4.25@@55.69,21.64 ± 1.35 / 54.51 ± 0.90@@21.64,52.34 ± 1.03 / 25.62 ± 1.53@@52.34,47.13 ± 0.56 / 60.18 ± 0.44@@47.13,69.23 ± 5.03 / 84.85 ± 2.44@@69.23,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-5-haiku-20241022 (zero-shot, val)</a>",📝,2.26@@2.26,?,?,200000.0,✓,✗,✗,✓,49.13 ± 2.93 / 66.38 ± 2.00@@49.13,29.91 ± 1.62 / 15.36 ± 1.05@@29.91,33.10 ± 3.23 / 65.94 ± 1.64@@33.10,62.07 ± 0.96 / 32.04 ± 1.86@@62.07,48.57 ± 2.37 / 61.13 ± 1.89@@48.57,60.34 ± 8.05 / 80.53 ± 3.95@@60.34,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
