model,generative_type,rank,parameters,vocabulary_size,context,commercial,merge
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Base'>LiquidAI/LFM2.5-1.2B-Base</a>,📝,4.04,1170340608,65536,128000,✗,✗
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,4.07,2611528704,128000,4096,✓,✗
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT</a>,📝,4.08,,103424,131072,✓,✗
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,4.12,268098176,262144,32768,✓,✗
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct</a>,📝,4.17,1170340608,65536,128000,✗,✗
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Thinking'>LiquidAI/LFM2.5-1.2B-Thinking</a>,🤔,4.20,1170340608,65536,128000,✗,✗
<a href='https://hf.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview</a>,🧠,4.21,353424384,65536,2048,✓,✗
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,4.25,354483968,65536,128000,✗,✗
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.25,361821120,49152,8192,✓,✗
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,4.26,268098176,262144,32768,✓,✗
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,4.27,361821120,49152,8192,✓,✗
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base</a>,🧠,4.30,107908288,65536,262144,✓,✗
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,4.31,1170340608,65536,128000,✗,✗
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.31,134515008,49152,8192,✓,✗
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct</a>,📝,4.32,107908288,65536,262144,✓,✗
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,4.34,742489344,65536,128000,✗,✗
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.36,134515008,49152,8192,✓,✗
<a href='https://hf.co/AIDC-AI/Marco-Mini-Global-Base'>AIDC-AI/Marco-Mini-Global-Base (val)</a>,📝,4.46,17406164992,151936,32768,✓,✗
<a href='https://hf.co/inclusionAI/Ling-mini-2.0'>inclusionAI/Ling-mini-2.0 (val)</a>,📝,4.53,16255638528,157184,32768,✓,✗
<a href='https://hf.co/PleIAs/Monad'>PleIAs/Monad</a>,🧠,4.54,56656128,8192,2048,✓,✗
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking</a>,📝,4.54,320956992,65536,4096,✓,✗
