<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,<a id=9 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=10 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=11 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=12 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=13 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=14 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=15 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base</a>,🧠,4.21@@4.21,N/A,107908288.0,65536.0,262144.0,✓,✗,22.04 ± 5.90 / 35.87 ± 6.58@@22.04,19.80 ± 1.35 / 19.24 ± 1.18@@19.80,-0.37 ± 0.73 / 33.36 ± 0.26@@-0.37,20.65 ± 1.43 / 6.82 ± 0.85@@20.65,22.76 ± 1.49 / 25.41 ± 1.74@@22.76,-0.22 ± 1.33 / 22.19 ± 0.83@@-0.22,0.34 ± 0.99 / 24.83 ± 0.37@@0.34,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.14.0.dev0@@161400,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,4.21@@4.21,N/A,268098176.0,262144.0,32768.0,✓,✗,18.80 ± 4.78 / 32.30 ± 3.89@@18.80,20.03 ± 5.22 / 19.42 ± 4.56@@20.03,1.18 ± 0.78 / 33.66 ± 0.48@@1.18,20.19 ± 1.48 / 6.76 ± 0.95@@20.19,21.85 ± 0.84 / 24.55 ± 1.11@@21.85,-1.56 ± 0.78 / 22.99 ± 0.41@@-1.56,-0.99 ± 1.41 / 25.13 ± 0.54@@-0.99,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,4.22@@4.22,N/A,361821120.0,49152.0,8192.0,✓,✗,10.29 ± 5.54 / 26.69 ± 4.54@@10.29,20.40 ± 1.20 / 18.24 ± 1.20@@20.40,0.00 ± 0.00 / 33.30 ± 0.27@@0.00,20.22 ± 1.00 / 9.18 ± 0.56@@20.22,24.81 ± 4.62 / 26.90 ± 5.27@@24.81,0.52 ± 0.98 / 21.93 ± 0.37@@0.52,0.17 ± 0.42 / 24.90 ± 0.35@@0.17,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.36@@4.36,14.14,361821120.0,49152.0,8192.0,✓,✗,2.00 ± 1.93 / 18.70 ± 2.24@@2.00,18.69 ± 1.72 / 18.25 ± 1.82@@18.69,0.51 ± 1.34 / 33.38 ± 0.31@@0.51,10.77 ± 0.74 / 0.00 ± 0.00@@10.77,25.97 ± 2.21 / 28.42 ± 2.59@@25.97,-0.45 ± 1.23 / 23.88 ± 1.06@@-0.45,0.20 ± 0.87 / 25.17 ± 0.80@@0.20,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.41@@4.41,0.01,134515008.0,49152.0,8192.0,✓,✗,4.28 ± 2.56 / 23.38 ± 2.83@@4.28,13.64 ± 1.55 / 13.64 ± 1.40@@13.64,1.27 ± 1.67 / 40.21 ± 3.22@@1.27,4.80 ± 0.77 / 0.00 ± 0.00@@4.80,25.21 ± 2.92 / 27.40 ± 3.46@@25.21,0.38 ± 0.78 / 25.28 ± 0.99@@0.38,0.96 ± 1.01 / 25.58 ± 0.62@@0.96,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.52@@4.52,N/A,134515008.0,49152.0,8192.0,✓,✗,-1.23 ± 3.45 / 20.09 ± 3.16@@-1.23,18.93 ± 1.42 / 18.65 ± 1.50@@18.93,-0.68 ± 1.58 / 34.45 ± 1.27@@-0.68,4.89 ± 0.67 / 0.95 ± 0.56@@4.89,21.61 ± 2.57 / 23.14 ± 3.10@@21.61,-0.52 ± 1.04 / 23.40 ± 0.88@@-0.52,0.15 ± 0.85 / 25.63 ± 0.59@@0.15,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking</a>,📝,4.64@@4.64,2.54,320956992.0,65536.0,4096.0,✓,✗,3.39 ± 2.44 / 21.29 ± 3.46@@3.39,14.27 ± 3.24 / 13.88 ± 2.95@@14.27,-0.28 ± 0.54 / 33.32 ± 0.30@@-0.28,6.55 ± 0.55 / 0.00 ± 0.00@@6.55,19.23 ± 1.67 / 22.52 ± 1.92@@19.23,0.35 ± 1.18 / 25.29 ± 1.05@@0.35,-0.45 ± 0.37 / 25.86 ± 0.58@@-0.45,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.14.0.dev0@@161400,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/PleIAs/Monad'>PleIAs/Monad</a>,🧠,5.07@@5.07,N/A,56656128.0,8192.0,2048.0,✓,✗,1.89 ± 1.90 / 20.37 ± 2.00@@1.89,0.06 ± 0.09 / 0.05 ± 0.06@@0.06,-0.48 ± 0.71 / 33.47 ± 0.46@@-0.48,3.42 ± 0.26 / 0.00 ± 0.00@@3.42,9.42 ± 0.19 / 9.95 ± 0.19@@9.42,-0.20 ± 1.14 / 22.93 ± 0.94@@-0.20,-0.48 ± 1.30 / 24.55 ± 0.84@@-0.48,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.14.0.dev0@@161400,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/google/gemma-2-2b'>google/gemma-2-2b</a>,🧠,-@@100,N/A,2614341888.0,256000.0,8192.0,✓,✗,48.01 ± 5.17 / 58.53 ± 6.80@@48.01,21.36 ± 3.97 / 20.66 ± 3.12@@21.36,8.28 ± 2.36 / 47.20 ± 5.19@@8.28,53.28 ± 2.67 / 27.71 ± 2.57@@53.28,-@@-1,21.31 ± 0.99 / 39.44 ± 0.67@@21.31,9.43 ± 0.73 / 29.59 ± 0.89@@9.43,15.4.1.dev0@@150401,15.4.1.dev0@@150401,15.4.1.dev0@@150401,15.4.1.dev0@@150401,-@@0,15.4.1.dev0@@150401,15.4.1.dev0@@150401
<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny</a>,📝,-@@100,0.09,6939037248.0,100352.0,131072.0,✓,✗,43.07 ± 2.78 / 61.46 ± 1.91@@43.07,57.63 ± 1.04 / 44.02 ± 2.61@@57.63,29.29 ± 7.32 / 59.03 ± 6.83@@29.29,31.58 ± 3.61 / 5.70 ± 2.58@@31.58,-@@-1,40.28 ± 1.35 / 55.09 ± 0.98@@40.28,40.11 ± 3.36 / 54.35 ± 2.85@@40.11,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,-@@0,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/ibm-granite/granite-3b-code-instruct-2k'>ibm-granite/granite-3b-code-instruct-2k</a>,📝,-@@100,?,3482503680.0,49152.0,2048.0,✓,✗,27.96 ± 2.08 / 44.52 ± 1.86@@27.96,46.40 ± 2.15 / 40.44 ± 2.37@@46.40,10.07 ± 1.87 / 49.27 ± 4.16@@10.07,23.93 ± 4.02 / 12.36 ± 2.09@@23.93,-@@-1,5.55 ± 1.48 / 28.11 ± 1.31@@5.55,1.34 ± 0.98 / 25.87 ± 0.91@@1.34,15.1.0@@150100,15.1.0@@150100,15.2.0.dev0@@150200,15.2.0.dev0@@150200,-@@0,15.2.0.dev0@@150200,15.2.0.dev0@@150200
<a href='https://hf.co/google/canine-c'>google/canine-c</a>,🔍,-@@100,N/A,132084482.0,1114112.0,2048.0,✓,✗,32.00 ± 2.75 / 52.52 ± 3.89@@32.00,22.65 ± 5.42 / 23.07 ± 5.55@@22.65,10.96 ± 9.57 / 51.41 ± 5.43@@10.96,-@@-1,-@@-1,-@@-1,-@@-1,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/google-bert/bert-base-multilingual-uncased'>google-bert/bert-base-multilingual-uncased</a>,🔍,-@@100,N/A,168055961.0,105879.0,512.0,✓,✗,43.25 ± 2.74 / 61.05 ± 2.91@@43.25,77.50 ± 0.62 / 75.76 ± 0.94@@77.50,51.74 ± 4.31 / 74.76 ± 2.15@@51.74,39.43 ± 1.61 / 17.83 ± 1.29@@39.43,-@@-1,-@@-1,-@@-1,12.10.1@@121001,12.10.1@@121001,12.10.1@@121001,12.10.1@@121001,-@@0,-@@0,-@@0
<a href='https://hf.co/google/gemma-2-27b-it'>google/gemma-2-27b-it</a>,📝,-@@100,?,27227128320.0,256000.0,8192.0,✓,✗,58.41 ± 1.50 / 72.17 ± 1.02@@58.41,59.50 ± 1.67 / 42.60 ± 1.40@@59.50,45.62 ± 1.42 / 71.26 ± 0.73@@45.62,55.71 ± 1.30 / 25.14 ± 1.01@@55.71,-@@-1,58.20 ± 0.74 / 68.46 ± 0.58@@58.20,69.25 ± 1.55 / 76.53 ± 1.20@@69.25,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601,-@@0,15.6.1@@150601,15.6.1@@150601
<a href='https://hf.co/google-bert/bert-base-multilingual-cased'>google-bert/bert-base-multilingual-cased</a>,🔍,-@@100,N/A,178566653.0,119547.0,512.0,✓,✗,42.97 ± 2.64 / 61.71 ± 1.79@@42.97,79.11 ± 0.83 / 77.83 ± 0.76@@79.11,42.66 ± 6.60 / 69.03 ± 3.13@@42.66,35.52 ± 1.24 / 14.98 ± 0.98@@35.52,-@@-1,-@@-1,-@@-1,12.10.1@@121001,12.10.1@@121001,12.10.1@@121001,12.10.1@@121001,-@@0,-@@0,-@@0
<a href='https://hf.co/ibm-granite/granite-3b-code-base-2k'>ibm-granite/granite-3b-code-base-2k</a>,🧠,-@@100,N/A,3482503680.0,49152.0,2048.0,✓,✗,38.35 ± 5.78 / 58.29 ± 4.02@@38.35,48.96 ± 1.85 / 43.93 ± 1.51@@48.96,7.73 ± 2.77 / 49.19 ± 4.85@@7.73,31.06 ± 3.43 / 15.34 ± 1.81@@31.06,-@@-1,3.37 ± 0.72 / 27.35 ± 0.58@@3.37,2.84 ± 1.71 / 26.80 ± 1.24@@2.84,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200,-@@0,15.2.0.dev0@@150200,15.2.0.dev0@@150200
<a href='https://hf.co/google/gemma-2-2b-it'>google/gemma-2-2b-it</a>,📝,-@@100,?,2614341888.0,256000.0,8192.0,✓,✗,41.51 ± 2.40 / 60.67 ± 1.54@@41.51,41.85 ± 1.19 / 35.16 ± 1.63@@41.85,26.12 ± 2.22 / 61.30 ± 0.98@@26.12,56.63 ± 1.79 / 29.47 ± 1.05@@56.63,-@@-1,27.42 ± 1.06 / 45.58 ± 0.79@@27.42,33.01 ± 1.09 / 49.52 ± 0.80@@33.01,15.4.1.dev0@@150401,15.4.1.dev0@@150401,15.4.1.dev0@@150401,15.4.1.dev0@@150401,-@@0,15.4.1.dev0@@150401,15.4.1@@150401
<a href='https://hf.co/google/gemma-2-27b'>google/gemma-2-27b</a>,🧠,-@@100,N/A,27227128320.0,256000.0,8192.0,✓,✗,58.37 ± 3.13 / 71.71 ± 2.03@@58.37,39.68 ± 2.15 / 38.42 ± 2.02@@39.68,40.68 ± 3.24 / 68.18 ± 2.57@@40.68,69.98 ± 3.21 / 41.02 ± 2.70@@69.98,-@@-1,58.42 ± 0.82 / 68.62 ± 0.68@@58.42,46.16 ± 4.49 / 56.68 ± 3.82@@46.16,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601,-@@0,15.6.1@@150601,15.6.1@@150601
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small</a>,📝,-@@100,2.75,32207337984.0,100352.0,131072.0,✓,✗,54.15 ± 2.19 / 69.38 ± 1.32@@54.15,67.06 ± 1.04 / 54.01 ± 3.16@@67.06,43.34 ± 14.24 / 67.75 ± 11.45@@43.34,55.30 ± 2.23 / 29.22 ± 1.25@@55.30,-@@-1,56.93 ± 1.17 / 67.49 ± 0.89@@56.93,73.91 ± 1.27 / 80.18 ± 1.04@@73.91,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,-@@0,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/ibm-granite/granite-7b-base'>ibm-granite/granite-7b-base</a>,🧠,-@@100,N/A,6738415616.0,32000.0,2048.0,✓,✗,46.00 ± 3.63 / 61.88 ± 2.94@@46.00,37.68 ± 1.26 / 33.74 ± 1.78@@37.68,0.83 ± 0.84 / 33.38 ± 0.28@@0.83,53.15 ± 4.26 / 26.65 ± 4.01@@53.15,-@@-1,18.12 ± 0.96 / 37.66 ± 1.06@@18.12,9.92 ± 2.59 / 31.17 ± 1.75@@9.92,12.10.5@@121005,12.10.5@@121005,12.10.5@@121005,12.10.5@@121005,-@@0,12.10.8@@121008,12.10.8@@121008
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-pro'>gemini/gemini-2.5-pro (zero-shot, val)</a>",🤔,-@@100,?,?,256128.0,1048576.0,✓,✗,57.67 ± 3.21 / 66.53 ± 2.23@@57.67,65.08 ± 1.61 / 44.34 ± 1.91@@65.08,41.01 ± 3.93 / 68.29 ± 2.04@@41.01,54.22 ± 1.48 / 25.53 ± 2.31@@54.22,-@@-1,89.22 ± 1.74 / 91.99 ± 1.31@@89.22,81.11 ± 1.43 / 85.74 ± 1.10@@81.11,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,-@@0,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/jhu-clsp/mmBERT-base'>jhu-clsp/mmBERT-base</a>,🔍,-@@100,N/A,307531778.0,256000.0,8192.0,✓,✗,50.98 ± 2.44 / 66.66 ± 1.79@@50.98,72.40 ± 1.88 / 70.82 ± 1.85@@72.40,49.53 ± 7.53 / 74.07 ± 4.08@@49.53,43.85 ± 1.33 / 18.49 ± 1.33@@43.85,-@@-1,-@@-1,-@@-1,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001,-@@0,-@@0,-@@0
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,-@@100,N/A,140642306.0,256000.0,8192.0,✓,✗,40.77 ± 4.13 / 60.03 ± 2.82@@40.77,70.12 ± 2.19 / 68.16 ± 2.30@@70.12,43.47 ± 5.90 / 70.94 ± 3.32@@43.47,27.43 ± 4.35 / 9.83 ± 2.34@@27.43,-@@-1,-@@-1,-@@-1,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,-@@0,-@@0,-@@0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-pro-preview-03-25'>gemini/gemini-2.5-pro-preview-03-25 (zero-shot, val)</a>",🤔,-@@100,?,?,256128.0,1048576.0,✓,✗,54.51 ± 2.88 / 64.95 ± 2.10@@54.51,56.70 ± 2.11 / 36.11 ± 1.77@@56.70,45.61 ± 3.86 / 71.08 ± 1.95@@45.61,56.29 ± 1.52 / 27.50 ± 2.06@@56.29,-@@-1,83.64 ± 1.81 / 87.58 ± 1.38@@83.64,72.58 ± 1.96 / 79.18 ± 1.52@@72.58,15.8.1@@150801,15.8.1@@150801,15.8.1@@150801,15.8.1@@150801,-@@0,15.8.1@@150801,15.8.1@@150801
<a href='https://hf.co/jhu-clsp/bernice'>jhu-clsp/bernice</a>,🔍,-@@100,N/A,277748738.0,250000.0,128.0,✓,✗,62.00 ± 2.11 / 74.40 ± 1.38@@62.00,72.25 ± 1.06 / 71.08 ± 1.17@@72.25,48.10 ± 4.34 / 71.95 ± 3.29@@48.10,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,-@@-1,-@@-1,-@@-1,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,-@@0,-@@0,-@@0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-preview-04-17'>gemini/gemini-2.5-flash-preview-04-17 (zero-shot, val)</a>",🤔,-@@100,?,?,256128.0,1048576.0,✓,✗,61.70 ± 2.47 / 66.86 ± 2.16@@61.70,70.25 ± 1.85 / 52.06 ± 2.10@@70.25,39.34 ± 4.97 / 67.12 ± 2.40@@39.34,51.82 ± 1.28 / 29.86 ± 1.58@@51.82,-@@-1,77.85 ± 1.78 / 83.20 ± 1.34@@77.85,62.64 ± 2.53 / 70.43 ± 2.19@@62.64,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,-@@0,15.6.1.dev0@@150601,15.6.1.dev0@@150601
<a href='https://hf.co/kyutai/helium-1-2b'>kyutai/helium-1-2b</a>,🧠,-@@100,N/A,2023868416.0,64000.0,4096.0,✓,✗,1.89 ± 1.69 / 16.75 ± 0.48@@1.89,30.24 ± 4.01 / 28.74 ± 3.76@@30.24,0.96 ± 1.00 / 33.37 ± 0.22@@0.96,58.06 ± 1.98 / 30.84 ± 1.69@@58.06,-@@-1,17.10 ± 1.44 / 33.85 ± 1.25@@17.10,9.18 ± 1.21 / 29.97 ± 0.84@@9.18,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,-@@0,16.0.0.dev0@@160000,16.0.0.dev0@@160000
<a href='https://hf.co/lightonai/alfred-40b-1023'>lightonai/alfred-40b-1023</a>,📝,-@@100,?,?,65024.0,?,✓,✗,52.46 ± 2.84 / 66.80 ± 2.60@@52.46,49.28 ± 2.64 / 41.38 ± 3.19@@49.28,32.75 ± 5.31 / 59.73 ± 6.36@@32.75,64.26 ± 1.31 / 31.18 ± 1.05@@64.26,-@@-1,26.71 ± 0.98 / 44.52 ± 0.83@@26.71,19.57 ± 1.18 / 39.05 ± 0.99@@19.57,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901,-@@0,15.9.1.dev0@@150901,15.9.1.dev0@@150901
<a href='https://hf.co/mayflowergmbh/Wiedervereinigung-7b-dpo'>mayflowergmbh/Wiedervereinigung-7b-dpo (val)</a>,📝,-@@100,?,7241732096.0,32000.0,32768.0,✗,✓,51.92 ± 3.19 / 67.12 ± 2.11@@51.92,52.17 ± 2.87 / 40.26 ± 2.43@@52.17,29.06 ± 5.04 / 62.77 ± 2.22@@29.06,50.41 ± 3.79 / 14.59 ± 2.77@@50.41,-@@-1,35.38 ± 1.08 / 51.48 ± 0.84@@35.38,34.16 ± 3.12 / 49.73 ± 2.20@@34.16,12.1.0@@120100,12.5.2@@120502,12.1.0@@120100,12.4.0@@120400,-@@0,12.1.0@@120100,12.1.0@@120100
<a href='https://hf.co/meta-llama/Llama-2-13b-chat-hf'>meta-llama/Llama-2-13b-chat-hf</a>,📝,-@@100,?,13015866880.0,32000.0,4096.0,✓,✗,46.03 ± 2.45 / 60.44 ± 2.21@@46.03,47.79 ± 1.79 / 34.14 ± 1.21@@47.79,24.70 ± 1.82 / 59.87 ± 1.46@@24.70,51.82 ± 1.14 / 24.08 ± 0.51@@51.82,-@@-1,12.50 ± 1.55 / 32.07 ± 1.11@@12.50,4.33 ± 1.63 / 26.10 ± 0.86@@4.33,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300,-@@0,14.3.0@@140300,14.3.0@@140300
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite-preview-06-17'>gemini/gemini-2.5-flash-lite-preview-06-17#thinking (zero-shot, val)</a>",🤔,-@@100,?,?,256128.0,1048576.0,✓,✗,55.74 ± 2.82 / 63.24 ± 2.23@@55.74,65.29 ± 1.85 / 45.47 ± 1.49@@65.29,39.41 ± 3.82 / 65.22 ± 1.91@@39.41,52.22 ± 1.30 / 26.96 ± 1.51@@52.22,-@@-1,82.37 ± 1.95 / 86.80 ± 1.47@@82.37,56.85 ± 1.98 / 66.99 ± 1.34@@56.85,15.11.0@@151100,15.11.0@@151100,15.11.0@@151100,15.11.0@@151100,-@@0,15.11.0@@151100,15.11.0@@151100
<a href='https://hf.co/intfloat/multilingual-e5-large'>intfloat/multilingual-e5-large</a>,🔍,-@@100,N/A,559890946.0,250002.0,512.0,✓,✗,64.78 ± 1.34 / 76.30 ± 0.98@@64.78,79.73 ± 1.38 / 78.52 ± 1.44@@79.73,47.24 ± 13.67 / 71.51 ± 8.03@@47.24,54.87 ± 1.08 / 28.11 ± 0.94@@54.87,-@@-1,-@@-1,-@@-1,12.6.1@@120601,12.6.1@@120601,12.6.1@@120601,12.6.1@@120601,-@@0,-@@0,-@@0
<a href='https://hf.co/intfloat/multilingual-e5-large-instruct'>intfloat/multilingual-e5-large-instruct</a>,🔍,-@@100,N/A,559890432.0,250002.0,514.0,✓,✗,65.72 ± 1.70 / 76.73 ± 1.23@@65.72,79.77 ± 1.22 / 78.93 ± 1.23@@79.77,49.82 ± 10.56 / 73.61 ± 5.48@@49.82,55.35 ± 1.55 / 28.42 ± 1.71@@55.35,-@@-1,-@@-1,-@@-1,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,-@@0,-@@0,-@@0
<a href='https://hf.co/ibm-granite/granite-7b-instruct'>ibm-granite/granite-7b-instruct</a>,📝,-@@100,?,6738481152.0,32008.0,4096.0,✓,✗,49.83 ± 1.61 / 66.00 ± 1.36@@49.83,39.38 ± 0.94 / 30.79 ± 1.08@@39.38,4.03 ± 1.54 / 40.66 ± 3.14@@4.03,58.73 ± 1.73 / 30.20 ± 1.18@@58.73,-@@-1,20.76 ± 0.96 / 40.07 ± 0.71@@20.76,20.66 ± 1.25 / 40.16 ± 1.09@@20.66,13.0.0@@130000,13.2.0@@130200,13.2.0@@130200,13.2.0@@130200,-@@0,13.2.0@@130200,13.2.0@@130200
<a href='https://hf.co/ibm-granite/granite-8b-code-base-4k'>ibm-granite/granite-8b-code-base-4k</a>,🧠,-@@100,N/A,8054910976.0,49152.0,4096.0,✓,✗,46.29 ± 5.59 / 61.56 ± 5.65@@46.29,57.96 ± 1.61 / 51.58 ± 1.22@@57.96,14.18 ± 1.71 / 51.05 ± 3.18@@14.18,57.15 ± 1.16 / 30.80 ± 0.91@@57.15,-@@-1,10.84 ± 0.95 / 32.80 ± 0.76@@10.84,4.26 ± 0.88 / 27.71 ± 0.77@@4.26,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.1.0@@150100,-@@0,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/infly/OpenCoder-1.5B-Base'>infly/OpenCoder-1.5B-Base</a>,📝,-@@100,?,1905650960.0,96640.0,4096.0,✓,✗,1.04 ± 2.18 / 23.30 ± 2.67@@1.04,23.93 ± 2.34 / 21.47 ± 2.08@@23.93,0.60 ± 1.07 / 40.12 ± 3.80@@0.60,9.52 ± 1.10 / 0.00 ± 0.00@@9.52,-@@-1,-0.47 ± 0.88 / 23.81 ± 0.78@@-0.47,-0.28 ± 1.26 / 24.85 ± 1.00@@-0.28,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,15.0.0@@150000,-@@0,15.0.0@@150000,15.0.0@@150000
<a href='https://hf.co/infly/OpenCoder-1.5B-Instruct'>infly/OpenCoder-1.5B-Instruct</a>,📝,-@@100,?,1905650880.0,96640.0,4096.0,✗,✗,10.24 ± 5.76 / 28.06 ± 4.23@@10.24,32.49 ± 1.44 / 27.36 ± 1.33@@32.49,3.79 ± 1.76 / 39.31 ± 3.46@@3.79,26.63 ± 1.45 / 10.13 ± 1.08@@26.63,-@@-1,1.01 ± 1.01 / 23.40 ± 0.76@@1.01,-0.30 ± 1.26 / 24.34 ± 1.03@@-0.30,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,-@@0,14.4.0@@140400,14.4.0@@140400
<a href='https://hf.co/infly/OpenCoder-8B-Base'>infly/OpenCoder-8B-Base</a>,📝,-@@100,?,7771263040.0,96640.0,8192.0,✓,✗,15.78 ± 7.79 / 26.06 ± 5.97@@15.78,51.48 ± 1.31 / 33.74 ± 2.31@@51.48,3.33 ± 1.75 / 40.15 ± 3.42@@3.33,33.40 ± 1.62 / 0.31 ± 0.40@@33.40,-@@-1,7.37 ± 1.20 / 27.86 ± 1.16@@7.37,2.38 ± 1.31 / 25.80 ± 0.72@@2.38,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,15.0.0@@150000,-@@0,15.0.0@@150000,15.0.0@@150000
<a href='https://hf.co/infly/OpenCoder-8B-Instruct'>infly/OpenCoder-8B-Instruct</a>,📝,-@@100,?,7771262976.0,96640.0,8192.0,✓,✗,45.10 ± 3.19 / 62.08 ± 2.06@@45.10,49.66 ± 1.50 / 36.29 ± 2.98@@49.66,14.86 ± 1.95 / 55.93 ± 1.45@@14.86,53.11 ± 0.96 / 25.31 ± 1.21@@53.11,-@@-1,7.69 ± 2.92 / 28.36 ± 2.65@@7.69,3.95 ± 1.28 / 27.23 ± 1.03@@3.95,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,-@@0,14.4.0@@140400,14.4.0@@140400
